,RALM_1,RALM_2,RALM_3
83,,0.161818483979619,0.08234549824988883
84,,0.1441414846436757,0.034125255336237434
85,,-5.923150637687348e-36,-4.5834888001448845e-28
86,,-2.475356016843272e-35,0.09210638367489513
87,,0.07212383538108978,0.025836461084898572
88,,-6.348177565394057e-36,0.11213651780053804
89,,0.11032338342142622,0.06163303325632032
90,,0.1516910031542547,0.032233618596463176
91,,-4.634538064079056e-36,0.09475607692423173
92,,0.06355825606851814,2.480976898779688e-27
93,,0.10674651834896232,0.029218853947172135
94,,6.128973540162216e-36,0.053702456061398125
95,,-1.287200858444262e-35,0.018751233165479934
96,,0.13914153772452206,0.07692856192096383
97,,0.020266971392614463,0.137718397036023
98,,0.21836564839128564,0.05238084713861168
99,,0.08008168025975815,0.050503569451380466
100,,,0.030331712578999855
101,,,0.01945165799951196
102,,,0.03266554812585569
103,,,0.13511492543667292
104,,,-2.2017605314854063e-27
105,,,0.05532756433890748
106,,,0.05171739466091064
107,,,0.005134313107709808
108,,,1.3032174488978e-27
109,,,-2.5472755032678002e-27
110,,,0.046106667925964184
111,,,-1.5880690394316127e-28
112,,,7.674081909591042e-27
113,,,0.018653335134880412
114,,,0.0715732299919093
115,,,-8.44773785562305e-27
116,,,0.11864837903611204
117,,,0.07157776721412774
118,,,0.14386996665350485
119,,,-6.3547856522178026e-27
120,,,0.04042905859195817
121,,,0.07252072235018273
122,,,5.377447887181464e-27
123,,,1.150762570525725e-27
124,,,-2.97111469546462e-27
125,,,-1.966726033342195e-27
126,,,0.12143737355422896
127,,,0.01491496396281174
128,,,0.00018591049046849496
129,,,0.047009204002709325
130,,,-6.411166334254537e-27
131,,,-3.578903699586458e-27
132,,,0.07497143792436298
133,,,-1.4573594044337784e-27
134,,,0.11027495391766512
135,,,-3.9104502124058974e-27
136,,,0.0666213156043481
137,,,0.0308797576842647
138,,,0.07023763924962192
139,,,0.06007614468760127
140,,,-9.644946049660832e-27
141,,,0.0442482388392132
142,,,0.0176004405312343
143,,,0.03866960263562505
144,,,0.10510251316766192
145,,,2.4096190747886393e-28
146,,,0.04430942143336647
147,,,-2.5701988797737022e-27
148,,,0.013169547288472616
149,,,0.013757970382882432
150,,,3.348964761098043e-28
151,,,0.021533725206776214
152,,,0.031442780612353616
153,,,0.06859640871910926
154,,,-4.454920528190617e-27
155,,,0.02437092534854917
156,,,0.09468782727182692
157,,,0.08426607200779393
158,,,0.012817407535724985
159,,,0.11078294011448628
160,,,0.11265089722430932
161,,,0.015294744788358974
162,,,0.10942566784911376
163,,,2.16204042550345e-27
164,,,0.1202880350394114
165,,,1.2034842690739294e-27
166,,,0.10638654261640784
167,,,0.08270795010790684
168,,,5.290686472875481e-27
169,,,0.10988595114452668
170,,,0.10822769047816284
171,,,0.08910706085977103
172,,,0.07453358769128036
173,,,0.03757664446825384
174,,,0.08227488571689069
175,,,0.045967185391557655
176,,,0.09863567200392648
177,,,-1.3441771643365417e-27
178,,,0.02451972708460315
179,,,0.06718200936253368
180,,,0.020346865699939536
181,,,0.06780203586978893
182,,,-1.8029335636968776e-27
183,,,0.14396730001279656
184,,,0.06903478695243519
185,,,0.08099246942016873
186,,,2.235584167690938e-27
187,,,3.6015299649032114e-27
188,,,4.232683219507087e-27
189,,,0.09606963392554414
190,,,0.07120183267614005
191,,,2.3614884814081544e-27
192,,,-1.8326726542203287e-27
193,,,0.06680211436826226
194,,,-3.46549724825849e-27
195,,,0.06544804768105868
196,,,-5.9077651410009426e-27
197,,,0.05152384307482832
198,,,0.08156466656179821
199,,,0.12803986391652694
200,,,0.000456251780280288
201,,,1.5782142540093828e-27
202,,,0.033333031192717986
203,,,4.0370363903471505e-27
204,,,0.00467415437900569
205,,,0.011069133906005904
206,,,0.02859977252330527
207,,,-7.101830731530157e-28
208,,,0.0017994872782405396
209,,,0.05940989879005559
210,,,0.039638776644740574
211,,,0.1297597075530822
212,,,0.017864416355611288
213,,,0.05997995491308378
214,,,0.028037457003355745
215,,,0.0776432736216496
216,,,-2.0502136502131637e-27
217,,,5.6116607928552894e-27
218,,,5.884383978946869e-28
219,,,0.030162963119077447
220,,,0.03660747599641113
221,,,0.0891589320311215
222,,,0.029976220473993065
223,,,0.03326200147582633
224,,,0.029875420171503676
225,,,0.03343696485709991
226,,,0.04180850587262475
227,,,-4.0673651816018494e-27
228,,,0.10369967634489918
229,,,0.08843707417704494
230,,,-4.729097798098272e-27
231,,,0.09519855908349245
232,,,4.9134289244282105e-28
233,,,-5.23787521683708e-27
234,,,0.08025960817090619
235,,,0.04797604896433699
236,,,0.11525529660411164
237,,,1.7791097849347775e-27
238,,,0.06355863177645504
239,,,0.09661875138642304
240,,,0.03889118820153743
241,,,0.0012711845171172167
242,,,0.07264626644477523
243,,,-3.975224532807787e-27
244,,,0.105202041186704
245,,,-8.331624757681354e-27
246,,,0.07258364271401518
247,,,0.031514593213987224
248,,,0.021368049312353234
249,,,4.614752561142243e-27
