iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
353,46.48151254653931,40941329.54330139,4.159212795772159e-06,3388908.358075097,3388908.357945244,29.66614280306773,0.0,0,0.17643924531945396,0.0209341017567106,-4052564.894355407,11484699858553.568,0.5,0.3601027302909847,168.06152708644893,3.814697265625e-06,True,18.0
354,46.61250329017639,40941324.11736768,2.937154573826718e-06,3388881.2608453864,3388881.2607149687,29.730440653775975,0.0,0,0.17644020927703005,0.02093421977706545,-5305591.375441367,11484516199227.512,0.5,0.3601013003936794,168.42519180747533,7.62939453125e-06,True,17.0
355,46.74223780632019,40941321.63080566,1.4967324473963151e-06,3388867.8702957965,3388867.8701651157,29.76036529947727,0.0,0,0.17644060670518386,0.020934300071194782,-4485678.7000167575,11484425441439.89,0.5,0.36010060142289385,168.5944910313864,3.814697265625e-06,True,18.0
356,46.86757683753967,40941312.22725551,5.060562465225758e-06,3388821.781632009,3388821.7815005477,29.848931232171243,0.0,0,0.17644107635083317,0.020934407375435227,-4126133.856715105,11484113066774.984,0.5,0.36009774773329484,169.09622689356183,1.52587890625e-05,True,16.0
357,47.022509813308716,40941310.02334951,1.2866874423577627e-06,3388808.7539535924,3388808.753821849,29.880898170936504,0.0,0,0.17644153778254773,0.02093448724537576,-5314843.867849116,11484024769982.031,0.5,0.3600970471735549,169.27704188194744,3.814697265625e-06,True,18.0
358,47.15027594566345,40941305.30035071,3.6972000113332135e-06,3388781.440373891,3388781.4402416674,29.935137032280945,0.0,0,0.17644211245865102,0.020934685596676394,-2705405.423357185,11483839649728.83,0.5,0.3600956340156812,169.58403129824524,7.62939453125e-06,True,17.0
359,47.278600215911865,40941300.71885583,2.6877498352028938e-06,3388754.186122053,3388754.185989233,30.002416912707538,0.0,0,0.17644314034748018,0.020934846291175226,-4600320.312262705,11483654933061.99,0.5,0.3600941999209616,169.96452544051363,7.62939453125e-06,True,17.0
360,47.411298990249634,40941299.94124849,1.2393968601184777e-06,3388748.396039769,3388748.3959067026,30.03024283419712,0.0,0,0.17644378128552515,0.02093490784700652,-2989096.254486888,11483615690762.693,0.5,0.3600938462448585,170.12168231593355,1.9073486328125e-06,True,19.0
361,47.54156517982483,40941296.01894906,2.8126903898006096e-06,3388725.5351019246,3388725.5349684013,30.081668265977775,0.0,0,0.1764442382801342,0.020934993568679502,-3530884.7039019954,11483460751349.316,0.5,0.3600924374313036,170.412825512488,7.62939453125e-06,True,17.0
362,47.67801284790039,40941296.83336952,2.2321919573637023e-06,3388722.182861419,3388722.182727643,30.110091533595366,0.0,0,0.17644514735880185,0.020935127765358087,-4610081.851052076,11483438031712.84,0.5,0.3600923409562542,170.57310688471424,4.76837158203125e-07,True,21.0
363,47.80186367034912,40941272.676329136,1.6703025249525953e-05,3388622.2283125794,3388622.2281778306,30.218961865049913,0.0,0,0.17644355993917155,0.02093504259015307,-5310823.534348956,11482760605303.324,0.5,0.3600866882149971,171.1919418145394,3.0517578125e-05,True,15.0
364,47.92988586425781,40941267.19999958,4.338029773068058e-06,3388593.0260745357,3388593.0259391894,30.285749465238947,0.0,0,0.1764445264258083,0.020935226095610382,-2924210.6282670163,11482562695446.148,0.5,0.36008525613570935,171.56968876284546,7.62939453125e-06,True,17.0
365,48.05813121795654,40941263.2944805,3.1522560357630595e-06,3388566.9065648327,3388566.906428936,30.34713411648591,0.0,0,0.1764452964708515,0.02093542554081336,-2915012.789959059,11482385679347.809,0.5,0.36008383331897054,171.9169877840464,7.62939453125e-06,True,17.0
366,48.217894077301025,40941264.85439991,3.962392202907774e-06,3388566.869057826,3388566.868921574,30.386803142342128,0.0,0,0.17644649025255688,0.0209355949064015,-4048824.340043472,11482385425155.4,0.5,0.36008364127967435,172.14074391997408,9.5367431640625e-07,True,20.0
367,48.347418785095215,40941262.76446841,2.349096107356818e-06,3388553.9293098045,3388553.9291730924,30.437971910881966,0.0,0,0.1764475694978278,0.020935710356477687,-4506347.149209216,11482297730916.846,0.5,0.3600829206225588,172.42981072480453,3.814697265625e-06,True,18.0
368,48.47622585296631,40941256.79976014,3.43367506213324e-06,3388525.7137473626,3388525.713610167,30.491641654359473,0.0,0,0.1764480551447147,0.02093576586169664,-4276320.029045158,11482106511799.732,0.5,0.36008150974187036,172.73363520690745,7.62939453125e-06,True,17.0
369,48.605830669403076,40941254.241262615,2.478300993994409e-06,3388509.8974303245,3388509.897292801,30.527970710561277,0.0,0,0.17644861766012496,0.020935879712934476,-2845868.332041983,11481999324053.715,0.5,0.36008080595668357,172.93906326949067,3.814697265625e-06,True,18.0
370,48.731656074523926,40941242.79197422,1.027074898801173e-05,3388448.993007352,3388448.9928690167,30.617729636380364,0.0,0,0.17644897087662628,0.020936270471975518,-4036151.8463473166,11481586577277.496,0.5,0.3600779548813455,173.44763129483508,1.52587890625e-05,True,16.0
371,48.86739635467529,40941243.13277602,1.3448246380530652e-06,3388447.7390834657,3388447.738944903,30.642822128922486,0.0,0,0.1764497331686021,0.020936332485907448,-4619114.366676245,11481578079563.266,0.5,0.36007786104046574,173.58915016975382,4.76837158203125e-07,True,21.0
372,49.00118923187256,40941242.96425461,1.4729554761508684e-06,3388445.3136640503,3388445.313525221,30.672360066717168,0.0,0,0.17645055965327763,0.020936378153673454,-3653064.727810631,11481561642753.479,0.5,0.36007767827763754,173.75580904637715,9.5367431640625e-07,True,20.0
373,49.13093900680542,40941241.253864646,1.5552986613681551e-06,3388433.359668676,3388433.3595295437,30.7056607744661,0.0,0,0.17645100587901685,0.020936477431734175,-4002819.9867988913,11481480631975.105,0.5,0.3600769773733346,173.9441748091017,3.814697265625e-06,True,18.0
374,49.2857027053833,40941235.35070388,2.864707062410981e-06,3388404.427741611,3388404.4276019353,30.765450000692105,0.0,0,0.17645166500253287,0.02093658039125102,-3659804.02562901,11481284564994.836,0.5,0.3600755583697154,174.28251088781687,7.62939453125e-06,True,17.0
375,49.415265798568726,40941229.55893209,5.140252694479785e-06,3388383.097057846,3388383.09691771,30.81600731362502,0.0,0,0.17645200791552604,0.020936471085261022,-4646446.212585265,11481140011480.09,0.5,0.3600741523821215,174.5688157066986,7.62939453125e-06,True,17.0
376,49.54549264907837,40941228.359898575,2.2067809758145093e-06,3388370.566456451,3388370.566315864,30.865554682768614,0.0,0,0.17645298476246107,0.020936628840380275,-4042156.9022519393,11481055094678.129,0.5,0.36007343472142356,174.8487638461987,3.814697265625e-06,True,18.0
377,49.6734733581543,40941224.04339904,3.1107757757900423e-06,3388344.4843524615,3388344.4842114258,30.91463224970656,0.0,0,0.17645326762365895,0.02093678246031225,-3234430.5138415922,11480878343688.432,0.5,0.36007203079987726,175.12673386212606,7.62939453125e-06,True,17.0
378,49.80299162864685,40941224.03840376,4.46266766187661e-06,3388335.5925063253,3388335.5923647885,30.969425573559498,0.0,0,0.17645440755453987,0.020936992479518333,-4694882.2349949945,11480818086488.482,0.5,0.3600713065003909,175.4362559518909,3.814697265625e-06,True,18.0
379,49.92830991744995,40941211.24732574,1.2285011091692338e-05,3388294.4865768286,3388294.4864346148,31.04327366387434,0.0,0,0.1764541500290694,0.020936915869097582,-4772838.138745412,11480539526805.656,0.5,0.36006849087915327,175.85519881073427,1.52587890625e-05,True,16.0
380,50.123974561691284,40941211.24732572,3.332000937312528e-08,3388294.4865768338,3388294.48643462,31.043273663891032,0.0,0,0.17645415002906964,0.02093691586909761,-2720705.856366334,11480539526805.688,0.5,0.36006849087915316,175.85519881082865,8.881784197001252e-16,False,51.0
381,50.25150465965271,40941208.9591828,5.580977240226248e-06,3388270.7545182724,3388270.7543753316,31.122435885654316,0.0,0,0.17645540153436431,0.020937245050330906,-3176979.0065622865,11480378704957.617,0.5,0.36006703953447305,176.30276157915299,7.62939453125e-06,True,17.0
382,50.37920904159546,40941204.43103239,2.1926490338943417e-06,3388246.7596034566,3388246.75945986,31.193588265501297,0.0,0,0.1764563783512294,0.02093734274037906,-3320947.274803576,11480216102992.684,0.5,0.36006560344798405,176.70518149132363,7.62939453125e-06,True,17.0
383,50.52959060668945,40941192.159411,6.420636985989386e-06,3388195.228340599,3388195.228196239,31.276146458190905,0.0,0,0.17645636905068318,0.020937413820321497,-3260196.058136802,11479866904374.207,0.5,0.36006277211910886,177.1732509851133,1.52587890625e-05,True,16.0
384,50.66234803199768,40941191.19167611,1.6417671756937392e-06,3388187.9170338307,3388187.916889164,31.30936452597783,0.0,0,0.17645710640544324,0.020937501179192863,-4352134.767126557,11479817360156.172,0.5,0.36006241527901384,177.36083761901685,1.9073486328125e-06,True,19.0
385,50.79799127578735,40941188.84883941,3.2911669537506175e-06,3388183.542147733,3388183.5420033024,31.28377360092493,0.0,0,0.17645619666880963,0.020937374206623633,-4006597.3592044096,11479787714304.482,0.5,0.36006232149459827,177.21666604195318,4.76837158203125e-07,True,21.0
386,50.92758512496948,40941187.08685667,1.6938235859252601e-06,3388170.748068185,3388170.7479233867,31.32346918915469,0.0,0,0.17645680624730586,0.0209374897128395,-4966587.053249129,11479701017086.162,0.5,0.3600616154747748,177.4411049730872,3.814697265625e-06,True,18.0
387,51.05573487281799,40941181.52718913,3.912768005516267e-06,3388141.9866933124,3388141.986547983,31.380810119765716,0.0,0,0.17645730819718952,0.020937659490814504,-4644241.227338704,11479506121011.75,0.5,0.36006020177114334,177.76568903367144,7.62939453125e-06,True,17.0
388,51.17672276496887,40940942.31442744,0.00020550325296104198,3387032.8373468216,3387032.83720425,31.076483509575148,0.0,0,0.17640445044578967,0.020939673489254164,-5705453.47307454,11471991440302.312,0.5,0.36001516191417743,176.09309408172504,0.000244140625,True,12.0
389,51.305054903030396,40940922.094198085,1.1098204393246419e-05,3386926.089131373,3386926.088986694,31.304817865748802,0.0,0,0.17640654093388242,0.02094023644571274,-4869340.182622186,11471268332261.137,0.5,0.36000902146189395,177.38590484440962,3.0517578125e-05,True,15.0
390,51.439302921295166,40940921.380508795,1.5979715130872028e-06,3386918.8031924553,3386918.803047496,31.33513961692454,0.0,0,0.17640718253436816,0.02094033621509534,-4223372.146490842,11471218978439.121,0.5,0.3600086669348371,177.5572147253349,1.9073486328125e-06,True,19.0
391,51.596566915512085,40940918.76013429,2.581171898727145e-06,3386908.3734569564,3386908.373311652,31.372360177507392,0.0,0,0.17640770788305563,0.02094028530802908,-4998305.142056426,11471148329211.018,0.5,0.36000796339408897,177.76776402752265,3.814697265625e-06,True,18.0
392,51.73617386817932,40940916.13499291,4.4694790392293494e-06,3386906.7377054025,3386906.73756047,31.332142674321943,0.0,0,0.1764063951349742,0.020940066278694373,-2929596.0386571893,11471137248934.945,0.5,0.3600079224051718,177.54101225001864,1.1920928955078125e-07,True,23.0
393,51.862271547317505,40940901.28189059,8.767367632273142e-06,3386844.4292457383,3386844.4291001186,31.406067715037096,0.0,0,0.1764060837949691,0.020940160453599248,-4182059.5023952946,11470715186928.94,0.5,0.3600051087114368,177.9605585332608,1.52587890625e-05,True,16.0
394,51.99010729789734,40940896.55406284,2.7797356361332954e-06,3386817.690417012,3386817.6902707904,31.470804269372305,0.0,0,0.1764068126433786,0.020940318366171464,-3577197.937955355,11470534067133.605,0.5,0.3600036845224699,178.32694509771724,7.62939453125e-06,True,17.0
395,52.12641763687134,40940897.11344,2.292455388740867e-06,3386816.276270038,3386816.2761234674,31.508329337985938,0.0,0,0.17640792621633097,0.02094041298556008,-3520290.3590239086,11470524488217.27,0.5,0.3600035817785795,178.53862269280685,4.76837158203125e-07,True,21.0
396,52.2583692073822,40940894.9280532,5.265088669900471e-06,3386811.3615504266,3386811.3614034117,31.556024298841233,0.0,0,0.17640910842115642,0.0209402968659182,-2714902.8556318386,11470491197733.672,0.5,0.3600032111377873,178.80790135033456,1.9073486328125e-06,True,19.0
397,52.38835334777832,40940892.41347603,1.8632411003419555e-06,3386795.5562457256,3386795.5560983145,31.598421891256205,0.0,0,0.17640978141032745,0.020940416835215636,-4130668.8462127675,11470384138809.727,0.5,0.36000250290730806,179.04765151639037,3.814697265625e-06,True,18.0
398,52.51894664764404,40940889.93152751,1.3363774756453296e-06,3386781.7856389745,3386781.7854911946,31.63790800881526,0.0,0,0.17641035861789434,0.02094049521471442,-5703035.750626255,11470290862537.361,0.5,0.36000179758288414,179.27098640014552,3.814697265625e-06,True,18.0
399,52.643412828445435,40940838.627533935,5.297466336671304e-05,3386661.2092785337,3386661.2091318225,31.52271845042986,0.0,0,0.1764013367965023,0.02093880320592253,-2964022.7104572556,11469474145440.656,0.5,0.3599961481555867,178.62690189964565,3.0517578125e-05,True,15.0
400,52.7928524017334,40940825.66393294,7.983268426739892e-06,3386599.5498530506,3386599.5497055785,31.604053461080433,0.0,0,0.1764012324641324,0.02093892168706454,-3222210.906800567,11469056510068.46,0.5,0.35999332150295044,179.08827323432544,1.52587890625e-05,True,16.0
401,52.918012857437134,40940811.30421384,1.83403816440813e-05,3386560.185515306,3386560.185366898,31.704054252167744,0.0,0,0.17640170555686302,0.02093829747042612,-3921795.6790655823,11468789889114.715,0.5,0.35999045457870776,179.65491476820978,1.52587890625e-05,True,16.0
402,53.04719805717468,40940808.85384432,1.3922023403193926e-06,3386546.96314317,3386546.962994336,31.749391962598718,0.0,0,0.17640245841600785,0.020938369897674777,-4472367.04456724,11468700332568.596,0.5,0.35998974351663543,179.91126320163156,3.814697265625e-06,True,18.0
403,53.17383790016174,40940794.06019756,4.263718547116955e-05,3386499.389721329,3386499.389571527,31.852275017484523,0.0,0,0.17640299298070022,0.02093861382461831,-4734930.428078472,11468378115570.764,0.5,0.359986870749659,180.49417724236804,1.52587890625e-05,True,16.0
404,53.30781030654907,40940793.19267817,9.28188055896628e-07,3386493.0641228603,3386493.0639728187,31.87770070717709,0.0,0,0.17640344868962515,0.020938674312474648,-4042971.7215274693,11468335272338.451,0.5,0.35998651982972174,180.6379015183144,1.9073486328125e-06,True,19.0
405,53.43698978424072,40940790.5789395,3.1792248137233675e-06,3386480.7330579413,3386480.732907445,31.92592040459511,0.0,0,0.17640427572166073,0.020938720424899384,-4303026.839023251,11468251754355.79,0.5,0.35998580587786255,180.9105100404745,3.814697265625e-06,True,18.0
406,53.557103872299194,40940681.856329985,9.331083583310569e-05,3386043.521522663,3386043.521370158,32.136178590900926,0.0,0,0.17638926353014653,0.020937970534737733,-3556895.605505506,11465290728615.258,0.5,0.3599632942454259,182.11839516875537,0.0001220703125,True,13.0
407,53.683969259262085,40940639.898227535,3.9875744015298434e-05,3385940.019054651,3385940.0189034687,31.996058000796,0.0,0,0.17637959180503623,0.020936787001407553,-5134253.103238048,11464589811614.459,0.5,0.3599575782275838,181.33365036781123,3.0517578125e-05,True,15.0
408,53.832499980926514,40940612.877146296,2.654552261693163e-05,3385805.2808197173,3385805.2806672277,32.133451899482495,0.0,0,0.17637845068700925,0.02093690670833468,-5474914.854304916,11463677398596.52,0.5,0.35995186319058053,182.1140998981868,3.0517578125e-05,True,15.0
409,53.95997643470764,40940605.85404801,7.812970266468392e-06,3385757.6342258384,3385757.634072281,32.245507617277056,0.0,0,0.17637918909462685,0.020937245585113683,-2551396.670660508,11463354756681.168,0.5,0.35994897111185264,182.74889422276567,1.52587890625e-05,True,16.0
410,54.08966064453125,40940573.48739251,2.4222225974777305e-05,3385675.782049255,3385675.7818967467,32.1348037996428,0.0,0,0.17637044139054422,0.020936170817702267,-4235851.832999855,11462800500124.582,0.5,0.35994334079611423,182.13004165881213,3.0517578125e-05,True,15.0
411,54.223158836364746,40940564.350691736,5.331659630147678e-06,3385621.458068746,3385621.4579148437,32.281105446383364,0.0,0,0.17637222739149092,0.020936470908634906,-3334396.6884411685,11462432656295.863,0.5,0.3599403466308149,182.95802259309036,1.52587890625e-05,True,16.0
412,54.35425281524658,40940561.95230211,2.1981611969496402e-06,3385606.2174893334,3385606.217335049,32.321019474873715,0.0,0,0.17637276502305976,0.020936602775076852,-5208379.236977692,11462329458860.178,0.5,0.3599396418104965,183.18385649743976,3.814697265625e-06,True,18.0
413,54.4806170463562,40940552.089322425,7.5845153934511715e-06,3385550.8113529016,3385550.8111979566,32.38988381360753,0.0,0,0.17637215704757875,0.02093684205119932,-2706801.1482458226,11461954295205.578,0.5,0.35993684089837163,183.5750865695818,1.52587890625e-05,True,16.0
414,54.60878252983093,40940546.443138465,4.292931180392674e-06,3385524.563756583,3385524.5636010705,32.44906537357574,0.0,0,0.17637259416049933,0.020936912385107167,-3448491.677521994,11461776570748.66,0.5,0.3599354278311987,183.91030824309232,7.62939453125e-06,True,17.0
415,54.74104881286621,40940540.48774964,9.108388868689961e-06,3385518.295022402,3385518.2948673978,32.395981112701136,0.0,0,0.17637066449391817,0.020936679927654727,-3645230.138498373,11461734124884.29,0.5,0.35993505281938154,183.61122509783164,1.9073486328125e-06,True,19.0
416,54.8748414516449,40940541.873677395,4.243431068889837e-06,3385513.306027426,3385513.3058719574,32.44439355480899,0.0,0,0.17637195403974193,0.020936891187283257,-3860640.755069149,11461700344238.508,0.5,0.3599348546027506,183.88447728892763,9.5367431640625e-07,True,20.0
417,55.03281354904175,40940540.088815965,2.968848361318544e-06,3385508.9447587472,3385508.944603543,32.41684060203321,0.0,0,0.17637095864476687,0.02093684441235227,-3923559.152710033,11461670813993.031,0.5,0.3599346744183,183.72923423269455,9.5367431640625e-07,True,20.0
418,55.160789489746094,40940534.335778594,4.7804634439476756e-06,3385488.2258087867,3385488.2256530803,32.46913439700498,0.0,0,0.1763711856505929,0.020936792517172415,-4716725.515044499,11461530526038.078,0.5,0.35993327014629745,184.02560961327785,7.62939453125e-06,True,17.0
419,55.29020285606384,40940532.147517666,1.6959852040036522e-06,3385474.167499072,3385474.1673428905,32.518558599927715,0.0,0,0.17637199437575563,0.02093689496886945,-3875043.2716612094,11461435337748.475,0.5,0.3599325559505836,184.3050990869176,3.814697265625e-06,True,18.0
420,55.41740965843201,40940527.98025273,3.3015068697749935e-06,3385449.5808385834,3385449.580681652,32.596425633132625,0.0,0,0.176372975812555,0.020937039005621123,-4868882.628629259,11461268863340.006,0.5,0.35993111432987207,184.74573113127175,7.62939453125e-06,True,17.0
421,55.54900574684143,40940525.965050824,3.155001995909238e-06,3385434.4175136224,3385434.4173562955,32.63736533623759,0.0,0,0.1763735206535981,0.02093720181943875,-3847131.637235025,11461166194222.998,0.5,0.35993040894080575,184.97736681174206,3.814697265625e-06,True,18.0
422,55.683422327041626,40940525.8151716,1.5478569982855104e-06,3385431.0084727486,3385431.008315197,32.66065777688473,0.0,0,0.17637404349442368,0.02093727183768425,-4800850.794919111,11461143112064.49,0.5,0.3599302312408609,185.10893065113012,9.5367431640625e-07,True,20.0
423,55.80682301521301,40940503.403740436,1.2283935615855366e-05,3385332.7288814927,3385332.728722685,32.790113461946056,0.0,0,0.17637249629139262,0.02093738599505161,-3564269.9866542052,11460477684163.414,0.5,0.35992454938296997,185.84482035707344,3.0517578125e-05,True,15.0
424,55.93413496017456,40940497.831977524,2.8702437060172634e-06,3385306.909536958,3385306.909377502,32.85691923293351,0.0,0,0.17637311424527943,0.0209374659232739,-4131205.9784922055,11460302870681.494,0.5,0.3599231266683007,186.22308540395537,7.62939453125e-06,True,17.0
425,56.08877158164978,40940495.52778741,2.643602068279933e-06,3385291.6228598263,3385291.622699975,32.897468726133916,0.0,0,0.17637362843878676,0.02093761934221332,-3206794.04710576,11460199370725.066,0.5,0.35992242194460516,186.45253419283938,3.814697265625e-06,True,18.0
426,56.2224760055542,40940494.99326885,1.1460339602872573e-06,3385287.2802545517,3385287.2800944634,32.92186315565682,0.0,0,0.17637417257815904,0.020937669329274308,-4712100.404200019,11460169968771.803,0.5,0.35992224376789594,186.59032072103733,9.5367431640625e-07,True,20.0
427,56.348305225372314,40940486.28941402,6.7471003295655715e-06,3385235.1198211075,3385235.1196600716,33.0189103829447,0.0,0,0.17637431101886714,0.020937945242509425,-3703215.3769880678,11459816815382.373,0.5,0.35991939336894013,187.14061155288255,1.52587890625e-05,True,16.0
428,56.47637128829956,40940481.76980757,4.649019009878703e-06,3385207.6273849653,3385207.627223373,33.075795483684985,0.0,0,0.17637461430874032,0.020938056240331255,-4522244.400009242,11459630679413.736,0.5,0.35991798478074866,187.4629323913048,7.62939453125e-06,True,17.0
429,56.607555866241455,40940479.410252415,5.448060982975004e-06,3385193.3570806575,3385193.35691868,33.11509885298801,0.0,0,0.1763750768628218,0.020938201567598673,-4053196.2047959664,11459534063728.803,0.5,0.35991728139381113,187.68536189344368,3.814697265625e-06,True,18.0
430,56.72963309288025,40940428.04660104,3.41453532749579e-05,3384986.2500406574,3384986.2498772317,33.261778561309775,0.0,0,0.1763685390747473,0.020938384588827665,-3251226.6184935314,11458131911860.361,0.5,0.35990605720362007,188.52428990342804,6.103515625e-05,True,14.0
431,56.85746955871582,40940423.79888485,4.693865776064969e-06,3384956.404513843,3384956.40434942,33.36293092588826,0.0,0,0.1763700827944492,0.020938677233926298,-4075454.6575950817,11457929859348.592,0.5,0.35990457376394064,189.09636968353172,7.62939453125e-06,True,17.0
432,56.98515486717224,40940414.98812245,8.837293165287533e-06,3384920.515975609,3384920.5158104068,33.44180183089021,0.0,0,0.1763709764516192,0.020938771671032513,-4264893.524660138,11457686898356.627,0.5,0.35990313396370477,189.5427598133557,7.62939453125e-06,True,17.0
433,57.11170721054077,40940405.470076956,5.274590109072604e-06,3384869.1879867176,3384869.1878204527,33.548879368261524,0.0,0,0.17637131102627668,0.020938992791390113,-4226220.562641731,11457339418658.729,0.5,0.359900265048186,190.1497312929937,1.52587890625e-05,True,16.0
434,57.25950384140015,40940375.69297423,1.5118217615173599e-05,3384754.025289094,3384754.025121811,33.650893711128184,0.0,0,0.17636879300827296,0.02093873324938175,-4378065.633094719,11456559810580.74,0.5,0.3598946611180407,190.7310681671979,3.0517578125e-05,True,15.0
435,57.38298773765564,40940345.03149012,4.723806061833051e-05,3384650.670021959,3384650.6698534396,33.77450660249071,0.0,0,0.17636686052429437,0.020937691042443973,-4578645.773086008,11455860156941.771,0.5,0.35988900485853115,191.43429564568675,3.0517578125e-05,True,15.0
436,57.512773513793945,40940343.326005414,5.40706862227044e-06,3384639.454147697,3384639.4539784384,33.848441289679485,0.0,0,0.1763682359570069,0.020937775660967838,-4768306.78878447,11455784233429.895,0.5,0.3598882612607858,191.85215608065656,3.814697265625e-06,True,18.0
437,57.64086961746216,40940339.27543559,3.0874184758193473e-06,3384612.157217553,3384612.157047177,33.959823995089685,0.0,0,0.17636996257256948,0.020937983816587808,-4438579.356676792,11455599453633.986,0.5,0.35988675907568207,192.48202649706548,7.62939453125e-06,True,17.0
438,57.76896667480469,40940334.37914655,2.6902683690543497e-06,3384586.4950845917,3384586.4949135017,34.03080087681626,0.0,0,0.17637056189852615,0.020938113333125466,-4073677.087313577,11455425741553.299,0.5,0.3598853339009527,192.88394229475884,7.62939453125e-06,True,17.0
439,57.89670944213867,40940327.44720471,3.9232241746050126e-06,3384555.453700303,3384555.4535283465,34.11675251805422,0.0,0,0.1763715617565372,0.020938151522390418,-3082703.0286165792,11455215618010.91,0.5,0.3598838847525736,193.3703499736347,7.62939453125e-06,True,17.0
440,58.02926468849182,40940326.8780096,2.072547437883172e-06,3384549.466508925,3384549.466336601,34.153115962304256,0.0,0,0.17637221265903819,0.0209382577747236,-4538304.738473941,11455175090081.81,0.5,0.3598835279834187,193.575881438642,1.9073486328125e-06,True,19.0
441,58.15966820716858,40940324.27829435,1.2981981941834315e-06,3384535.519611433,3384535.5194387306,34.190563698408546,0.0,0,0.17637255444135133,0.02093832104819188,-3356631.2065046425,11455080682344.834,0.5,0.35988282716652437,193.7879009319208,3.814697265625e-06,True,18.0
442,58.30917692184448,40940314.03423601,9.551249122505018e-06,3384485.9107263354,3384485.910552787,34.2739409537677,0.0,0,0.17637211726845098,0.02093828803624432,-4217527.311646254,11454744878732.768,0.5,0.35988000984435276,194.26127849248695,1.52587890625e-05,True,16.0
443,58.43936347961426,40940313.36659698,3.7066769509842617e-06,3384474.3343799524,3384474.334205657,34.34760054209717,0.0,0,0.1763734261033212,0.020938509068146184,-4329418.494458532,11454666518899.258,0.5,0.35987926831020656,194.67761282448132,3.814697265625e-06,True,18.0
444,58.56969714164734,40940310.27242399,2.304290050660698e-06,3384462.2173690842,3384462.217194425,34.383350570118914,0.0,0,0.176373710960068,0.02093851967001585,-3818856.3047384825,11454584499619.043,0.5,0.35987856891979114,194.88006202078458,3.814697265625e-06,True,18.0
445,58.695274353027344,40940307.50750563,2.3078411227351682e-05,3384399.4490001895,3384399.448824809,34.45396589876354,0.0,0,0.176372907370242,0.02093956490599793,-5467826.198460263,11454159629208.107,0.5,0.3598757718520345,195.28145849453347,1.52587890625e-05,True,16.0
446,58.82296419143677,40940302.50401136,5.260721953182354e-06,3384372.333498703,3384372.333322647,34.52010408215221,0.0,0,0.17637332252995458,0.020939684268260213,-3853729.8665142036,11453976090562.219,0.5,0.3598743548587923,195.65611461496226,7.62939453125e-06,True,17.0
447,58.951080322265625,40940297.03558787,2.7136074205992995e-06,3384346.4258021,3384346.4256251804,34.604532666376784,0.0,0,0.1763742160303469,0.020939707501156986,-4769758.6156231575,11453800728644.375,0.5,0.3598729104853267,196.13397423606793,7.62939453125e-06,True,17.0
448,59.08908534049988,40940302.27213158,8.476599906549702e-06,3384346.184574641,3384346.1843973463,34.64115884238119,0.0,0,0.17637514059966644,0.020940109961071682,-2886409.329829222,11453799095847.316,0.5,0.3598728542119686,196.34067521796516,2.384185791015625e-07,True,22.0
449,59.208893060684204,40940002.90403613,0.0002555989535263694,3383357.0946720177,3383357.0944914124,34.95799678353479,0.0,0,0.17634042408361528,0.0209375138014559,-4621896.7749763485,11447105228847.809,0.5,0.3598278575688814,198.17668187694872,0.000244140625,True,12.0
450,59.33274793624878,40939983.36667267,1.1240286755098503e-05,3383258.7057341374,3383258.7055509845,35.20319838239347,0.0,0,0.17634138213539288,0.0209378423982744,-4128670.034786311,11446439468688.96,0.5,0.3598217769085313,199.56655193667646,3.0517578125e-05,True,15.0
451,59.48471808433533,40939978.59631085,3.7513358855673944e-06,3383235.1409782683,3383235.140793957,35.31428077492785,0.0,0,0.17634286878666525,0.020937972420606667,-5135093.100526322,11446280017905.537,0.5,0.35982028534376304,200.19499504596232,7.62939453125e-06,True,17.0
452,59.61550951004028,40939975.167426854,3.2766633610954584e-06,3383222.9489839827,3383222.9487990937,35.369464585653326,0.0,0,0.17634359417697773,0.020937976560397902,-3974611.704402398,11446197521283.271,0.5,0.3598195698656893,200.5072053816072,3.814697265625e-06,True,18.0
453,59.743616819381714,40939968.2112387,4.382638983518709e-06,3383197.9341486166,3383197.9339630357,35.43546990192662,0.0,0,0.17634391583311287,0.020937873962027218,-4304757.364754512,11446028260374.186,0.5,0.3598181555097472,200.88125856009384,7.62939453125e-06,True,17.0
454,59.87136101722717,40939962.029260315,6.815257482119223e-06,3383158.453633128,3383158.453446688,35.51720232314552,0.0,0,0.17634462700800238,0.020938246873371483,-3806176.5319324885,11445761121130.223,0.5,0.35981671917963975,201.3440763641656,7.62939453125e-06,True,17.0
455,60.001607179641724,40939959.285977915,2.2968099015397205e-06,3383142.3219874976,3383142.321800601,35.560542635219484,0.0,0,0.17634503984395478,0.020938377431212674,-5131291.138842013,11445651969560.8,0.5,0.3598160150622008,201.58945266734565,3.814697265625e-06,True,18.0
456,60.13229560852051,40939956.69813912,1.2033091326488887e-06,3383128.4747988437,3383128.4746113787,35.61454599868894,0.0,0,0.17634571646405117,0.020938439662434433,-2755702.3094188455,11445558275728.75,0.5,0.3598153012094335,201.89501171818907,3.814697265625e-06,True,18.0
