iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
1367,184.5516664981842,40820177.614127055,5.14467850376135e-07,2903602.983923566,2903602.982290479,97.3839956334779,0.0,0,0.15271479769121438,0.02049743639488777,-4495014.448429851,8430910278768.175,0.5,0.3303743719398167,637.6615033994043,2.384185791015625e-07,True,22.0
1368,184.69314122200012,40820177.66009928,1.3657139822709094e-07,2903602.886478913,2903602.884845202,97.40259774607198,0.0,0,0.15271483799214533,0.020497443207605107,-4084101.727648155,8430909712883.3955,0.5,0.3303743616931126,637.7831491481035,5.960464477539063e-08,True,24.0
1369,184.8534219264984,40820177.12020442,9.059121700269648e-07,2903602.087162569,2903602.08553044,97.35542268360811,0.0,0,0.15271463993222403,0.020497406362382144,-3724856.7768989,8430905071098.734,0.5,0.33037428035520694,637.4750548643995,4.76837158203125e-07,True,21.0
1370,184.9932496547699,40820177.1256188,1.3575603930867172e-07,2903601.7393995444,2903601.7377664163,97.38519849979606,0.0,0,0.15271470085202954,0.02049741441480879,-3185190.998666905,8430903051562.164,0.5,0.3303742596357569,637.6697846245697,1.1920928955078125e-07,True,23.0
1371,185.12888765335083,40820176.920503944,2.398114940439329e-07,2903600.3516050708,2903600.34997043,97.43025391008958,0.0,0,0.1527147476869479,0.020497426109905622,-4250223.3479849575,8430894992350.419,0.5,0.3303741785139284,637.9646299702692,4.76837158203125e-07,True,21.0
1372,185.26574087142944,40820176.662156105,2.9839552036674073e-07,2903598.8721036306,2903598.8704675827,97.47215456924347,0.0,0,0.152714786040879,0.020497434507668492,-2977405.821735237,8430886400582.64,0.5,0.33037409771185305,638.2388520019111,4.76837158203125e-07,True,21.0
1373,185.40150928497314,40820176.39444939,2.954040110349516e-07,2903597.505549801,2903597.503912165,97.5194403835955,0.0,0,0.15271483857532714,0.020497439242551808,-4520022.85534623,8430878464726.966,0.5,0.3303740163560727,638.548278732436,4.76837158203125e-07,True,21.0
1374,185.5455286502838,40820176.45210873,9.185692672385241e-08,2903597.3831461007,2903597.3815076193,97.54459918548427,0.0,0,0.15271490065535112,0.020497446700316106,-4203260.971845089,8430877753899.912,0.5,0.3303740107023475,638.7127689042227,2.9802322387695312e-08,True,25.0
1375,185.68110823631287,40820176.24498037,1.861154436587811e-07,2903595.9212746406,2903595.919634867,97.58303235384508,0.0,0,0.15271492957029417,0.020497459669173282,-3324356.2003723746,8430869264522.267,0.5,0.33037393022678124,638.9643234501434,4.76837158203125e-07,True,21.0
1376,185.8206751346588,40820176.25822434,2.45756246186356e-07,2903595.6359736295,2903595.6343327286,97.61656511540575,0.0,0,0.15271500005877633,0.02049746737999035,-3998022.606227554,8430867607718.095,0.5,0.3303739092378533,639.1836141068022,1.1920928955078125e-07,True,23.0
1377,185.98032593727112,40820176.09729911,2.1542358837725177e-07,2903594.446239826,2903594.4445973895,97.66220498726496,0.0,0,0.15271504787237883,0.02049747630506303,-4104772.0129002803,8430860698698.838,0.5,0.33037382806610854,639.4822815422054,4.76837158203125e-07,True,21.0
1378,186.1177785396576,40820176.082978375,2.524416796281555e-07,2903593.8639360606,2903593.8622923065,97.70136299251416,0.0,0,0.15271511486675846,0.02049748690960671,-3425804.442559122,8430857317143.568,0.5,0.3303737869156475,639.738422668971,2.384185791015625e-07,True,22.0
1379,186.25215983390808,40820175.56731327,4.3136223632485236e-07,2903590.967713769,2903590.9660680937,97.75840397555748,0.0,0,0.15271511973379673,0.020497501799772336,-3982651.788755239,8430840498234.258,0.5,0.33037362562708683,640.1119285302748,9.5367431640625e-07,True,20.0
1380,186.36570000648499,40819296.95201546,0.0006925090692593324,2900601.2565882574,2900601.254874289,99.71482989582852,0.0,0,0.15257113434806938,0.02048103757073586,-4738666.102602429,8413487639780.308,0.5,0.3302071474257972,653.5395457214778,0.0009765625,True,10.0
1381,186.4988832473755,40819295.703319825,1.6882430360638562e-06,2900589.86130185,2900589.8595701335,100.22957952821749,0.0,0,0.15257185447959515,0.020481154387690492,-3251370.894418489,8413421533443.1,0.5,0.3302062247628627,656.9103986678557,3.814697265625e-06,True,18.0
1382,186.69190740585327,40819295.703319795,0.0,2900589.86130185,2900589.8595701335,100.22957952806708,0.0,0,0.15257185447959468,0.020481154387690284,-4534907.29386704,8413421533443.1,0.5,0.33020622476286265,656.9103986668719,8.881784197001252e-16,False,51.0
1383,186.82153820991516,40819294.19991505,2.2944885231298067e-06,2900577.7783291047,2900577.7765799663,100.73228453897029,0.0,0,0.15257253109347454,0.020481281380497665,-4109685.01547061,8413351437991.591,0.5,0.33020531849704615,660.2024605507983,3.814697265625e-06,True,18.0
1384,186.95293259620667,40819293.419842355,1.0095467976304846e-06,2900572.247042516,2900572.245284389,100.99068975990934,0.0,0,0.15257288060853907,0.02048132794391869,-4353854.0017347485,8413319350116.133,0.5,0.3302049312745973,661.8946583319391,1.9073486328125e-06,True,19.0
1385,187.08812284469604,40819293.67277476,1.438328746874937e-06,2900570.535255149,2900570.533490473,101.17856766382225,0.0,0,0.15257327117948788,0.02048139491288532,-2900710.9322316265,8413309419755.222,0.5,0.33020481455142703,663.1244013316638,4.76837158203125e-07,True,21.0
1386,187.24308681488037,40819293.43339698,1.252140948685791e-06,2900564.8579324284,2900564.856157107,101.48319661146574,0.0,0,0.1525737286241219,0.020481495858851884,-5055332.032272459,8413276484775.708,0.5,0.3302044000497987,665.1190837634134,1.9073486328125e-06,True,19.0
1387,187.377201795578,40819293.0576813,4.2304603953893366e-07,2900561.9677182743,2900561.965939344,101.58623624121684,0.0,0,0.15257383476326522,0.02048152446858863,-3838798.517318233,8413259718255.924,0.5,0.3302042312627581,665.7939870546713,9.5367431640625e-07,True,20.0
1388,187.50879192352295,40819290.4942824,3.116587749100978e-06,2900553.293161418,2900553.2913867105,101.46544595961592,0.0,0,0.15257324935251063,0.02048147335592825,-4280664.205528594,8413209396176.292,0.5,0.33020390088587753,665.0048272660499,1.9073486328125e-06,True,19.0
1389,187.64657831192017,40819290.222668596,1.2768130205162134e-06,2900553.2083478346,2900553.2065702,101.54907429167231,0.0,0,0.1525734172846655,0.02048144922699641,-3370298.07870842,8413208904146.68,0.5,0.3302038540637801,665.5522328507062,2.384185791015625e-07,True,22.0
1390,187.78386783599854,40819290.05875068,4.2094131981806784e-07,2900552.715640113,2900552.713861022,101.59066118239514,0.0,0,0.15257348234027504,0.02048144476304186,-4612810.350425628,8413206045888.556,0.5,0.3302038128579883,665.824528038348,2.384185791015625e-07,True,22.0
1391,187.9190046787262,40819289.79753525,2.037703146215879e-07,2900551.3247005288,2900551.3229199178,101.63402996476319,0.0,0,0.15257351527914,0.020481450644383812,-4042464.623726111,8413197976894.497,0.5,0.3302037321270842,666.1086425039601,4.76837158203125e-07,True,21.0
1392,188.04247641563416,40819282.623357326,3.742749607057479e-05,2900457.921775927,2900457.9199846173,101.93726039813377,0.0,0,0.152569597460644,0.02048275206685397,-4278723.0620247405,8412656145603.505,0.5,0.33019859266087725,668.1133045045407,3.0517578125e-05,True,15.0
1393,188.17665576934814,40819279.76783909,6.242110475084563e-06,2900456.1353949853,2900456.1336109997,101.72862169786553,0.0,0,0.15256894696021872,0.0204825128840176,-4508075.301421635,8412645783003.682,0.5,0.3301983892651934,666.748602039307,9.5367431640625e-07,True,20.0
1394,188.334166765213,40819278.584713764,1.5634151755100566e-06,2900450.654119845,2900450.652331537,101.85169092767485,0.0,0,0.15256895505782953,0.02048252108981342,-5038478.583237949,8412613986612.451,0.5,0.33019805825226956,667.5552409204979,1.9073486328125e-06,True,19.0
1395,188.4677233695984,40819278.19539533,4.2461773302480825e-07,2900447.775512014,2900447.7737193685,101.97508559644359,0.0,0,0.15256910872291038,0.02048254651545543,-4019345.001965643,8412597288075.653,0.5,0.33019788467089817,668.3633750729871,9.5367431640625e-07,True,20.0
1396,188.59581589698792,40819272.83504527,5.074758848304791e-06,2900425.1240712334,2900425.1222729045,102.13620781487116,0.0,0,0.15256833440720494,0.020482528686522908,-4479110.704118622,8412465889913.809,0.5,0.33019659738234447,669.4228691684874,7.62939453125e-06,True,17.0
1397,188.7289354801178,40819272.43982881,4.402782530395461e-07,2900422.327725876,2900422.3259232976,102.2567697008184,0.0,0,0.15256847957750186,0.020482551454735085,-4056519.032981132,8412449668716.321,0.5,0.3301964246187633,670.2124739742478,9.5367431640625e-07,True,20.0
1398,188.864515542984,40819272.29633445,4.2540140222371515e-07,2900420.9153997567,2900420.9135940825,102.34451816710099,0.0,0,0.15256861788759596,0.020482569799000074,-4293312.967562378,8412441476015.944,0.5,0.33019633780484775,670.787026901414,4.76837158203125e-07,True,21.0
1399,188.99998593330383,40819272.27941953,5.456755585551476e-07,2900419.1092248606,2900419.1074142517,102.48422381503576,0.0,0,0.1525688805938614,0.020482606250060317,-3566353.6018647826,8412430998655.694,0.5,0.3301962386194684,671.7015918866618,4.76837158203125e-07,True,21.0
1400,189.11919617652893,40819181.379570454,8.815282386327055e-05,2900095.342491541,2900095.3406597213,103.07703041468498,0.0,0,0.15255167626456578,0.020481008978123418,-2584276.4400223065,8410552984918.237,0.5,0.3301756954524398,675.6634166326045,0.0001220703125,True,13.0
1401,189.25235509872437,40819181.156766035,1.8105370757067948e-06,2900089.7858473207,2900089.7840001625,103.50757767129076,0.0,0,0.15255240432666275,0.020481113781990933,-3178698.1858002907,8410520755264.124,0.5,0.33017518896096804,678.4825767613559,1.9073486328125e-06,True,19.0
1402,189.3881812095642,40819178.73228703,1.6039354078832985e-06,2900077.0729390197,2900077.0710827573,103.76210915805484,0.0,0,0.15255241981521903,0.02048115624033684,-3591708.9027241524,8410447018221.956,0.5,0.33017449264174215,680.1510484648092,3.814697265625e-06,True,18.0
1403,189.54181742668152,40819176.49593374,1.999977878157746e-06,2900066.257080588,2900066.255214973,104.02298904835001,0.0,0,0.15255244720255987,0.02048117363945432,-4378103.535470473,8410384284638.605,0.5,0.33017379330941754,681.8610823201082,3.814697265625e-06,True,18.0
1404,189.6740643978119,40819174.7443208,2.086854292085534e-06,2900062.5514633553,2900062.5496039786,103.84886279646332,0.0,0,0.15255175156755937,0.020481086172339916,-4497068.974136709,8410362791617.541,0.5,0.33017344775255286,680.7227300042822,1.9073486328125e-06,True,19.0
1405,189.81042408943176,40819174.79342237,6.360544553522255e-07,2900060.9919418474,2900060.9900774034,103.99023955378748,0.0,0,0.15255200847817724,0.020481126141183862,-4557590.055205981,8410353746170.741,0.5,0.33017334868315174,681.6483587134079,4.76837158203125e-07,True,21.0
1406,189.94493007659912,40819174.37243064,3.6682288721475635e-07,2900058.181732839,2900058.1798650674,104.08295588225297,0.0,0,0.15255207859625483,0.020481147990503424,-5171992.316938319,8410337446604.3,0.5,0.3301731825030937,682.2558337143232,9.5367431640625e-07,True,20.0
1407,190.08139443397522,40819174.10247274,3.345302391148168e-07,2900056.678428338,2900056.676558694,104.1350798910388,0.0,0,0.15255212684747096,0.020481152234059368,-4533313.4493787065,8410328727254.666,0.5,0.3301731010265096,682.5973091051004,4.76837158203125e-07,True,21.0
1408,190.2088074684143,40819162.01381824,1.5704311089094342e-05,2900018.336449222,2900018.3345710286,104.3722159082608,0.0,0,0.15255034899190925,0.020480990332495105,-4546520.556449306,8410106340850.132,0.5,0.33017052425391397,684.1597923035582,1.52587890625e-05,True,16.0
1409,190.34052324295044,40819161.10607599,9.691484297221597e-07,2900012.80029968,2900012.7984144674,104.56696372281107,0.0,0,0.1525505075783848,0.020481021832205407,-5024865.685979594,8410074230969.72,0.5,0.33017017109838315,685.4357346502918,1.9073486328125e-06,True,19.0
1410,190.47393941879272,40819160.4438002,7.044641169055114e-07,2900010.0462894253,2900010.044401072,104.65398688108591,0.0,0,0.15255056223054467,0.02048101853654557,-4434344.020692433,8410058257629.117,0.5,0.33017000604382873,686.0059621321343,9.5367431640625e-07,True,20.0
1411,190.63500475883484,40819160.22368197,1.9936394930272787e-07,2900008.5710533536,2900008.5691632195,104.7032955155879,0.0,0,0.1525506027002401,0.02048102994489571,-3772808.5237825336,8410049701222.113,0.5,0.33016992488439034,686.329018671241,4.76837158203125e-07,True,21.0
1412,190.77368783950806,40819160.098445274,2.2302015940987738e-07,2900007.4831217565,2900007.481230523,104.73371586060053,0.0,0,0.15255063610802033,0.020481041607251966,-4606770.91366178,8410043391195.012,0.5,0.33016988459728597,686.5282862820021,2.384185791015625e-07,True,22.0
1413,190.90948367118835,40819159.887693904,1.8431718463976666e-07,2900005.965561753,2900005.96366875,104.78266492682107,0.0,0,0.1525506755812112,0.02048105470109969,-4959644.228590476,8410034589316.328,0.5,0.3301698034769478,686.8489898781677,4.76837158203125e-07,True,21.0
1414,191.05687284469604,40819159.85518497,1.4901161193847662e-07,2900005.28720787,2900005.2853132957,104.82613665218503,0.0,0,0.15255073877554157,0.020481066359682373,-4278547.430977209,8410030654847.064,0.5,0.3301697622268397,687.1336802412138,2.384185791015625e-07,True,22.0
1415,191.19526743888855,40819158.272403516,1.7687872917325055e-06,2900000.270325111,2900000.26842711,104.92081652887454,0.0,0,0.15255066447815668,0.02048102846147528,-4344239.37140675,8410001556879.318,0.5,0.33016943836199253,687.7546804274208,1.9073486328125e-06,True,19.0
1416,191.32719779014587,40819157.22236735,1.5232019159854982e-06,2899993.65177384,2899993.6498720096,105.02647972116294,0.0,0,0.1525506148795193,0.0204810740917205,-4508606.724839077,8409963169299.992,0.5,0.33016911231518353,688.4475698563122,1.9073486328125e-06,True,19.0
1417,191.46309685707092,40819157.09551543,1.0775301569576135e-06,2899991.408872206,2899991.4069681372,105.08823019775024,0.0,0,0.15255068291183188,0.020481121266006222,-4113337.8736471315,8409950160491.049,0.5,0.3301690297966889,688.8520624657903,4.76837158203125e-07,True,21.0
1418,191.59717059135437,40819157.32235131,1.8585876139745518e-06,2899988.476265818,2899988.4743588977,105.16682531035767,0.0,0,0.15255071639288215,0.02048121525746365,-3667783.521729375,8409933151416.459,0.5,0.3301688662032055,689.3671342444536,9.5367431640625e-07,True,20.0
1419,191.73526072502136,40819157.25387284,9.541398640621974e-08,2899987.8185490957,2899987.8166407547,105.20599389347292,0.0,0,0.15255076907754814,0.020481222557865837,-2310033.2462042244,8409929336666.823,0.5,0.33016882532000497,689.6236620948515,2.384185791015625e-07,True,22.0
1420,191.89890146255493,40819157.210322395,1.0536712127723512e-07,2899987.486629498,2899987.484720244,105.23115447784618,0.0,0,0.15255080805586393,0.02048122571037248,-3504702.0474555567,8409927411536.0625,0.5,0.3301688050121987,689.7884236666356,1.1920928955078125e-07,True,23.0
1421,192.03851461410522,40819157.14724699,1.769414855098416e-07,2899986.9524595896,2899986.950548638,105.27790674222587,0.0,0,0.1525508778533329,0.020481230207920666,-3664797.8257946903,8409924313354.398,0.5,0.3301687634848328,690.0945878659371,2.384185791015625e-07,True,22.0
1422,192.19195342063904,40819157.14650641,7.146345858741881e-08,2899986.9448670913,2899986.942956243,105.27505024174961,0.0,0,0.15255087108818913,0.02048122975993646,-3421444.9255636437,8409924269318.709,0.5,0.33016876316925814,690.0758929654203,1.862645149230957e-09,True,29.0
1423,192.3254554271698,40819156.620333485,5.015740597160742e-07,2899984.3493327927,2899984.3474192717,105.34861664130423,0.0,0,0.15255089252513535,0.020481235176717547,-5048219.994036339,8409909215278.786,0.5,0.33016860035944934,690.5580531253385,9.5367431640625e-07,True,20.0
1424,192.4605815410614,40819156.32138039,2.4710780310298546e-07,2899983.0349987885,2899983.0330838407,105.38786338173959,0.0,0,0.15255090870905316,0.020481234902740356,-3988830.2761236005,8409901592176.165,0.5,0.3301685201143044,690.8152578887615,4.76837158203125e-07,True,21.0
1425,192.60766577720642,40819155.13832264,4.4573405877169994e-06,2899976.150799995,2899976.148882468,105.45867135178607,0.0,0,0.1525509235435498,0.020481301475069283,-5701732.669576305,8409861664089.206,0.5,0.3301683577069772,691.2793650835471,9.5367431640625e-07,True,20.0
1426,192.748366355896,40819155.19554846,2.346637211445517e-07,2899975.8701120946,2899975.8681930494,105.50041062332885,0.0,0,0.15255099973430297,0.020481313637244935,-3523773.360071565,8409860036104.046,0.5,0.3301683363075065,691.5526371951753,1.1920928955078125e-07,True,23.0
1427,192.88515663146973,40819155.23999543,4.099850801288389e-07,2899974.8851612573,2899974.8832408576,105.53762579913162,0.0,0,0.15255104744366427,0.02048134079564634,-2469926.0277000945,8409854323429.838,0.5,0.3301682955810079,691.7963809656679,2.384185791015625e-07,True,22.0
1428,193.04926943778992,40819155.242761195,1.0745380149674387e-07,2899974.5573174986,2899974.5553961457,105.56380625289091,0.0,0,0.15255108836608489,0.020481348462967126,-4165322.113325328,8409852421947.085,0.5,0.33016827522555087,691.9678184695118,1.1920928955078125e-07,True,23.0
1429,193.18834257125854,40819155.01213635,2.411963650023739e-07,2899974.0660315687,2899974.0641113315,105.53314532891868,0.0,0,0.15255098280576648,0.020481337716100625,-4417817.5252814405,8409849572520.402,0.5,0.3301682349422404,691.7673028440023,2.384185791015625e-07,True,22.0
1430,193.32677388191223,40819154.92474703,1.2197126108217913e-07,2899973.324048165,2899973.3221266847,105.56728917979409,0.0,0,0.1525510235282558,0.020481345485760204,-4684072.465818272,8409845269048.492,0.5,0.33016819443283496,691.9909445319206,2.384185791015625e-07,True,22.0
1431,193.46457147598267,40819154.84807435,1.9256544088304192e-07,2899972.5367796505,2899972.5348564973,105.61321753578585,0.0,0,0.1525510907919725,0.020481354763678555,-3541615.5431866255,8409840702924.03,0.5,0.3301681529945245,692.2917176843935,2.384185791015625e-07,True,22.0
1432,193.6001455783844,40819154.479800776,9.493571779845373e-07,2899971.1899134936,2899971.187991814,105.57271604278323,0.0,0,0.15255092673991877,0.020481348863438154,-4150215.975925405,8409832891184.664,0.5,0.33016807266643816,692.0269588215635,4.76837158203125e-07,True,21.0
1433,193.73643970489502,40819154.2155696,2.546311540996297e-07,2899969.7046164707,2899969.702693003,105.62179180995902,0.0,0,0.1525509647231739,0.020481356908975838,-3703712.5787017667,8409824276539.357,0.5,0.33016799157225346,692.348497558845,4.76837158203125e-07,True,21.0
1434,193.87174129486084,40819153.971094914,2.174752879042392e-07,2899968.0353254387,2899968.0334000667,105.67403890056113,0.0,0,0.15255100975213381,0.02048137014026008,-5001083.634719362,8409814594744.265,0.5,0.33016791016391134,692.6907934034227,4.76837158203125e-07,True,21.0
1435,194.0089976787567,40819153.93646958,1.7694148550984158e-07,2899967.3760162545,2899967.374088942,105.72726905231839,0.0,0,0.1525510932494396,0.020481381043873655,-4980810.682463571,8409810770782.329,0.5,0.3301678680180272,693.0393586222198,2.384185791015625e-07,True,22.0
1436,194.14845991134644,40819153.91336872,1.010645923484157e-07,2899967.0369674,2899967.035039176,105.75226344163734,0.0,0,0.15255113129189096,0.020481386457259762,-3523703.079044588,8409808804315.923,0.5,0.3301678477246306,693.2030336977475,1.1920928955078125e-07,True,23.0
1437,194.37057638168335,40819153.913368724,2.9802322387695312e-08,2899967.0369674,2899967.035039176,105.75226344141225,0.0,0,0.15255113129189043,0.02048138645726084,-4126221.9843547298,8409808804315.923,0.5,0.33016784772463054,693.2030336962744,8.881784197001252e-16,False,51.0
1438,194.5062289237976,40819153.66042331,2.7314279645418214e-07,2899965.5318832835,2899965.5299530523,105.80726451003532,0.0,0,0.15255118222309771,0.02048139217261549,-3993813.6482756482,8409800074917.899,0.5,0.3301677660328721,693.5633554439476,4.76837158203125e-07,True,21.0
1439,194.6395766735077,40819153.02304781,1.269575435785914e-06,2899962.47416751,2899962.472235067,105.86781174443578,0.0,0,0.15255117274176958,0.020481390836604055,-5082389.998288038,8409782340373.735,0.5,0.3301676049910714,693.9603090030345,9.5367431640625e-07,True,20.0
1440,194.77515029907227,40819152.77575757,2.606638622959842e-07,2899961.044229993,2899961.042295701,105.91843193169605,0.0,0,0.15255121357409424,0.02048139875709169,-3190141.0747653553,8409774046834.777,0.5,0.3301675237593015,694.2919579823051,4.76837158203125e-07,True,21.0
1441,194.90631580352783,40819151.27613468,1.4776963980578376e-06,2899955.756394505,2899955.754456161,106.02919942283843,0.0,0,0.15255117089291623,0.02048137043322762,-3469876.8320815396,8409743377805.414,0.5,0.3301671968414863,695.0182757847426,1.9073486328125e-06,True,19.0
1442,195.04314851760864,40819151.18333589,1.3575603930867172e-07,2899955.0869492567,2899955.0850096936,106.06253454583236,0.0,0,0.15255120908704667,0.020481376332689472,-3142026.6238582716,8409739495075.589,0.5,0.33016715639622984,695.2366262653456,2.384185791015625e-07,True,22.0
1443,195.18154001235962,40819151.10956509,1.5413880993110848e-07,2899954.4103633156,2899954.4084223667,106.10040419297395,0.0,0,0.15255125737095354,0.02048138458669278,-3665832.8244075137,8409735570930.331,0.5,0.3301671156364857,695.4846561649432,2.384185791015625e-07,True,22.0
1444,195.32012844085693,40819151.080611736,1.548574096771072e-07,2899953.769085502,2899953.7671432975,106.13469165642465,0.0,0,0.1525512975924747,0.020481395924026934,-4594713.929706884,8409731851570.617,0.5,0.33016707512985266,695.7092400996866,2.384185791015625e-07,True,22.0
1445,195.4865427017212,40819150.9834296,1.2555941601360387e-07,2899953.0543651413,2899953.0524214716,106.17471479977364,0.0,0,0.15255135056885083,0.020481401972916067,-3849736.933065422,8409727706250.622,0.5,0.33016703420852295,695.9713652664167,2.384185791015625e-07,True,22.0
1446,195.6329734325409,40819150.92593,1.2105760581248943e-07,2899952.467737687,2899952.465792698,106.21073003747462,0.0,0,0.1525513945374458,0.02048140798151248,-4021895.6832213886,8409724303859.16,0.5,0.33016699358520124,696.2072580345828,2.384185791015625e-07,True,22.0
1447,195.76345014572144,40819140.84946106,7.5190940452707965e-06,2899909.6925455686,2899909.6905920478,106.44264969480652,0.0,0,0.1525495837931238,0.02048136995529691,-3334415.332178671,8409476213591.678,0.5,0.3301644214841425,697.7358601687513,1.52587890625e-05,True,16.0
1448,195.8858482837677,40819106.918287404,0.00010230906576495117,2899868.9191216803,2899868.917185936,105.95648697275433,0.0,0,0.15253919420088163,0.020478290609070138,-3135406.488508288,8409239736863.1455,0.5,0.3301541175610188,694.5961521658311,6.103515625e-05,True,14.0
1449,196.01741433143616,40819105.814755246,1.4214020754920614e-06,2899862.98473317,2899862.9827860086,106.26839098270136,0.0,0,0.15253960181604034,0.02047831193968319,-4845193.420784999,8409205318934.576,0.5,0.33015370749745615,696.6391017619522,1.9073486328125e-06,True,19.0
1450,196.14712071418762,40819103.199999705,5.395702032118577e-06,2899850.416889521,2899850.414948791,106.09251760899001,0.0,0,0.15253862833272108,0.02047836381435499,-3212088.786357848,8409132429080.687,0.5,0.3301530478496661,695.4905353561487,3.814697265625e-06,True,18.0
1451,196.27993726730347,40819102.67338779,8.919561757431885e-07,2899844.9351806873,2899844.9332305477,106.34930073914977,0.0,0,0.15253891101549535,0.020478433155576643,-4375859.169364049,8409100636784.892,0.5,0.33015266861041487,697.1726937200721,1.9073486328125e-06,True,19.0
1452,196.41587734222412,40819103.51289937,1.966727489459337e-06,2899843.475216011,2899843.473262092,106.45227244556435,0.0,0,0.15253906719768076,0.020478542892457912,-3646715.399627171,8409092169422.766,0.5,0.33015257959646765,697.8470523918918,4.76837158203125e-07,True,21.0
1453,196.54417896270752,40819097.78022356,5.660205638160611e-06,2899818.516001218,2899818.5140402173,106.64454987827088,0.0,0,0.15253833005124914,0.020478535688542188,-4530916.383686526,8408947414372.429,0.5,0.33015128403190924,699.1109830596713,7.62939453125e-06,True,17.0
1454,196.7048351764679,40819097.8394971,1.069567110832164e-06,2899816.7071519084,2899816.705186683,106.7593360333439,0.0,0,0.15253851108691463,0.02047858666058203,-3339293.281698686,8408936923681.764,0.5,0.33015119259356146,699.862682854717,4.76837158203125e-07,True,21.0
1455,196.83636331558228,40819096.750137776,1.384044365867101e-06,2899808.4995913343,2899808.497622074,106.86872506213287,0.0,0,0.1525384614631232,0.02047867196221944,-3812715.034298389,8408889322883.205,0.5,0.3301508661714968,700.5800570715852,1.9073486328125e-06,True,19.0
1456,197.02947235107422,40819096.75013778,3.6500241499888574e-08,2899808.49959133,2899808.49762207,106.86872506207206,0.0,0,0.15253846146312297,0.02047867196221935,-3877829.0781566096,8408889322883.181,0.5,0.3301508661714967,700.5800570711876,8.881784197001252e-16,True,50.0
1457,197.16447496414185,40819096.50389592,2.0808339184178342e-07,2899806.929930581,2899806.927959567,106.91626126035904,0.0,0,0.15253849338095632,0.020478684242393172,-4294060.163693627,8408880219444.311,0.5,0.3301507852817043,700.8915542750522,4.76837158203125e-07,True,21.0
1458,197.30235242843628,40819095.97144177,9.924665573446365e-07,2899805.5541659263,2899805.552196815,106.86462391458184,0.0,0,0.15253834343100664,0.020478668312929202,-5110874.005999875,8408872240553.485,0.5,0.3301507433674138,700.55371233339,2.384185791015625e-07,True,22.0
1459,197.4468412399292,40819095.948877074,2.2696772533249601e-07,2899804.7665754864,2899804.764604623,106.91214549141341,0.0,0,0.15253841169254884,0.020478681531698486,-4657983.483208943,8408867672825.682,0.5,0.33015070183821893,700.8649469370316,2.384185791015625e-07,True,22.0
1460,197.57640051841736,40819093.17523275,3.388925065643731e-06,2899795.918235577,2899795.9162703413,106.75923378686389,0.0,0,0.15253749343248793,0.02047860269783078,-3569576.5197342187,8408816356020.157,0.5,0.3301500497923231,699.8666817226224,3.814697265625e-06,True,18.0
1461,197.7157576084137,40819093.16169209,1.1920928955078128e-07,2899795.534327832,2899795.5323615707,106.787076992379,0.0,0,0.1525375366722731,0.02047861009011907,-3102116.329584574,8408814129506.135,0.5,0.33015002936682597,700.0490224813615,1.1920928955078125e-07,True,23.0
1462,197.88182425498962,40819093.19318317,1.3738191809196613e-07,2899795.4349870123,2899795.43301979,106.81316604504207,0.0,0,0.15253758510426327,0.02047861501413528,-5103675.108315103,8408813553364.442,0.5,0.33015001887235507,700.2198391340065,5.960464477539063e-08,True,24.0
1463,198.0237467288971,40819093.182982214,4.921896626029574e-07,2899794.142782322,2899794.1408134247,106.8586146573003,0.0,0,0.1525376125297391,0.020478644040216716,-4661731.367651428,8408806059097.883,0.5,0.33014993816718824,700.5176726976651,4.76837158203125e-07,True,21.0
1464,198.17608976364136,40819093.22680922,1.9655981597711055e-07,2899794.0284492583,2899794.026479207,106.889917158157,0.0,0,0.1525376769105616,0.02047865105947398,-4590965.594760025,8408805396006.501,0.5,0.3301499323058147,700.7225950099771,2.9802322387695312e-08,True,25.0
1465,198.38678908348083,40819093.22680921,2.1073424255447017e-08,2899794.0284492583,2899794.026479207,106.88991715722095,0.0,0,0.1525376769105594,0.020478651059473486,-4166643.6351873945,8408805396006.501,0.5,0.3301499323058146,700.7225950038506,8.881784197001252e-16,False,51.0
1466,198.53622221946716,40819093.10786115,2.015791722903951e-07,2899793.4007693636,2899793.3987981454,106.92156521706225,0.0,0,0.1525377101897029,0.02047865416477545,-3756110.8630325515,8408801755715.309,0.5,0.3301498919854215,700.9299255295824,2.384185791015625e-07,True,22.0
1467,198.73966193199158,40819093.10786113,3.6500241499888574e-08,2899793.400769378,2899793.39879816,106.92156521617996,0.0,0,0.1525377101897009,0.02047865416477464,-3820644.602073741,8408801755715.393,0.5,0.33014989198542133,700.9299255238075,8.881784197001252e-16,False,51.0
1468,198.8848123550415,40819093.05732449,1.210576058124894e-07,2899792.741768314,2899792.7397957956,106.95679757300078,0.0,0,0.1525377513108351,0.02047866339752469,-3972985.040891131,8408797933774.416,0.5,0.33014985143534337,701.1607184060825,2.384185791015625e-07,True,22.0
1469,199.02913165092468,40819093.02112847,4.102557867150393e-07,2899792.1925919717,2899792.1906176973,107.00439440138321,0.0,0,0.1525378195570998,0.02047866850915091,-4050962.66608578,8408794748769.398,0.5,0.33014980990303294,701.4724473495517,2.384185791015625e-07,True,22.0
