iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
667,61.40454578399658,40000009.55228408,0.0007482289685945222,11.650923381781578,11.650923381342809,0.00010111450348757945,0.0,0,0,0.0,-6.518059095623328,12225251.515857799,0.006043075660072527,0.006043075660072527,unknown,13.0,2.276748529042372e-22,-0.00010867885799411124,-0.00010867885799411126,2.0778197526466233e-16,2.5621481623994238e-11,0.0041745579179292966,1.0,52.0
668,61.48826003074646,40000009.552283704,0.0013194949637341824,10.05721464176762,10.057214641760382,1.2066571714968837e-05,0.0,0,0,0.0,-2.095070172233891,12225251.515857799,0.0025663394217570576,0.0025663394217570576,optimal,9.0,8.224653090429676e-16,-1.6743203101096876e-05,-1.6743203101919345e-05,1.6321130155512923e-16,9.791513040372513e-13,0.10941898913151243,1.0,21.0
669,61.57199025154114,40000009.55228322,0.0014076059393203551,11.863730867631482,11.863730867610451,2.2338430195291735e-05,0.0,0,0,0.0,-2.685432141944486,12225251.515857799,0.005213049218528314,0.005213049218528314,unknown,14.0,1.1642079866245605e-25,-2.8676328885607094e-05,-2.867632888560709e-05,4.7461560485483e-16,1.0602607106480026e-10,0.08862938119652508,1.0,23.0
670,61.65605878829956,40000009.55228301,0.0014320528499857344,8.594266187161558,8.594266187160335,4.585973032703564e-06,0.0,0,0,0.0,-2.5690443334505195,12225251.515857799,0.0012016387843432567,0.0012016387843432567,optimal,8.0,3.287322160152639e-14,-8.883160565573701e-06,-8.883160598446925e-06,2.980186352675501e-16,9.53972486784418e-13,0.10941898913151243,1.0,21.0
671,61.74301791191101,40000009.55228271,0.0009974299264112166,9.241680094278523,9.241680094274601,8.513778977141361e-06,0.0,0,0,0.0,-0.9114298468893747,12225251.515857799,0.0024033822734425467,0.0024033822734425467,unknown,13.0,7.292777513801303e-24,-1.2938376965998212e-05,-1.2938376965998212e-05,3.2996113801135077e-16,1.5084497628445028e-11,0.07178979876918531,1.0,25.0
672,61.85596752166748,40000009.55228137,0.0010068908712491179,4.7108663985906425,4.7108663985906425,3.3150350384352473e-14,0.0,0,0,0.0,1.524715486498654,12225251.515857799,2.437133915687059e-13,2.437133915687059e-13,optimal,7.0,7.775654926134062e-14,-3.988614055242041e-06,-3.98861413299859e-06,1.6663292718986259e-16,1.8175432607808675e-13,0.47829690000000014,1.0,7.0
673,61.942222356796265,40000009.55228112,0.00117137025963727,5.588786147914506,5.588786147909785,7.264542460708203e-06,0.0,0,0,0.0,0.2481929647836919,12225251.515857799,0.0025299750465552846,0.0025299750465552846,unknown,13.0,5.8607876003513565e-24,-1.0450856325354232e-05,-1.0450856325354233e-05,1.4838716897575412e-16,5.3312361116262565e-12,0.10941898913151243,1.0,21.0
674,62.0312864780426,40000009.55228035,0.0033107570558700682,4.33615648730088,4.336156485900499,0.00011020229868510505,0.0,0,0,0.0,-1.6594989140672356,12225251.515857799,0.006061501372220918,0.006061501372220918,unknown,14.0,5.943572955310189e-23,-0.00011882888615100248,-0.00011882888615100248,1.4151325713462091e-16,1.3241526932645024e-11,0.0523347633027361,1.0,28.0
675,62.119200229644775,40000009.55227891,0.0018395235303701267,11.152473941069584,11.152473937885183,0.0002665106095071118,0.0,0,0,0.0,-3.8234572716775466,12225251.515857799,0.015126695182451006,0.015126695182451006,unknown,13.0,6.1796541844671e-22,-0.0002855130922845878,-0.0002855130922845878,1.6808896652582088e-16,3.3076428763147666e-11,0.030903154382632643,1.0,33.0
676,62.20722460746765,40000009.55227688,0.002461764342658305,6.812039674284736,6.812039674273709,1.2256424889654299e-05,0.0,0,0,0.0,-0.9383066421551637,12225251.515857799,0.003500280419726832,0.003500280419726832,optimal,12.0,9.391059629607454e-22,-1.9081934133752293e-05,-1.9081934133752293e-05,7.753577649260713e-17,9.9001272760618e-13,0.2058911320946491,1.0,15.0
677,62.29527044296265,40000009.552274,0.001968605099044247,13.425740504509973,13.425740504332323,6.906646190143751e-05,0.0,0,0,0.0,-4.2713501097694,12225251.515857799,0.02280770497078772,0.02280770497078772,unknown,13.0,2.2150685357298237e-24,-8.836231213229221e-05,-8.836231213229221e-05,2.2926479586945165e-16,5.5036562984128166e-11,0.13508517176729928,1.0,19.0
678,62.38353443145752,40000009.55227171,0.0013932681540529412,8.293815370970284,8.293815370970284,1.0851272879015347e-13,0.0,0,0,0.0,-1.3555348301705872,12225251.515857799,1.1823892021532505e-11,1.1823892021532505e-11,optimal,7.0,3.525333813622474e-13,-9.4121861713943e-06,-9.412186523927682e-06,2.509727427681453e-16,3.228699603488647e-13,0.28242953648100017,1.0,12.0
679,62.471474409103394,40000009.552269615,0.0024740007025165576,16.204170611001263,16.204170610400055,0.0001395857126463419,0.0,0,0,0.0,-0.36835944243685004,12225251.515857799,0.007958857670575786,0.007958857670575786,unknown,15.0,4.795581673523219e-25,-0.00015301650657001647,-0.00015301650657001647,1.8838558630176419e-16,2.7386664623807785e-11,0.0523347633027361,1.0,28.0
680,62.58657383918762,40000009.55226836,0.0014145731883119896,16.60788260874976,16.607882608564935,7.835314029894045e-05,0.0,0,0,0.0,-2.380747390242345,12225251.515857799,0.004644697283437092,0.004644697283437092,unknown,14.0,3.402292567253096e-23,-0.00010251510227151717,-0.00010251510227151719,1.4791872926124283e-16,2.488437670542837e-12,0.03815204244769462,1.0,31.0
681,62.675830125808716,40000009.55226824,0.0009138121143527626,16.912237419237947,16.912237419226948,1.9288058499603174e-05,0.0,0,0,0.0,-3.201432713877079,12225251.515857799,0.0011697271575444484,0.0011697271575444484,unknown,14.0,1.1090092843393687e-23,-2.8846978752718583e-05,-2.8846978752718583e-05,1.5213872939424744e-16,1.2605586964701512e-12,0.0225283995449392,1.0,36.0
682,62.7660071849823,40000009.55226792,0.000927982443171189,18.770570878741417,18.7705708783968,0.00011374234208825836,0.0,0,0,0.0,-3.1674701898822177,12225251.515857799,0.007026159951281953,0.007026159951281953,optimal,9.0,3.3318581989218484e-13,-0.0001258970741265709,-0.00012589707445975675,3.0562032317404626e-16,9.11762544042192e-13,0.01824800363140075,1.0,38.0
683,62.855610370635986,40000009.5522573,0.002041493815533679,2.657336330433119,2.657336330433119,3.189544072082261e-14,0.0,0,0,0.0,-2.8063636031593298,12225251.515857799,7.845665072668073e-14,7.845665072668073e-14,optimal,7.0,7.422848037802646e-14,-1.0636619705192306e-05,-1.0636619779420786e-05,2.0106814054434996e-16,2.0460250686322325e-13,1.0,1.0,0.0
684,62.944958448410034,40000009.552256756,0.0014630321671130731,2.9979261446376886,2.997926144588071,1.7248206925205105e-05,0.0,0,0,0.0,-2.021184083083912,12225251.515857799,0.003690019247183613,0.003690019247183613,unknown,14.0,1.2128964754406543e-25,-1.9480044298393824e-05,-1.9480044298393824e-05,2.2531460072182244e-16,2.1556125741053854e-12,0.08862938119652508,1.0,23.0
685,63.03489398956299,40000009.552256145,0.002046915457889299,9.495720250747848,9.495720250684792,3.4605157883141875e-05,0.0,0,0,0.0,-5.9332599201907925,12225251.515857799,0.008885396655318446,0.008885396655318446,unknown,12.0,9.763627371514137e-22,-4.315581206323796e-05,-4.315581206323795e-05,1.5694825980422455e-16,3.4771691816995443e-12,0.16677181699666577,1.0,17.0
686,63.122962474823,40000009.55225558,0.001931426868996147,4.407992087532974,4.407992087530186,4.957681533089757e-06,0.0,0,0,0.0,-4.492490723438427,12225251.515857799,0.001497596180668927,0.001497596180668927,optimal,12.0,5.501136422567496e-22,-9.284601298692649e-06,-9.284601298692649e-06,1.2369635758514137e-16,5.159675536083536e-13,0.1500946352969992,1.0,18.0
687,63.2107138633728,40000009.55225368,0.003260498591198256,12.990291398505203,12.990291398500679,1.0842610122266362e-05,0.0,0,0,0.0,-3.7059340187149274,12225251.515857799,0.005346051589556891,0.005346051589556891,unknown,13.0,4.218188337137233e-24,-2.1531689518541464e-05,-2.1531689518541464e-05,3.2907304377455905e-16,3.025311319883945e-12,0.38742048900000015,1.0,9.0
688,63.29968762397766,40000009.552253366,0.0019425360145179705,12.931631805522722,12.931631356264893,0.003408705540934165,0.0,0,0,0.0,-9.945798460105568,12225251.515857799,0.2380375330587426,0.2380375330587426,unknown,16.0,9.331465720192343e-24,-0.0034226310173631654,-0.0034226310173631654,2.388996998335128e-16,1.8348898711813108e-10,0.001996678111016037,1.0,59.0
689,63.41718769073486,40000009.55225332,0.0005552232664097235,12.920037012254658,12.920036993308843,0.0006996865759690742,0.0,0,0,0.0,-3.0685122446861457,12225251.515857799,0.0027685218997080528,0.0027685218997080528,unknown,16.0,1.2448365861922214e-25,-0.0007601623344113842,-0.0007601623344113841,2.878681124936686e-16,2.729563027589567e-10,0.0007735540101454295,1.0,68.0
690,63.505818128585815,40000009.55225235,0.001401184328383617,9.99932109842069,9.999321098248224,5.8728897042328043e-05,0.0,0,0,0.0,0.31025480918218734,12225251.515857799,0.003000155263414477,0.003000155263414477,unknown,14.0,4.41890389713752e-23,-7.123557184118547e-05,-7.123557184118547e-05,2.2854191168174043e-16,8.552571042674671e-12,0.0225283995449392,1.0,36.0
691,63.59423899650574,40000009.55225233,0.00039645608815845314,10.077347153621957,10.077347153620703,5.026491139642876e-06,0.0,0,0,0.0,0.3575865607333087,12225251.515857799,0.00025860564591925864,0.00025860564591925864,unknown,16.0,8.729241704843247e-28,-1.1205618660468124e-05,-1.1205618660468122e-05,2.0998998055726053e-16,1.1817849860419743e-11,0.007069650490151055,1.0,47.0
692,63.68612360954285,40000009.552250676,0.0019900962412327766,7.700222238620762,7.700222238620762,0.0,0.0,0,0,0.0,-0.8750883876121903,12225251.515857799,1.29328032510602e-187,1.29328032510602e-187,unknown,100.0,8.457305184893325e-190,-0.00011441904026135484,-0.00011441904026135484,2.285189537582156e-16,6.3842089844053196e-12,0.0225283995449392,1.0,36.0
693,63.77468967437744,40000009.552250646,0.0006996007421859644,8.118575904084041,8.11857590404069,2.6531272433139054e-05,0.0,0,0,0.0,-1.9610399917558625,12225251.515857799,0.0014050090009551416,0.0014050090009551416,unknown,15.0,1.9463998269067774e-25,-3.0324259023801187e-05,-3.0324259023801187e-05,1.86788295545739e-16,2.508386735703574e-10,0.009697737297875247,1.0,44.0
694,63.86274552345276,40000009.552249804,0.0019750457829743845,10.18836453712414,10.188364537121405,7.4658848911021525e-06,0.0,0,0,0.0,2.8999427564073494,12225251.515857799,0.003059203668898665,0.003059203668898665,unknown,13.0,6.390988425664647e-24,-1.3098380979251218e-05,-1.3098380979251218e-05,3.1072019584867797e-16,1.922347112202672e-12,0.22876792454961012,1.0,14.0
695,63.9527223110199,40000009.552249804,0.0001630747048174369,10.187906308654444,10.187906308448019,6.485410749967325e-05,0.0,0,0,0.0,-3.008933315262696,12225251.515857799,0.0032204103781121847,0.0032204103781121847,unknown,19.0,7.672273964858302e-30,-9.404697177494452e-05,-9.404697177494454e-05,9.810042547029592e-17,2.4450426830725173e-10,0.00015926791088519815,1.0,83.0
696,64.04119539260864,40000009.55224964,0.0014393289382921154,7.698087421472959,7.698087421354527,4.270112635662642e-05,0.0,0,0,0.0,0.17908823776279303,12225251.515857799,0.0022173602494922734,0.0022173602494922734,unknown,14.0,3.445028554127884e-23,-4.582370241736215e-05,-4.582370241736214e-05,2.78539547175855e-16,1.134007748633712e-11,0.01824800363140075,1.0,38.0
697,64.1554503440857,40000009.55224655,0.001577285692295654,3.545423873763321,3.545423873763321,2.1706324237469582e-14,0.0,0,0,0.0,-2.6292441614084283,12225251.515857799,2.4038564899657234e-14,2.4038564899657234e-14,optimal,7.0,5.043873345950377e-14,-5.9074574467422615e-06,-5.907457497180995e-06,5.844468708583253e-17,2.088862806970787e-13,0.9,1.0,1.0
698,64.24451613426208,40000009.55224564,0.0009134299396679008,1.376565889102787,1.376565889102787,2.1463364813702348e-14,0.0,0,0,0.0,-1.9563019734358253,12225251.515857799,2.813572521953354e-14,2.813572521953354e-14,optimal,7.0,4.9882780147275386e-14,-1.7548236349620017e-06,-1.7548236848447818e-06,2.609058512526913e-16,5.611470660471874e-13,0.9,1.0,1.0
699,64.33766651153564,40000009.55224513,0.001754563998347066,4.110837268778999,4.110837268778999,0.0,0.0,0,0,0.0,-1.0174121025281284,12225251.515857799,1.7864197379664987e-191,1.7864197379664987e-191,optimal,97.0,4.385742433850374e-193,-2.1766751439280296e-06,-2.1766751439280296e-06,2.3348123805246885e-16,8.309672698916381e-13,0.43046721000000016,1.0,8.0
700,64.42628788948059,40000009.552244835,0.001602984700420093,2.2845418307668552,2.284541830708523,1.632559797063192e-05,0.0,0,0,0.0,0.8656610679352751,12225251.515857799,0.005016466666270368,0.005016466666270368,unknown,12.0,9.553641005705752e-22,-2.0711810953050892e-05,-2.0711810953050892e-05,1.3353091161750535e-16,6.575651024533032e-12,0.08862938119652508,1.0,23.0
701,64.51612663269043,40000009.552244745,0.0006802546700892428,1.804805975051722,1.8048059750516803,3.8866643746820836e-07,0.0,0,0,0.0,0.7146795155591651,12225251.515857799,0.00012977798028244867,0.00012977798028244867,unknown,15.0,5.436340623900734e-27,-2.1017427935880122e-06,-2.1017427935880122e-06,2.2577352793156413e-16,5.03792141051734e-12,0.07976644307687257,1.0,24.0
702,64.60511302947998,40000009.55224426,0.0018755490513633123,4.666888551739969,4.666888551737493,4.807348069163175e-06,0.0,0,0,0.0,-0.37180468375807074,12225251.515857799,0.002236784558120323,0.002236784558120323,unknown,13.0,4.809424438379678e-24,-8.11600762489065e-06,-8.11600762489065e-06,1.8587718331471423e-16,7.338138372610588e-12,0.28242953648100017,1.0,12.0
703,64.69552779197693,40000009.55224293,0.0016332004924474854,8.066934589508968,8.066934589503619,9.290116261032918e-06,0.0,0,0,0.0,-7.861654701865511,12225251.515857799,0.005796083440276717,0.005796083440276717,optimal,10.0,6.438767786132972e-19,-1.6201783585544727e-05,-1.6201783585545374e-05,2.605784700243874e-16,7.687252278030566e-13,0.25418658283290013,1.0,13.0
704,64.7832088470459,40000009.55224235,0.0010324678214442026,5.600443352518586,5.600443352518578,3.0242391486668886e-07,0.0,0,0,0.0,0.9256801733205633,12225251.515857799,0.0002529741662874174,0.0002529741662874174,optimal,8.0,2.0631631789332416e-14,-3.6955841121158485e-06,-3.69558413274748e-06,1.9430983107410697e-16,8.149782057339491e-13,0.25418658283290013,1.0,13.0
705,64.8709979057312,40000009.55224088,0.001630134308693823,2.9167451989529622,2.9167451989529622,6.49209314294148e-14,0.0,0,0,0.0,0.6492893919075694,12225251.515857799,3.1770476983891126e-13,3.1770476983891126e-13,optimal,7.0,1.530401315119546e-13,-2.56327778597422e-06,-2.5632779390143515e-06,2.2312621723023677e-16,3.6480710213276044e-13,1.0,1.0,0.0
706,64.98492336273193,40000009.55223847,0.0015357440401977897,6.7885860676857055,6.7885860676857055,9.646784657298765e-18,0.0,0,0,0.0,-3.7980385498893368,12225251.515857799,1.9862752189907905e-16,1.9862752189907905e-16,optimal,9.0,2.4041900324442e-17,-5.6930253339610375e-06,-5.69302533398508e-06,2.766272954066719e-16,5.952126072749087e-13,0.5904900000000002,1.0,5.0
707,65.07244777679443,40000009.552238375,0.0005525423784229707,6.44870135551962,6.448701355519608,3.912279718693605e-07,0.0,0,0,0.0,-6.001134547537305,12225251.515857799,0.00019642565394476256,0.00019642565394476256,optimal,7.0,6.907047639302401e-13,-2.5112400356069366e-06,-2.5112407263117004e-06,1.9720611699608395e-16,8.869090280326125e-13,0.08862938119652508,1.0,23.0
708,65.16065073013306,40000009.55223833,0.0017814529602474488,5.904725304948704,5.904725304707483,5.3373028463469475e-05,0.0,0,0,0.0,-1.4925451954997209,12225251.515857799,0.0027641134542199177,0.0027641134542199177,unknown,14.0,4.3455047816376477e-23,-5.675525980840303e-05,-5.675525980840303e-05,2.0239840994912953e-16,1.6627330525062166e-11,0.03815204244769462,1.0,31.0
709,65.2490303516388,40000009.55223803,0.0014937213860169922,9.418676756239984,9.418676755271521,0.00013506764491976256,0.0,0,0,0.0,-1.089389137942408,12225251.515857799,0.007156236039894036,0.007156236039894036,unknown,14.0,6.478869199849951e-23,-0.00014171593641113155,-0.00014171593641113155,1.9063161746889505e-16,9.904226686325956e-12,0.0225283995449392,1.0,36.0
710,65.33716177940369,40000009.552237995,0.0011648733691046922,7.7552741324327945,7.755274131843169,9.563164919100815e-05,0.0,0,0,0.0,-1.6649268655826788,12225251.515857799,0.005151385845375719,0.005151385845375719,unknown,14.0,4.36196525143831e-23,-0.00010091210073688,-0.00010091210073688,1.6305780919305474e-16,2.8855672909940107e-12,0.016423203268260675,1.0,39.0
711,65.4254379272461,40000009.55223795,0.0012941686817630714,8.407357048609567,8.407357048438842,5.357880678650957e-05,0.0,0,0,0.0,0.6376727231593824,12225251.515857799,0.00293977049527013,0.00293977049527013,unknown,15.0,3.8262847447403e-25,-5.743564865027022e-05,-5.7435648650270217e-05,1.8065011452866233e-16,5.881476750087e-12,0.01824800363140075,1.0,38.0
712,65.51479077339172,40000009.552237704,0.001463567606367883,6.628607227996352,6.6286072279941335,5.423390554201796e-06,0.0,0,0,0.0,-1.8579864980997285,12225251.515857799,0.001645516050002397,0.001645516050002397,optimal,11.0,5.908178078566703e-20,-8.859257662359142e-06,-8.859257662359201e-06,1.2812582001089827e-16,8.868302813548413e-13,0.13508517176729928,1.0,19.0
713,65.60279083251953,40000009.55223683,0.0019350529147427104,9.400931910445049,9.400931910424342,1.9731404351158135e-05,0.0,0,0,0.0,-4.26391387422129,12225251.515857799,0.0071850430462244525,0.0071850430462244525,unknown,12.0,4.144922809001582e-22,-2.6944115625063728e-05,-2.6944115625063728e-05,1.7049267063917738e-16,1.3965184189410202e-12,0.16677181699666577,1.0,17.0
714,65.71846342086792,40000009.55223658,0.0013199683369854516,7.0707137959919555,7.070713795986487,8.793782972815156e-06,0.0,0,0,0.0,0.20581090589528944,12225251.515857799,0.0004671612558074506,0.0004671612558074506,unknown,15.0,2.910286789749377e-26,-1.1837164788029414e-05,-1.1837164788029415e-05,2.714365545320777e-16,5.18375990831464e-12,0.025031555049932444,1.0,35.0
715,65.80585265159607,40000009.55223636,0.000736288392443184,6.321863672279507,6.321863672274623,7.858395312731434e-06,0.0,0,0,0.0,1.6322093756411227,12225251.515857799,0.0025605433657679443,0.0025605433657679443,unknown,13.0,7.244823246677154e-24,-1.492091870097844e-05,-1.4920918700978442e-05,2.6406559374172093e-16,4.5015178387053895e-12,0.04710128697246249,1.0,29.0
716,65.89008378982544,40000009.55223433,0.0013718341880622203,4.254540646880179,4.254540646880179,5.641703635997163e-14,0.0,0,0,0.0,-3.78005219989594,12225251.515857799,9.2042844502559e-14,9.2042844502559e-14,optimal,7.0,1.314492157746247e-13,-4.241401875148491e-06,-4.241402006597707e-06,1.373831788534819e-16,3.1181432251482323e-13,0.7290000000000001,1.0,3.0
717,65.9743800163269,40000009.5522343,0.000555226446644668,4.046039741456248,4.046039741425582,1.575299893486258e-05,0.0,0,0,0.0,-5.055526127069128,12225251.515857799,0.000850068382072268,0.000850068382072268,unknown,15.0,1.0030181746998037e-25,-1.715932766198846e-05,-1.715932766198846e-05,2.2016949249036173e-16,2.574684260857533e-10,0.007069650490151055,1.0,47.0
718,66.05848169326782,40000009.552234106,0.000995828719834057,2.466635478860184,2.466635478707389,2.745504298801003e-05,0.0,0,0,0.0,0.12822751759595327,12225251.515857799,0.001509068380444838,0.001509068380444838,unknown,15.0,2.094365445560561e-25,-2.9021691211299557e-05,-2.902169121129956e-05,1.0329355096756428e-16,3.119572461192056e-11,0.01824800363140075,1.0,38.0
719,66.14241337776184,40000009.5522341,0.0009440520691768221,2.399870996959234,2.399870996910964,1.5221143930949052e-05,0.0,0,0,0.0,1.477400613299751,12225251.515857799,0.0008521789179318623,0.0008521789179318623,unknown,14.0,9.626764275379289e-24,-1.60649465803921e-05,-1.6064946580392104e-05,2.9891494747285225e-16,5.277773743051576e-11,0.01824800363140075,1.0,38.0
720,66.22641086578369,40000009.55223408,0.000490357139791688,2.455799691932969,2.455799691923524,6.811051287111748e-06,0.0,0,0,0.0,-0.22534523502480272,12225251.515857799,0.0003854803695875734,0.0003854803695875734,unknown,14.0,7.990745586302175e-25,-7.686289601023745e-06,-7.686289601023745e-06,2.783258002927595e-16,4.925968226136482e-11,0.01077526366430583,1.0,43.0
721,66.30936336517334,40000009.552233264,0.0009644573697629013,2.9099226203802213,2.9099226203802213,3.870786417822378e-14,0.0,0,0,0.0,-2.9895066702081943,12225251.515857799,4.5604349441855864e-14,4.5604349441855864e-14,optimal,7.0,9.00453067152131e-14,-1.2975349741042089e-06,-1.2975350641495155e-06,2.213037557046111e-16,8.476384777981526e-13,1.0,1.0,0.0
722,66.39493060112,40000009.55223326,0.0007957356388766959,1.6993421032127025,1.6993421031590825,1.3499526723641012e-05,0.0,0,0,0.0,-2.188157569656385,12225251.515857799,0.0029224850294909707,0.0029224850294909707,unknown,13.0,9.107426645112314e-24,-1.4366677298147901e-05,-1.4366677298147901e-05,2.3091254986858413e-16,4.7834303454387425e-12,0.030903154382632643,1.0,33.0
723,66.50615096092224,40000009.552231826,0.0018697459747670912,4.1857771529682095,4.1857771529682095,0.0,0.0,0,0,0.0,0.6835971330747629,12225251.515857799,2.972434926752004e-198,2.972434926752004e-198,unknown,100.0,1.675625722721804e-199,-4.485694699143429e-06,-4.485694699143429e-06,2.3645630274809717e-16,2.0732501503034993e-12,0.38742048900000015,1.0,9.0
724,66.5897204875946,40000009.55223088,0.00442204307942369,3.553497183638357,3.5534971836067477,1.4988198348257049e-05,0.0,0,0,0.0,-0.18172336259845895,12225251.515857799,0.006077700340009387,0.006077700340009387,unknown,13.0,7.816165361928043e-24,-2.6039310451125605e-05,-2.6039310451125605e-05,2.9513856692422597e-16,4.8593494809817824e-12,0.34867844010000015,1.0,10.0
725,66.67302060127258,40000009.552224986,0.002493851647628412,19.00093206392506,19.000932063925056,2.668440989378739e-07,0.0,0,0,0.0,-1.8489108305064677,12225251.515857799,0.000207464527422728,0.000207464527422728,optimal,10.0,1.7917214896755585e-18,-2.3824549793092188e-05,-2.382454979309398e-05,3.1983666369525044e-16,9.026692062271436e-13,0.47829690000000014,1.0,7.0
726,66.75741410255432,40000009.55222438,0.002718628815028818,16.547424935936338,16.54742490261554,0.0010501175559029757,0.0,0,0,0.0,-6.292783678300824,12225251.515857799,0.2452513735406798,0.2452513735406798,unknown,15.0,9.02452433224045e-25,-0.0010675438504827185,-0.0010675438504827185,2.6469722190262275e-16,2.793730575186549e-11,0.008727963568087723,1.0,45.0
727,66.84160375595093,40000009.55222302,0.0018405967134519686,13.594514311632153,13.594514310499717,0.00017547031698338501,0.0,0,0,0.0,-6.5081748319450154,12225251.515857799,0.008814565294853917,0.008814565294853917,unknown,14.0,6.038873416948225e-23,-0.00018976454078481063,-0.0001897645407848106,3.7175154501351037e-16,7.753125436316207e-12,0.03433683820292516,1.0,32.0
728,66.92721557617188,40000009.55222168,0.0033408051354588807,14.395680428325567,14.395678688512454,0.007077540824543972,0.0,0,0,0.0,-8.97100725302609,12225251.515857799,0.03536830047741059,0.03536830047741059,unknown,13.0,3.6116148516835405e-20,-0.007784341436441685,-0.007784341436441684,2.294725532993172e-16,7.083409607424548e-11,0.0027389274499534117,1.0,56.0
729,67.01131892204285,40000009.55222017,0.0029461304254256786,19.199096964917437,19.199096962417048,0.0003098553437299636,0.0,0,0,0.0,-7.771204897405616,12225251.515857799,0.016105800602281815,0.016105800602281815,unknown,13.0,3.8857414822492372e-22,-0.0003364312429399675,-0.0003364312429399675,2.882009903653178e-16,1.0714662470248154e-11,0.030903154382632643,1.0,33.0
730,67.09664678573608,40000009.552220106,0.0007677412872911226,19.174643036854054,19.174643010899246,0.0009976714546001244,0.0,0,0,0.0,-5.364196703618716,12225251.515857799,0.0017267284971527281,0.0017267284971527281,unknown,14.0,3.568856104137813e-23,-0.0010120328632585748,-0.0010120328632585748,2.624848069916477e-16,8.576809277139536e-11,0.0010611166119964739,1.0,65.0
731,67.2165150642395,40000009.55222005,0.000789480622556913,19.14341565922346,19.143415647563877,0.0006681381077719912,0.0,0,0,0.0,-5.180788264712714,12225251.515857799,0.15538201521285122,0.15538201521285122,unknown,18.0,4.896021284624547e-28,-0.0006922134753166346,-0.0006922134753166346,1.6041156995653743e-16,4.7081552552981476e-11,0.0016173092699229901,1.0,61.0
732,67.3069326877594,40000009.552217856,0.0013608757253145965,19.938419100181104,19.938419100181104,1.2104748313609544e-12,0.0,0,0,0.0,-9.219845258724323,12225251.515857799,3.508467438048797e-10,3.508467438048797e-10,optimal,8.0,1.0305882162822109e-13,-3.224225350865719e-05,-3.224225361171601e-05,1.1918476636172137e-16,9.490954183437277e-13,0.13508517176729928,1.0,19.0
733,67.39818835258484,40000009.55221669,0.0028978609114556192,9.764783426885714,9.76478342527684,0.00017725851558645324,0.0,0,0,0.0,-5.7714308749267715,12225251.515857799,0.009296950643134733,0.009296950643134733,unknown,14.0,5.561098038550328e-23,-0.00019694971175601836,-0.0001969497117560183,2.0035049657708552e-16,3.1182843466742783e-12,0.02781283894436938,1.0,34.0
734,67.48941564559937,40000009.55221449,0.0027990289895562896,28.1191192953426,28.119119294203525,0.0002530998313387305,0.0,0,0,0.0,-9.923917215459543,12225251.515857799,0.014191887112391832,0.014191887112391832,unknown,13.0,5.300157068170643e-22,-0.00030083748522864316,-0.00030083748522864316,2.545731161507735e-16,2.3968912900665947e-12,0.06461081889226679,1.0,26.0
735,67.57789945602417,40000009.55221194,0.0023740484639501124,19.803612796828656,19.803612796797665,3.503461679428814e-05,0.0,0,0,0.0,-3.3908284879665986,12225251.515857799,0.009093602699264298,0.009093602699264298,optimal,9.0,1.2183696411795525e-15,-5.8618417796618116e-05,-5.8618417797836495e-05,3.2154032565832117e-16,9.673943086663701e-13,0.07976644307687257,1.0,24.0
736,67.66547560691833,40000009.55220856,0.002993254087296899,24.00054771284089,24.000547712740325,6.94790007430387e-05,0.0,0,0,0.0,-13.481778131874297,12225251.515857799,0.021643753366035128,0.021643753366035128,optimal,9.0,1.6349965278450454e-16,-0.0001047780292617459,-0.0001047780292619094,1.902547553788318e-16,9.15483747361158e-13,0.16677181699666577,1.0,17.0
737,67.75478625297546,40000009.55220798,0.0021621252327296597,24.199021391916297,24.199021351375524,0.0014007476316368526,0.0,0,0,0.0,-4.302488609258749,12225251.515857799,0.3280572109596468,0.3280572109596468,unknown,15.0,1.3693835429263544e-22,-0.0014510471819282919,-0.0014510471819282919,2.1174410006216122e-16,7.477557927773862e-12,0.00636268544113595,1.0,48.0
738,67.84196209907532,40000009.552205145,0.002386904088880076,16.46375815246469,16.463758152440693,2.8107974439691474e-05,0.0,0,0,0.0,-4.252360666537006,12225251.515857799,0.001565111238529928,0.001565111238529928,unknown,14.0,2.243792682248256e-23,-4.52769648151416e-05,-4.52769648151416e-05,3.2229734490438756e-16,4.132968143046781e-12,0.04710128697246249,1.0,29.0
739,67.9289321899414,40000009.55219623,0.0028217918220620982,29.58469105996122,29.58469105996122,3.147566261443508e-27,0.0,0,0,0.0,-6.002721843094017,12225251.515857799,5.8290019623574215e-25,5.8290019623574215e-25,optimal,14.0,1.0741348821773643e-26,-7.61422068905499e-05,-7.61422068905499e-05,1.6674427797460223e-16,4.941980708265147e-13,0.16677181699666577,1.0,17.0
740,68.0415768623352,40000009.55219307,0.002097143636491138,21.14080725223286,21.140807252195128,3.994342997076033e-05,0.0,0,0,0.0,-0.40928364697197683,12225251.515857799,0.008441482399587957,0.008441482399587957,optimal,8.0,1.834922305355976e-13,-6.757744035190864e-05,-6.757744053540086e-05,1.330618760697011e-16,8.253067358027434e-13,0.10941898913151243,1.0,21.0
