iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle
89,20.144347190856934,-0.05048531388794327,5.618166566356849e-09,1.7336360000813795,1.2685834987531321,0.008461448920220117,0.00120653761443933,6.002562327690665,0.5,0.5124692977146827,2.824449776650203,8.881784197001252e-16,False,51.0,1.2282807535605332e-08,2.7418479930929607e-08,37949267.98993434,5.110097373496096e-09
90,20.3735191822052,-0.05048531387505606,1.0854987644411577e-08,1.7336359997932989,1.2685834987531313,0.008461448911065537,0.0012065370164564618,6.002562327690656,0.5,0.5124692977146824,2.8244497771968757,8.881784197001252e-16,False,51.0,6.430915739698663e-08,4.179578816376761e-08,73322643.27117205,2.644809929612914e-09
91,20.59371590614319,-0.05048531389114548,1.3552209176404886e-08,1.733636000152959,1.26858349875313,0.008461448922494844,0.0012065377630246833,6.00256232769065,0.5,0.5124692977146822,2.8244497765143723,8.881784197001252e-16,False,51.0,8.184222321874273e-08,4.633059802472417e-08,91541676.71001174,2.118428020292617e-09
92,20.81704092025757,-0.050485313882242415,7.499117053331387e-09,1.7336359999539392,1.268583498753129,0.008461448916170452,0.0012065373499110397,6.002562327690641,0.5,0.5124692977146819,2.8244497768920396,8.881784197001252e-16,False,51.0,4.188896234474771e-08,6.638384064672209e-09,50654602.68469679,3.828367886146168e-09
93,21.076279163360596,-0.05048531381885431,7.426481280123199e-08,1.7336359985369683,1.2685834987531295,0.008461448871141985,0.0012065344086249793,6.002562327690626,0.5,0.5124692977146802,2.824449779580939,8.881784197001252e-16,False,51.0,1.450809465267298e-07,2.3655321079729674e-07,360650551.060612,5.377073405852823e-10
94,21.299694061279297,-0.05048531382034329,1.2541705298920956e-09,1.7336359985702512,1.2685834987531281,0.008461448872199701,0.0012065344777151172,6.00256232769062,0.5,0.5124692977146801,2.82444977951778,8.881784197001252e-16,False,51.0,7.305980718304393e-09,8.46743120064275e-10,8471597.262929978,2.2891132317848444e-08
95,21.524242877960205,-0.05048531382186895,1.2850655123126066e-09,1.7336359986043546,1.268583498753127,0.008461448873283473,0.0012065345485072101,6.002562327690611,0.5,0.5124692977146798,2.824449779453065,8.881784197001252e-16,False,51.0,7.752199471339462e-09,2.4329125380972982e-09,8680284.652616058,2.23407943045271e-08
96,21.746002912521362,-0.050485313823434116,1.3183411928524154e-09,1.7336359986393406,1.268583498753126,0.008461448874395308,0.0012065346211324048,6.002562327690604,0.5,0.5124692977146796,2.8244497793866743,8.881784197001252e-16,False,51.0,4.396329672070543e-09,8.777561788519961e-09,8905053.516218325,2.1776899344034953e-08
97,21.96946620941162,-0.050485313825042,1.3543181878523003e-09,1.7336359986752814,1.2685834987531246,0.008461448875537483,0.0012065346957395072,6.002562327690593,0.5,0.5124692977146794,2.824449779318472,8.881784197001252e-16,False,51.0,6.519290849939637e-09,2.6602329228353483e-09,9148069.069281366,2.119840289279262e-08
98,22.193922996520996,-0.05048531382669625,1.3933807897074376e-09,1.7336359987122592,1.2685834987531235,0.008461448876712603,0.0012065347724985027,6.002562327690587,0.5,0.5124692977146791,2.8244497792483023,8.881784197001252e-16,False,51.0,1.5516913768103388e-08,2.302391521880054e-08,9411926.35420983,2.060411940206394e-08
99,22.420337915420532,-0.050485313828401095,1.4359936378294446e-09,1.733635998750368,1.2685834987531226,0.00846144887792366,0.001206534851604966,6.00256232769058,0.5,0.512469297714679,2.8244497791759864,8.881784197001252e-16,False,51.0,1.5605785339218824e-08,1.6635633315331688e-08,9699765.5022712,1.9992695103831424e-08
100,22.64332103729248,-0.05048531383016142,1.4827257312509549e-09,1.733635998789717,1.2685834987531217,0.008461448879174131,0.0012065349332858236,6.0025623276905735,0.5,0.5124692977146786,2.8244497791013172,8.881784197001252e-16,False,51.0,6.079674921396833e-09,9.49065537270144e-09,10015428.492410723,1.9362571881529037e-08
