iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
12,0.08540010452270508,-1.264571094101041,2.986744381909802e-06,4.92949265161477e-10,5.219350715089258e-12,0,0.0,2.4301887308648923e-19,2.2202915222422485e-05,2.2023806189945791e-10,1.0269004019311236,1.0,True,0.0
13,0.09116911888122559,-1.264571094531714,0.0,1.0945953303766454e-14,4.5597492349848895e-16,0,0.0,1.1992958814806766e-28,1.0464815732676093e-07,4.8909295671469284e-15,1.0269004024837125,1.0,True,0.0
14,0.09772014617919922,-1.264571094531724,0.0,5.446032056808417e-16,5.446032056796392e-16,0,0.0,3.089186032819275e-31,2.3575505614327873e-08,5.118271956475687e-22,1.0269004024837245,1.0,True,0.0
15,0.11986804008483887,-1.264571094531724,0.0,5.446032056808417e-16,5.446032056796392e-16,0,0.0,3.089186032819275e-31,2.3575505614327873e-08,5.118271956475681e-22,1.0269004024837245,8.881784197001252e-16,False,51.0
16,0.13998889923095703,-1.264571094531724,0.0,5.446032056808417e-16,5.446032056796392e-16,0,0.0,3.089186032819275e-31,2.3575505614327873e-08,5.1182719564756775e-22,1.0269004024837245,8.881784197001252e-16,False,51.0
17,0.16052985191345215,-1.264571094531724,0.0,5.446032056808417e-16,5.446032056796392e-16,0,0.0,3.089186032819275e-31,2.3575505614327873e-08,5.118271956475672e-22,1.0269004024837245,8.881784197001252e-16,False,51.0
18,0.1686561107635498,-1.264571094531724,0.0,5.095241201858128e-16,5.095241201846066e-16,0,0.0,2.71940780695205e-31,2.2835923791449668e-08,4.958325961606616e-22,1.0269004024837243,0.03125,True,5.0
19,0.17792892456054688,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.955904904063463e-22,1.0269004024837243,0.00048828125,True,11.0
20,0.19839096069335938,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.955904904063457e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
21,0.21808195114135742,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.955904904063453e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
22,0.23802804946899414,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.955904904063449e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
23,0.25839686393737793,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.955904904063444e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
24,0.27969884872436523,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.95590490406344e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
25,0.3024618625640869,-1.264571094531724,0.0,4.972820174384715e-16,4.972820174372367e-16,0,0.0,2.596153565117546e-31,2.257265243135563e-08,4.9559049040634365e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
26,0.3094770908355713,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965678e-22,1.0269004024837243,0.5,True,1.0
27,0.33773303031921387,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965676e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
28,0.4616661071777344,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656736e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
29,0.48236703872680664,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656713e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
30,0.503014087677002,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.47795250796567e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
31,0.5233070850372314,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965667e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
32,0.544079065322876,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965665e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
33,0.5655720233917236,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656633e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
34,0.591486930847168,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965661e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
35,0.6154820919036865,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965659e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
36,0.6366221904754639,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656567e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
37,0.6575770378112793,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965655e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
38,0.6888010501861572,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656525e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
39,0.7172842025756836,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.47795250796565e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
40,0.7451000213623047,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656478e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
41,0.773813009262085,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965646e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
42,0.7936100959777832,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965644e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
43,0.8140652179718018,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656416e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
44,0.8357651233673096,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656398e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
45,0.8560161590576172,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965638e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
46,0.8756091594696045,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965635e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
47,0.8956611156463623,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656336e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
48,0.9161489009857178,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656313e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
49,0.9371399879455566,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965629e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
50,0.9574379920959473,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965627e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
51,0.9773759841918945,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656247e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
52,0.9979782104492188,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965623e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
53,1.0185878276824951,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965621e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
54,1.0388569831848145,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656186e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
55,1.0590410232543945,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656163e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
56,1.0800702571868896,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965614e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
57,1.1009089946746826,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965612e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
58,1.1211490631103516,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656097e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
59,1.140855073928833,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965608e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
60,1.1609148979187012,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656054e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
61,1.181251049041748,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079656036e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
62,1.201794147491455,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965601e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
63,1.221816062927246,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655993e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
64,1.241734266281128,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655974e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
65,1.2612791061401367,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655946e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
66,1.2812979221343994,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965593e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
67,1.3020570278167725,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965591e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
68,1.323127031326294,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965589e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
69,1.3433091640472412,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965586e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
70,1.3630280494689941,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655843e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
71,1.3833980560302734,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655824e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
72,1.4032471179962158,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.47795250796558e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
73,1.4232051372528076,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965578e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
74,1.4429891109466553,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965576e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
75,1.4626150131225586,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655744e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
76,1.4832310676574707,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655716e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
77,1.503180980682373,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965569e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
78,1.5233359336853027,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655674e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
79,1.5434670448303223,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965565e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
80,1.5637340545654297,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965563e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
81,1.584212064743042,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655612e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
82,1.6043262481689453,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655594e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
83,1.6242659091949463,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965557e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
84,1.6444580554962158,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655547e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
85,1.6646342277526855,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655523e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
86,1.68516206741333,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.47795250796555e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
87,1.7052412033081055,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965548e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
88,1.7251410484313965,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965546e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
89,1.7450950145721436,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655443e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
90,1.7653288841247559,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965542e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
91,1.7854840755462646,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655396e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
92,1.8060650825500488,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655373e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
93,1.8262560367584229,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965536e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
94,1.8465330600738525,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965533e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
95,1.8667688369750977,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965531e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
96,1.8867499828338623,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655293e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
97,1.9070839881896973,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965527e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
98,1.9270000457763672,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655246e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
99,1.9467570781707764,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.4779525079655227e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
100,1.967055082321167,-1.264571094531724,0.0,4.972820174321708e-16,4.972820174318621e-16,0,0.0,2.472894048614099e-31,2.2299821017940277e-08,2.477952507965521e-22,1.0269004024837243,8.881784197001252e-16,False,51.0
