iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,maxabsLagmult
267,59.58348608016968,40000010.84807367,8.118339703528601e-05,6.967200433959511,6.967200433959511,0.0,0.0,0,0,0.0,-17.473912907952787,-1194427.2447675564,123.45679012345683,0.0
268,59.67196178436279,40000010.84800444,2.590385477669126e-05,10.461045815667672,10.461045815667672,0.0,0.0,0,0,0.0,-10.752689461348401,-1941061.4066921866,123.45679012345683,0.0
269,59.9342565536499,40000010.8477953,7.576995628725706e-05,3.3029157597566843,3.3029157597566843,0.0,0.0,0,0,0.0,-14.234042574664574,-1466387.650884467,123.45679012345683,0.0
270,60.197808027267456,40000010.84757274,8.179407141954956e-05,5.8804022668586065,5.8804022668586065,0.0,0.0,0,0,0.0,-2.559601913740838,-8155060.422296636,123.45679012345683,0.0
271,60.46146082878113,40000010.8473615,7.860475243057155e-05,12.80913277256297,12.80913277256297,0.0,0.0,0,0,0.0,-2.7357239061142296,-7630413.027596403,123.45679012345683,0.0
272,60.49502873420715,40000010.84733806,7.921617625093293e-06,8.959603676319853,8.959603676319853,0.0,0.0,0,0,0.0,-13.716477963926911,-1521878.4802142568,123.45679012345683,0.0
273,60.75682783126831,40000010.84713775,7.286027870122856e-05,3.4977564744285874,3.4977564744285874,0.0,0.0,0,0,0.0,3.0875310272627186,6761315.453878509,123.45679012345683,0.0
274,61.01857352256775,40000010.846896365,8.871510659702101e-05,5.301867922168106,5.301867922168106,0.0,0.0,0,0,0.0,-13.049285046349691,-1599854.37643084,123.45679012345683,0.0
275,61.163920879364014,40000010.846788265,4.019268031027731e-05,9.365637344837387,9.365637344837387,0.0,0.0,0,0,0.0,6.7758251416020086,3081169.923894065,123.45679012345683,0.0
276,61.31728219985962,40000010.84666212,4.6111729393076895e-05,8.1935503588959,8.1935503588959,0.0,0.0,0,0,0.0,-1.3010817663538772,-16046707.279125981,123.45679012345683,0.0
277,61.35204291343689,40000010.84664266,7.1756324732862725e-06,8.417957949586498,8.417957949586498,0.0,0.0,0,0,0.0,-5.3070947724171855,-3934012.498187034,123.45679012345683,0.0
278,61.40835523605347,40000010.84661016,1.189889212101864e-05,8.182788871337278,8.182788871337278,0.0,0.0,0,0,0.0,-7.3761193559597125,-2830535.637855698,123.45679012345683,0.0
279,61.660897731781006,40000010.84638885,8.137504893182826e-05,9.114591223862341,9.114591223862341,0.0,0.0,0,0,0.0,-14.82516713980626,-1408378.7573929285,123.45679012345683,0.0
280,61.68798303604126,40000010.84634225,1.7053557091879586e-05,8.784293946601958,8.784293946601958,0.0,0.0,0,0,0.0,-5.747962756097993,-3632532.662774464,123.45679012345683,0.0
281,61.78589105606079,40000010.84625223,3.371832502938235e-05,12.297845779621234,12.297845779621234,0.0,0.0,0,0,0.0,-9.937672919743234,-2101105.2584169814,123.45679012345683,0.0
282,62.10079884529114,40000010.84602448,8.242946470120954e-05,3.679438693324423,3.679438693324423,0.0,0.0,0,0,0.0,-9.208567759186003,-2267585.771934916,123.45679012345683,0.0
283,62.3639874458313,40000010.845787965,8.701226574946785e-05,5.447039930846683,5.447039930846683,0.0,0.0,0,0,0.0,-5.608003491563776,-3723674.555509756,123.45679012345683,0.0
284,62.67596793174744,40000010.84558924,7.31405688459318e-05,6.6879303834682355,6.6879303834682355,0.0,0.0,0,0,0.0,-7.580637924061069,-2754832.223695738,123.45679012345683,0.0
285,62.80494165420532,40000010.84547986,4.050729313088751e-05,9.043020918814255,9.043020918814255,0.0,0.0,0,0,0.0,-11.841362429174643,-1763640.8879366543,123.45679012345683,0.0
286,63.06811451911926,40000010.84524828,8.461905262832064e-05,5.196083726196239,5.196083726196239,0.0,0.0,0,0,0.0,3.9113092719581415,5339658.452179542,123.45679012345683,0.0
287,63.244669914245605,40000010.84511596,4.9046279649075826e-05,8.684716778416517,8.684716778416517,0.0,0.0,0,0,0.0,-10.067108727195842,-2074650.518856303,123.45679012345683,0.0
288,63.34646987915039,40000010.84502023,3.5100231607735824e-05,8.150642056401965,8.150642056401965,0.0,0.0,0,0,0.0,-5.874280309783574,-3555533.9028036534,123.45679012345683,0.0
289,63.61494565010071,40000010.84480383,7.914683001217332e-05,4.454896998532875,4.454896998532875,0.0,0.0,0,0,0.0,-11.764921021784511,-1775385.982148704,123.45679012345683,0.0
290,63.823482275009155,40000010.84460896,7.209934659951301e-05,8.54163944938927,8.54163944938927,0.0,0.0,0,0,0.0,1.3296256933403618,15709890.968498824,123.45679012345683,0.0
291,63.88887572288513,40000010.84456591,1.578410730874379e-05,8.112124669297367,8.112124669297367,0.0,0.0,0,0,0.0,-1.6736196596327464,-12481029.238270363,123.45679012345683,0.0
292,64.1226556301117,40000010.84438562,6.630350332453611e-05,8.290323147921022,8.290323147921022,0.0,0.0,0,0,0.0,3.8554557085559016,5418140.139974832,123.45679012345683,0.0
293,64.38806295394897,40000010.84417434,7.920820127523139e-05,15.49262638030352,15.49262638030352,0.0,0.0,0,0,0.0,-10.520635061729786,-1985668.7220678665,123.45679012345683,0.0
294,64.65089106559753,40000010.84396656,7.509370957290887e-05,9.40317946457364,9.40317946457364,0.0,0.0,0,0,0.0,-5.576105633322196,-3746615.316847034,123.45679012345683,0.0
295,64.693918466568,40000010.843932934,1.2532532127179896e-05,10.186256916010688,10.186256916010688,0.0,0.0,0,0,0.0,-13.103106107738293,-1594409.3161252406,123.45679012345683,0.0
296,64.95832467079163,40000010.8437312,7.36030334009195e-05,5.9671314331964025,5.9671314331964025,0.0,0.0,0,0,0.0,3.675288084334194,5684644.709159243,123.45679012345683,0.0
297,65.22161507606506,40000010.84354036,7.021625118531762e-05,6.032868886864038,6.032868886864038,0.0,0.0,0,0,0.0,4.726502187440335,4420539.649273917,123.45679012345683,0.0
298,65.4871916770935,40000010.84328971,9.200980175857002e-05,3.3913613389221613,3.3913613389221613,0.0,0.0,0,0,0.0,-2.6486046114681776,-7889046.750727943,123.45679012345683,0.0
299,65.749764919281,40000010.84310059,7.005013531634169e-05,8.053801056052032,8.053801056052032,0.0,0.0,0,0,0.0,3.5108258335574773,5951860.521482503,123.45679012345683,0.0
300,66.01545071601868,40000010.84290288,7.302019048623242e-05,9.753047660926441,9.753047660926441,0.0,0.0,0,0,0.0,-11.305504398176186,-1848387.2075948995,123.45679012345683,0.0
301,66.27753067016602,40000010.8426834,8.055808788159401e-05,8.315934778310893,8.315934778310893,0.0,0.0,0,0,0.0,1.5343415808683016,13620214.785564292,123.45679012345683,0.0
302,66.53804469108582,40000010.842464715,8.001008629570775e-05,3.751402526535562,3.751402526535562,0.0,0.0,0,0,0.0,-12.07756097972283,-1730416.2076161432,123.45679012345683,0.0
303,66.71401572227478,40000010.84232797,5.078789463551728e-05,8.137385583661837,8.137385583661837,0.0,0.0,0,0,0.0,-7.421419923791887,-2816159.3703416074,123.45679012345683,0.0
304,66.97653579711914,40000010.84210587,8.126431972872161e-05,2.9379345462458,2.9379345462458,0.0,0.0,0,0,0.0,-17.079129483954915,-1223777.2891568367,123.45679012345683,0.0
305,67.24061298370361,40000010.8419181,6.95117416671916e-05,7.2241358580245105,7.2241358580245105,0.0,0.0,0,0,0.0,-12.583506285120274,-1661064.0874442046,123.45679012345683,0.0
306,67.50426983833313,40000010.84171852,7.36118237905997e-05,8.092621150057195,8.092621150057195,0.0,0.0,0,0,0.0,-2.8617713714852906,-7304238.337652305,123.45679012345683,0.0
307,67.76675748825073,40000010.841495454,8.198776784521447e-05,6.860520560882134,6.860520560882134,0.0,0.0,0,0,0.0,-14.063963252105246,-1486367.688588074,123.45679012345683,0.0
308,68.02766418457031,40000010.84126938,8.301865391072941e-05,4.467540960637852,4.467540960637852,0.0,0.0,0,0,0.0,0.6492519260989649,32199181.2263446,123.45679012345683,0.0
309,68.2910749912262,40000010.841061085,7.667315859451228e-05,3.8540465622636892,3.8540465622636892,0.0,0.0,0,0,0.0,-11.660870368125583,-1792872.6876851644,123.45679012345683,0.0
310,68.51672220230103,40000010.840871036,7.043567687130743e-05,8.112528957194511,8.112528957194511,0.0,0.0,0,0,0.0,-2.7932942648194383,-7484871.040368293,123.45679012345683,0.0
311,68.78050351142883,40000010.84068386,6.949401078143854e-05,11.253752056797932,11.253752056797932,0.0,0.0,0,0,0.0,-2.3997691806543204,-8712683.40819143,123.45679012345683,0.0
312,68.97791528701782,40000010.840527855,5.6974659495797274e-05,8.364109596241509,8.364109596241509,0.0,0.0,0,0,0.0,-3.5871131048417615,-5828983.346260465,123.45679012345683,0.0
313,69.24150848388672,40000010.840305194,8.148665633129081e-05,2.7174004340566347,2.7174004340566347,0.0,0.0,0,0,0.0,3.529248437187379,5924888.808973365,123.45679012345683,0.0
314,69.50471901893616,40000010.83995378,0.0001295828950875448,4.351080260388215,4.351080260388215,0.0,0.0,0,0,0.0,-6.895382190711671,-3032786.7276327317,123.45679012345683,0.0
315,69.74176621437073,40000010.839748226,7.615482149920058e-05,8.017393347463036,8.017393347463036,0.0,0.0,0,0,0.0,-7.601018077757964,-2751384.8251197264,123.45679012345683,0.0
316,70.00305199623108,40000010.83955693,7.031060447806523e-05,6.547163686162725,6.547163686162725,0.0,0.0,0,0,0.0,3.9153095771558775,5341674.808600979,123.45679012345683,0.0
317,70.26500225067139,40000010.83933718,8.079966658168557e-05,4.39192665446031,4.39192665446031,0.0,0.0,0,0,0.0,-8.50388497203626,-2459519.4222225817,123.45679012345683,0.0
318,70.52708315849304,40000010.83909015,9.112500883467898e-05,5.433216497326779,5.433216497326779,0.0,0.0,0,0,0.0,-4.278473331784894,-4888840.062822883,123.45679012345683,0.0
319,70.65630030632019,40000010.83900019,3.369271502838104e-05,9.403794786759589,9.403794786759589,0.0,0.0,0,0,0.0,-0.20736274370397295,-100872707.35463975,123.45679012345683,0.0
320,70.91737413406372,40000010.838803366,7.187129885173973e-05,3.2808535926730333,3.2808535926730333,0.0,0.0,0,0,0.0,-8.729368433191457,-2396310.9497296796,123.45679012345683,0.0
321,71.17996954917908,40000010.83855686,9.118017615397908e-05,6.574086704883744,6.574086704883744,0.0,0.0,0,0,0.0,11.06117019897742,1891262.0096973542,123.45679012345683,0.0
322,71.44318509101868,40000010.838338636,8.037500152516227e-05,5.796961049098413,5.796961049098413,0.0,0.0,0,0,0.0,-13.952296707865624,-1499447.4658812133,123.45679012345683,0.0
323,71.46104264259338,40000010.83832655,5.0088741160594746e-06,9.622663191139912,9.622663191139912,0.0,0.0,0,0,0.0,4.084801567759756,5121619.9003930045,123.45679012345683,0.0
324,71.65125370025635,40000010.83819081,4.9839759946608383e-05,8.216271534986491,8.216271534986491,0.0,0.0,0,0,0.0,-8.038544129124023,-2602650.6893812125,123.45679012345683,0.0
325,71.91365599632263,40000010.8379672,8.213999081523556e-05,5.646777411037661,5.646777411037661,0.0,0.0,0,0,0.0,-5.158357963303644,-4056074.710052088,123.45679012345683,0.0
326,72.24084138870239,40000010.83772298,9.080960804852404e-05,10.852451135010583,10.852451135010583,0.0,0.0,0,0,0.0,-7.104702327971068,-2945089.7664434765,123.45679012345683,0.0
327,72.5064628124237,40000010.83747625,9.110678534557182e-05,11.337314439540075,11.337314439540075,0.0,0.0,0,0,0.0,-6.568989649138438,-3185470.1587066106,123.45679012345683,0.0
328,72.76947498321533,40000010.83726653,7.638485228334067e-05,4.31466241365466,4.31466241365466,0.0,0.0,0,0,0.0,-1.3121193497035988,-15948563.899934845,123.45679012345683,0.0
329,72.95242500305176,40000010.837138176,4.775882604226958e-05,8.253029731771038,8.253029731771038,0.0,0.0,0,0,0.0,-9.12867452617573,-2292457.4387887823,123.45679012345683,0.0
330,73.07877349853516,40000010.837042674,3.550551806822917e-05,9.871144439452205,9.871144439452205,0.0,0.0,0,0,0.0,-9.745436731397595,-2147425.8223683005,123.45679012345683,0.0
331,73.34088373184204,40000010.83681667,8.282759081204113e-05,5.953012289476327,5.953012289476327,0.0,0.0,0,0,0.0,-9.80035367960596,-2135515.858639496,123.45679012345683,0.0
332,73.60323476791382,40000010.83662944,6.888472238085857e-05,3.950303153707992,3.950303153707992,0.0,0.0,0,0,0.0,-5.628006229341306,-3718862.809810001,123.45679012345683,0.0
333,73.86666965484619,40000010.83641621,7.872543091495178e-05,4.593967335668172,4.593967335668172,0.0,0.0,0,0,0.0,-5.060747580760658,-4135933.556996844,123.45679012345683,0.0
334,74.08965611457825,40000010.83626392,5.6588312777228374e-05,8.18338510128128,8.18338510128128,0.0,0.0,0,0,0.0,1.563765804172937,13385476.330317948,123.45679012345683,0.0
335,74.35156226158142,40000010.836047284,7.946840119997916e-05,3.5868467224518104,3.5868467224518104,0.0,0.0,0,0,0.0,0.7897995821054451,26504034.72896783,123.45679012345683,0.0
336,74.53179430961609,40000010.83591421,4.95798111927941e-05,8.255791178107126,8.255791178107126,0.0,0.0,0,0,0.0,-15.19939112815878,-1377266.6227464303,123.45679012345683,0.0
337,74.79303789138794,40000010.83572121,7.083014268278289e-05,4.770667419017187,4.770667419017187,0.0,0.0,0,0,0.0,-11.238243206152982,-1862802.7665552967,123.45679012345683,0.0
338,75.05806970596313,40000010.835503906,8.022662164829916e-05,5.05217605912109,5.05217605912109,0.0,0.0,0,0,0.0,-8.389248789994038,-2495550.4824777385,123.45679012345683,0.0
339,75.32138013839722,40000010.83530536,7.312315003687578e-05,2.837822099525892,2.837822099525892,0.0,0.0,0,0,0.0,-10.08578766473521,-2075875.6549180248,123.45679012345683,0.0
340,75.58663487434387,40000010.83509301,7.853451428196612e-05,5.21525097627172,5.21525097627172,0.0,0.0,0,0,0.0,-8.339096748656559,-2510820.808098953,123.45679012345683,0.0
341,75.84894299507141,40000010.834868334,8.289027647761741e-05,4.8631400676797725,4.8631400676797725,0.0,0.0,0,0,0.0,0.4699509425643129,44556089.58019411,123.45679012345683,0.0
342,76.11596775054932,40000010.83466786,7.44411530889522e-05,8.50226361369296,8.50226361369296,0.0,0.0,0,0,0.0,-4.612857070457188,-4539546.049399387,123.45679012345683,0.0
343,76.38028478622437,40000010.834455416,7.786465011594774e-05,2.8261221837673496,2.8261221837673496,0.0,0.0,0,0,0.0,-12.006250907504436,-1744207.1331572544,123.45679012345683,0.0
344,76.64236068725586,40000010.83425374,7.462146396638235e-05,5.227095366134963,5.227095366134963,0.0,0.0,0,0,0.0,-7.231561132453692,-2895983.878922143,123.45679012345683,0.0
345,76.7542986869812,40000010.83417633,2.89161669154957e-05,8.098570407422269,8.098570407422269,0.0,0.0,0,0,0.0,-5.687398921626275,-3682331.3016204783,123.45679012345683,0.0
346,77.01638197898865,40000010.83394738,8.428442027832521e-05,6.053800940664011,6.053800940664011,0.0,0.0,0,0,0.0,-6.3388863914989955,-3304069.0616051406,123.45679012345683,0.0
347,77.08593440055847,40000010.833891496,2.1340772801181564e-05,10.767624931544626,10.767624931544626,0.0,0.0,0,0,0.0,-14.019951249736861,-1493901.4241288274,123.45679012345683,0.0
348,77.34675335884094,40000010.83366249,8.361470964787406e-05,3.03501979545301,3.03501979545301,0.0,0.0,0,0,0.0,7.604369733672434,2754418.8589929817,123.45679012345683,0.0
349,77.60906434059143,40000010.833404,9.547030363600483e-05,3.213322072857597,3.213322072857597,0.0,0.0,0,0,0.0,-8.276244533377056,-2530981.361608217,123.45679012345683,0.0
350,77.78391122817993,40000010.83327835,4.690601997069863e-05,8.248684675653388,8.248684675653388,0.0,0.0,0,0,0.0,-10.63400936923281,-1969879.3190738398,123.45679012345683,0.0
351,77.95169186592102,40000010.83310942,6.238850870404249e-05,8.267673056642574,8.267673056642574,0.0,0.0,0,0,0.0,-0.8077102476346766,-25935800.98185251,123.45679012345683,0.0
352,78.21456670761108,40000010.83285057,9.562152816943772e-05,8.376960703354182,8.376960703354182,0.0,0.0,0,0,0.0,-7.367443976652469,-2843592.636259015,123.45679012345683,0.0
353,78.4770724773407,40000010.832628615,8.144587860279587e-05,2.8283343304841493,2.8283343304841493,0.0,0.0,0,0,0.0,-12.005411498621033,-1745146.358335496,123.45679012345683,0.0
354,78.73974323272705,40000010.83239064,8.807192505447188e-05,5.299208375591606,5.299208375591606,0.0,0.0,0,0,0.0,-0.21443505039982003,-97710082.47942977,123.45679012345683,0.0
355,79.00295114517212,40000010.83219937,7.058189313380311e-05,4.3139726729083625,4.3139726729083625,0.0,0.0,0,0,0.0,-10.77119722883984,-1945327.730672425,123.45679012345683,0.0
356,79.26549243927002,40000010.83197637,8.240539115741555e-05,4.581040134959497,4.581040134959497,0.0,0.0,0,0,0.0,-5.23367039692149,-4003824.656625409,123.45679012345683,0.0
357,79.52785539627075,40000010.83176728,7.736680741257054e-05,5.816617232092977,5.816617232092977,0.0,0.0,0,0,0.0,-9.443195848127306,-2219146.806599114,123.45679012345683,0.0
358,79.79107689857483,40000010.83154487,8.210115896827597e-05,5.083043352682269,5.083043352682269,0.0,0.0,0,0,0.0,0.08357687771009345,250751608.73960394,123.45679012345683,0.0
359,80.05437278747559,40000010.831316434,8.447309781195663e-05,5.539649315770786,5.539649315770786,0.0,0.0,0,0,0.0,-9.845671238335498,-2128678.9065352716,123.45679012345683,0.0
360,80.32345151901245,40000010.83114326,6.383724935753025e-05,3.4879974395503273,3.4879974395503273,0.0,0.0,0,0,0.0,-7.238724045928818,-2895425.107834109,123.45679012345683,0.0
361,80.59550189971924,40000010.83094954,7.224491888814909e-05,9.384648664033577,9.384648664033577,0.0,0.0,0,0,0.0,-4.946130517182334,-4237704.314181479,123.45679012345683,0.0
362,80.86204648017883,40000010.83069372,9.387902326055884e-05,3.6907026572498345,3.6907026572498345,0.0,0.0,0,0,0.0,-10.177729723304953,-2059556.2106204105,123.45679012345683,0.0
363,80.98691916465759,40000010.830611736,3.078380829514546e-05,8.131697845148105,8.131697845148105,0.0,0.0,0,0,0.0,-7.462526889002116,-2808977.169617688,123.45679012345683,0.0
364,81.25313258171082,40000010.83036395,9.136271232329285e-05,6.358968675828891,6.358968675828891,0.0,0.0,0,0,0.0,2.0378751486575597,10286888.828703085,123.45679012345683,0.0
365,81.27259254455566,40000010.83035404,3.92350715180466e-06,8.378864844095235,8.378864844095235,0.0,0.0,0,0,0.0,-3.9529021965949247,-5303308.061864402,123.45679012345683,0.0
366,81.53889799118042,40000010.83015638,7.251424386322987e-05,2.740352822342249,2.740352822342249,0.0,0.0,0,0,0.0,-8.803945417372372,-2381263.805301705,123.45679012345683,0.0
367,81.80313611030579,40000010.82987799,0.0001029677926712571,3.6998213535063837,3.6998213535063837,0.0,0.0,0,0,0.0,-4.920054303877696,-4261336.394274243,123.45679012345683,0.0
368,82.01216459274292,40000010.82972262,5.7876244364084224e-05,8.000343998086947,8.000343998086947,0.0,0.0,0,0,0.0,3.159539618267724,6636047.101323358,123.45679012345683,0.0
369,82.10797810554504,40000010.829636686,3.180849281639636e-05,8.293870504855526,8.293870504855526,0.0,0.0,0,0,0.0,-2.936271793625473,-7140794.961429994,123.45679012345683,0.0
370,82.3717987537384,40000010.829376854,9.563771313294975e-05,4.060024385649824,4.060024385649824,0.0,0.0,0,0,0.0,0.92661175098352,22629465.913167205,123.45679012345683,0.0
371,82.64003729820251,40000010.82917731,7.431519237117821e-05,8.90483471570849,8.90483471570849,0.0,0.0,0,0,0.0,-5.940097171217129,-3530211.9890783653,123.45679012345683,0.0
372,82.90409779548645,40000010.828993015,6.805132082566464e-05,8.207764147896935,8.207764147896935,0.0,0.0,0,0,0.0,-4.050300538120083,-5177595.461901991,123.45679012345683,0.0
373,83.16873264312744,40000010.828771465,8.160258188323032e-05,5.404307885002168,5.404307885002168,0.0,0.0,0,0,0.0,-6.955709117285567,-3015079.4113533604,123.45679012345683,0.0
374,83.43386578559875,40000010.8285327,8.810993614850529e-05,2.704540656997562,2.704540656997562,0.0,0.0,0,0,0.0,-11.896099359984367,-1763039.4892339746,123.45679012345683,0.0
375,83.69656276702881,40000010.827023186,0.0005590374272636652,8.89343237751119,8.89343237751119,0.0,0.0,0,0,0.0,-1.8349943761373466,-11434076.720936125,123.45679012345683,0.0
376,83.95967102050781,40000010.82682194,7.391129320037635e-05,3.8801953528190514,3.8801953528190514,0.0,0.0,0,0,0.0,-5.934832916170754,-3535491.62482375,123.45679012345683,0.0
377,84.22053551673889,40000010.82662506,7.277786470696735e-05,2.7389653156072886,2.7389653156072886,0.0,0.0,0,0,0.0,-10.803122806855722,-1942366.7084203449,123.45679012345683,0.0
378,84.48193955421448,40000010.82639203,8.623200403683049e-05,2.794810537028075,2.794810537028075,0.0,0.0,0,0,0.0,0.9641076160181195,21766116.603842147,123.45679012345683,0.0
379,84.6011917591095,40000010.82630278,3.363028343110265e-05,8.777557823399794,8.777557823399794,0.0,0.0,0,0,0.0,-11.395483071288588,-1841553.52048578,123.45679012345683,0.0
380,84.86665940284729,40000010.82609238,7.739741447086926e-05,4.640583659943078,4.640583659943078,0.0,0.0,0,0,0.0,-2.113536738534803,-9929575.521764869,123.45679012345683,0.0
381,85.12798404693604,40000010.82590061,7.488796306830684e-05,21.528611728862757,21.528611728862757,0.0,0.0,0,0,0.0,2.1502823821815853,9760391.61227561,123.45679012345683,0.0
382,85.3894202709198,40000010.8256897,7.406589907910532e-05,3.1932998210499304,3.1932998210499304,0.0,0.0,0,0,0.0,8.535185665650495,2459078.9605253143,123.45679012345683,0.0
383,85.65115356445312,40000010.82544689,8.98846158584019e-05,3.139727112182729,3.139727112182729,0.0,0.0,0,0,0.0,-6.907071066883342,-3038918.3988822605,123.45679012345683,0.0
384,85.91268563270569,40000010.825178795,9.923612536112873e-05,2.911964135303159,2.911964135303159,0.0,0.0,0,0,0.0,4.481954198945159,4683556.567244516,123.45679012345683,0.0
385,86.1733455657959,40000010.82493688,8.975384524887036e-05,5.5120501519349165,5.5120501519349165,0.0,0.0,0,0,0.0,-11.027113783668133,-1903743.3845483845,123.45679012345683,0.0
386,86.43531703948975,40000010.82477167,6.105547099037828e-05,4.3094876018591295,4.3094876018591295,0.0,0.0,0,0,0.0,4.5057144800361,4659346.952814636,123.45679012345683,0.0
387,86.69651913642883,40000010.824561685,7.766484358482178e-05,2.920381960024503,2.920381960024503,0.0,0.0,0,0,0.0,-9.170696136203006,-2289338.2837156905,123.45679012345683,0.0
388,86.94138860702515,40000010.82437703,6.88577918634883e-05,7.9623167771155465,7.9623167771155465,0.0,0.0,0,0,0.0,-14.683424087943278,-1429901.0697048025,123.45679012345683,0.0
389,87.20220232009888,40000010.8241991,6.540424014152625e-05,2.848173511381144,2.848173511381144,0.0,0.0,0,0,0.0,-6.332461064099071,-3315740.4341093996,123.45679012345683,0.0
390,87.46375370025635,40000010.82398004,8.232428331801176e-05,12.061602848309569,12.061602848309569,0.0,0.0,0,0,0.0,6.183832488834562,3395628.3203124935,123.45679012345683,0.0
391,87.7251808643341,40000010.82377648,7.458568852118304e-05,7.306096097997019,7.306096097997019,0.0,0.0,0,0,0.0,-13.49827819331951,-1555688.011960628,123.45679012345683,0.0
392,87.9876480102539,40000010.82354494,8.579117710280352e-05,7.639065273902635,7.639065273902635,0.0,0.0,0,0,0.0,-8.446777019966733,-2486199.8604920753,123.45679012345683,0.0
393,88.24957203865051,40000010.82335055,7.164338836233698e-05,3.9335188791194815,3.9335188791194815,0.0,0.0,0,0,0.0,-3.788395919948569,-5543616.056378369,123.45679012345683,0.0
394,88.51285934448242,40000010.82311189,8.883614412851578e-05,8.0338631865581,8.0338631865581,0.0,0.0,0,0,0.0,1.1027312946866696,19046098.923934035,123.45679012345683,0.0
395,88.77460837364197,40000010.82290051,7.805314432854007e-05,6.021817257970215,6.021817257970215,0.0,0.0,0,0,0.0,-4.175371530698521,-5030421.505532055,123.45679012345683,0.0
396,88.9014835357666,40000010.822811924,3.335479729621088e-05,9.850396887396457,9.850396887396457,0.0,0.0,0,0,0.0,-5.742104896147017,-3657954.534995825,123.45679012345683,0.0
397,89.12801957130432,40000010.82262055,7.064030904211426e-05,8.216690906295334,8.216690906295334,0.0,0.0,0,0,0.0,-3.4054011127144848,-6168260.0354611175,123.45679012345683,0.0
398,89.39852213859558,40000010.82242841,7.124212442379854e-05,8.595555275805962,8.595555275805962,0.0,0.0,0,0,0.0,-12.62252912966649,-1664203.4856664783,123.45679012345683,0.0
399,89.43991661071777,40000010.82239559,1.2100302587637085e-05,8.162709237820385,8.162709237820385,0.0,0.0,0,0,0.0,-3.530811562868478,-5949518.710413948,123.45679012345683,0.0
400,89.76718926429749,40000010.82220867,6.886108902372161e-05,4.508697255948723,4.508697255948723,0.0,0.0,0,0,0.0,1.8198728693072044,11543466.15418848,123.45679012345683,0.0
401,89.86220073699951,40000010.82214685,2.373465917395898e-05,10.719498244617384,10.719498244617384,0.0,0.0,0,0,0.0,0.04870258460595634,431352588.2181902,123.45679012345683,0.0
402,90.0583701133728,40000010.822010376,5.022242679767497e-05,8.644246464079743,8.644246464079743,0.0,0.0,0,0,0.0,-4.075870277522274,-5154412.2658127835,123.45679012345683,0.0
403,90.28472352027893,40000010.821809635,7.477043662580901e-05,10.865851875959093,10.865851875959093,0.0,0.0,0,0,0.0,4.450622855649719,4720645.787035554,123.45679012345683,0.0
404,90.55159592628479,40000010.82160425,7.522509095175047e-05,3.9859523763413174,3.9859523763413174,0.0,0.0,0,0,0.0,-6.983295186569869,-3008739.704099373,123.45679012345683,0.0
405,90.81630325317383,40000010.82138536,8.137687301878425e-05,6.76874336902708,6.76874336902708,0.0,0.0,0,0,0.0,-10.079716583082865,-2084595.5875709841,123.45679012345683,0.0
406,91.08260798454285,40000010.821179874,7.582769170982102e-05,2.785151623735533,2.785151623735533,0.0,0.0,0,0,0.0,2.6229140415786794,8011410.534693787,123.45679012345683,0.0
407,91.34755349159241,40000010.8209475,8.618118366582198e-05,3.7304429434803166,3.7304429434803166,0.0,0.0,0,0,0.0,5.3970316641546585,3893715.7230966566,123.45679012345683,0.0
408,91.6119441986084,40000010.820747614,7.438952940963559e-05,6.948580020826773,6.948580020826773,0.0,0.0,0,0,0.0,-3.6069290045725713,-5826450.342451218,123.45679012345683,0.0
409,91.87820172309875,40000010.82053529,7.866014325309616e-05,6.239389221077134,6.239389221077134,0.0,0.0,0,0,0.0,-4.250160497627779,-4944931.677378502,123.45679012345683,0.0
410,91.99870920181274,40000010.82044814,3.25029475734012e-05,7.911955572053061,7.911955572053061,0.0,0.0,0,0,0.0,-2.6611385779094068,-7897836.009205208,123.45679012345683,0.0
411,92.05068755149841,40000010.820415065,1.2279343449716728e-05,8.048277221293715,8.048277221293715,0.0,0.0,0,0,0.0,-10.64356070478643,-1974660.235788742,123.45679012345683,0.0
412,92.17593574523926,40000010.820310384,3.884484934473736e-05,8.381295423558264,8.381295423558264,0.0,0.0,0,0,0.0,-7.33371846405155,-2865937.603524795,123.45679012345683,0.0
413,92.36112880706787,40000010.820157304,5.6730900811093654e-05,8.0305650560719,8.0305650560719,0.0,0.0,0,0,0.0,-7.606179522675648,-2763388.3374919444,123.45679012345683,0.0
414,92.62362289428711,40000010.819977514,6.644075874928799e-05,6.371054845581924,6.371054845581924,0.0,0.0,0,0,0.0,-12.870891888401701,-1633128.1236972264,123.45679012345683,0.0
415,92.88614630699158,40000010.819798574,6.635211505695765e-05,6.232888324493166,6.232888324493166,0.0,0.0,0,0,0.0,2.238145145736639,9392057.558813933,123.45679012345683,0.0
416,93.14828157424927,40000010.81959124,7.662562357991098e-05,3.3041956518668,3.3041956518668,0.0,0.0,0,0,0.0,-7.623904770149084,-2757367.779702471,123.45679012345683,0.0
417,93.41049313545227,40000010.819377236,7.93471568688293e-05,2.9241437622935056,2.9241437622935056,0.0,0.0,0,0,0.0,2.0263674387749515,10374760.779873421,123.45679012345683,0.0
418,93.67808532714844,40000010.819172524,7.624841772164874e-05,6.7558088754218675,6.7558088754218675,0.0,0.0,0,0,0.0,7.090463281623931,2965135.5132663124,123.45679012345683,0.0
