iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
220,13.992047548294067,40000009.547561936,0.00015766643417300773,0.026680886765733228,0.026680886765733228,2.1163706554945784e-14,0.0,0,0,0.0,-1.0212454989049322,-39167861.795654915,12234317.153595852,2.359516331855149e-14,2.359516331855149e-14,optimal,7.0,4.92083604358532e-14,-1.594379921636219e-08,-1.5943848424722627e-08,2.542054933064238e-16,1.3398260724914544e-13,1.0,1.0,0.0
221,14.03775143623352,40000009.547561936,1.137672185696779e-06,0.026080341725700222,0.026080341725700222,2.051279931103325e-14,0.0,0,0,0.0,1.7659933085345707,22650143.469192855,12234317.153595852,2.0746512142505312e-14,2.0746512142505312e-14,optimal,7.0,4.769319402569412e-14,-3.8127213343019546e-09,-3.812769027495981e-09,2.672624746109824e-16,8.336136656108457e-14,0.0225283995449392,1.0,36.0
222,14.08314824104309,40000009.547561936,8.29527715427698e-07,0.02589450491238663,0.02589450491238663,2.1105195484259128e-14,0.0,0,0,0.0,0.2551278079801933,156784171.70890865,12234317.153595852,2.3362424562763443e-14,2.3362424562763443e-14,optimal,7.0,4.9071743312361694e-14,-5.215673909373955e-09,-5.215722981117268e-09,2.077352267416916e-16,2.0369918849769247e-13,0.007069650490151055,1.0,47.0
223,14.128294229507446,40000009.54756192,0.00019466077463344954,0.08331601756850728,0.08331601756820844,2.2314880926644076e-07,0.0,0,0,0.0,-0.4046669533120553,-98846724.3306387,12234317.153595852,4.253923710266967e-05,4.253923710266967e-05,unknown,14.0,6.218914724550172e-26,-2.2837216290751616e-07,-2.283721629075162e-07,1.384629402496747e-16,5.6863018750929186e-11,0.011972515182562033,1.0,42.0
224,14.176656246185303,40000009.54756191,9.715957044658644e-06,0.08057833676829433,0.08057833676829433,2.2481693923671485e-14,0.0,0,0,0.0,-0.517009859948194,-77367971.43569969,12234317.153595852,3.065568244102596e-14,3.065568244102596e-14,optimal,7.0,5.228439557798836e-14,-3.457344116495541e-08,-3.457349344935099e-08,1.340688622363124e-16,4.57725818793912e-13,0.030903154382632643,1.0,33.0
225,14.513850212097168,40000009.547561966,5.161913655903571e-08,0.08057834356230716,0.08057834356230716,2.074124632754132e-14,0.0,0,0,0.0,0.8677222189680907,46097704.685079046,12234317.153595852,2.1751240531881396e-14,2.1751240531881396e-14,optimal,7.0,4.8224578577031315e-14,-3.2982531642294924e-08,-3.29825798668735e-08,1.9357492451010647e-16,2.8936632514971626e-13,2.5e-323,0.0,10000.0
226,14.559028148651123,40000009.54756194,0.0006911911530268356,0.42113437979290663,0.4211343797919051,9.184538509460637e-07,0.0,0,0,0.0,0.7821080625957482,51143827.84824469,12234317.153595852,0.00018605194448212541,0.00018605194448212541,unknown,14.0,2.4340097378136065e-25,-1.0055971620324475e-06,-1.0055971620324475e-06,1.712797342649678e-16,1.0469010861069547e-11,0.05814973700304011,1.0,27.0
227,14.605019569396973,40000009.547561936,0.0005350318950103158,0.6439872479735742,0.6439872478924926,1.02191500024029e-05,0.0,0,0,0.0,-0.3440533730701649,-116261038.2184422,12234317.153595852,0.0005747778700447111,0.0005747778700447111,unknown,15.0,1.7658627306541007e-26,-1.04490610138263e-05,-1.04490610138263e-05,2.449329500210337e-16,7.360414664089609e-11,0.011972515182562033,1.0,42.0
228,14.649854898452759,40000009.54756192,0.0003524204915256972,0.8009285483656008,0.8009285483596716,3.081819161491952e-06,0.0,0,0,0.0,0.9095603596978504,43977291.608010426,12234317.153595852,0.00017486356591506054,0.00017486356591506054,unknown,14.0,2.111654727605586e-25,-3.1633590082598447e-06,-3.1633590082598447e-06,3.393028191208038e-16,4.9637804283084484e-11,0.008727963568087723,1.0,45.0
229,14.697781562805176,40000009.54756186,0.00012139413131361281,0.06742076338943133,0.06742076338943133,2.2353870070496755e-14,0.0,0,0,0.0,0.9842812263000135,40638794.49625224,12234317.153595852,2.2502761064152122e-14,2.2502761064152122e-14,optimal,7.0,5.197361414950796e-14,-9.694281352472249e-08,-9.694286549833664e-08,2.340279225965418e-16,1.506385688934751e-13,0.9,1.0,1.0
230,14.742815971374512,40000009.54756186,9.01540547287605e-05,0.00591317521524402,0.00591317521524402,2.0906807608798516e-14,0.0,0,0,0.0,-0.18600122982004036,-215052348.94193015,12234317.153595852,2.2440913348446984e-14,2.2440913348446984e-14,optimal,7.0,4.860972919663698e-14,-2.980455279877201e-09,-2.9805038896063976e-09,3.099930957739842e-16,1.1416866905162534e-13,1.0,1.0,0.0
231,14.811165809631348,40000009.54756186,1.134333706813042e-05,0.0018384442705121015,0.0018384442705121015,2.0420670513263035e-14,0.0,0,0,0.0,-0.3147572549302161,-127082065.35005493,12234317.153595852,2.0359535979180357e-14,2.0359535979180357e-14,optimal,7.0,4.7478865748372076e-14,-2.676017806660153e-10,-2.676492595317637e-10,3.679643381374137e-16,1.550033445931805e-14,0.7290000000000001,1.0,3.0
232,14.855101823806763,40000009.54756185,0.00031481539049278055,0.07908856690598202,0.07908856690558758,2.497840960696826e-07,0.0,0,0,0.0,-0.5997756039838986,-66691613.016047075,12234317.153595852,4.8409319212656616e-05,4.8409319212656616e-05,unknown,14.0,6.283516002198183e-26,-2.562044129578889e-07,-2.562044129578889e-07,1.6934295463449423e-16,4.530868502577434e-12,0.025031555049932444,1.0,35.0
233,14.899085760116577,40000009.54756185,0.000242895758009725,0.14901660042889928,0.14901660042626363,8.862890838719572e-07,0.0,0,0,0.0,0.3173374694067637,126048780.63641758,12234317.153595852,5.020094142005612e-05,5.020094142005612e-05,unknown,16.0,3.0874876552514334e-27,-9.001498965451074e-07,-9.001498965451073e-07,3.1516605011809487e-16,2.7367113966140085e-11,0.00636268544113595,1.0,48.0
234,15.169205904006958,40000009.54756187,3.942476676500724e-08,0.1490325990571117,0.1490325990571092,2.7166075912657424e-08,0.0,0,0,0.0,-0.29946588645438316,-133571144.06690791,12234317.153595852,1.5387333662581099e-06,1.5387333662581099e-06,unknown,18.0,1.1728151495120982e-31,-3.8174134597294426e-08,-3.8174134597294426e-08,2.6424979981986493e-16,2.0817107145296206e-10,2.5e-323,0.0,10000.0
235,15.212618112564087,40000009.54756184,0.00029368120339790194,0.23753481516055788,0.2375348151597192,6.31214903572182e-07,0.0,0,0,0.0,-0.20830101923801755,-192029800.91496423,12234317.153595852,0.0001228231961107035,0.0001228231961107035,unknown,14.0,1.9082515321150566e-25,-6.560156229548469e-07,-6.560156229548468e-07,3.0577310242911904e-16,1.5082886119209783e-11,0.025031555049932444,1.0,35.0
236,15.256595134735107,40000009.547561824,0.00017973320767909648,0.25465991023991613,0.2546599102227326,2.9583606705205214e-06,0.0,0,0,0.0,0.9671384364903671,41359128.69907929,12234317.153595852,0.00016700135977254382,0.00016700135977254382,unknown,15.0,2.771672124503068e-26,-2.9890244216583666e-06,-2.989024421658367e-06,1.220510955188108e-16,6.488155661343591e-11,0.0041745579179292966,1.0,52.0
237,15.520784854888916,40000009.54756187,4.942156062059701e-08,0.2547079837335496,0.25470798373353315,9.149964717274624e-08,0.0,0,0,0.0,0.9059257158817253,44153733.066755205,12234317.153595852,1.7554433936268003e-05,1.7554433936268003e-05,unknown,15.0,9.537134499578944e-29,-1.0185184257244173e-07,-1.0185184257244173e-07,2.1619834245497068e-16,4.139731516794503e-11,2.5e-323,0.0,10000.0
238,15.562650203704834,40000009.547561854,0.0002026090390158299,0.029274642587853374,0.029274642587853374,2.5939656899109483e-14,0.0,0,0,0.0,1.0285988612442447,38887854.081981465,12234317.153595852,2.724851326701836e-14,2.724851326701836e-14,optimal,7.0,6.031801616409548e-14,-1.208901151122129e-08,-1.2089071829237453e-08,1.698544720370218e-16,1.467311699813531e-13,1.0,1.0,0.0
239,15.60501503944397,40000009.547561854,2.2459401688895176e-05,0.01535590168242721,0.01535590168242721,2.099113070619567e-14,0.0,0,0,0.0,-0.4859019170225642,-82321148.6949523,12234317.153595852,2.0747708053846092e-14,2.0747708053846092e-14,optimal,7.0,4.880502646684159e-14,-3.750894474232727e-09,-3.750943279259194e-09,2.1279111013805596e-16,1.1512250980229622e-13,0.47829690000000014,1.0,7.0
240,15.648402214050293,40000009.547561854,0.00026539408006717795,0.10539876425530481,0.10539876425504094,2.358455069289662e-07,0.0,0,0,0.0,0.308370300898089,129714186.41789347,12234317.153595852,4.544849934062787e-05,4.544849934062787e-05,unknown,15.0,5.759498181091617e-28,-2.4159928563253476e-07,-2.4159928563253476e-07,3.406432580280412e-16,6.487004417134227e-11,0.020275559590445278,1.0,37.0
241,15.693225145339966,40000009.54756184,0.00018271766810549602,0.12078515616670839,0.12078515616670839,2.5810246590725627e-14,0.0,0,0,0.0,-0.8004776611899238,-49970167.224049516,12234317.153595852,2.7051449537346865e-14,2.7051449537346865e-14,optimal,7.0,6.001572243528052e-14,-2.5970227329270257e-08,-2.5970287344992694e-08,3.259560626666736e-16,5.046836784930107e-13,0.5904900000000002,1.0,5.0
242,15.77002239227295,40000009.54756183,3.4175789646964974e-05,0.12258684868721345,0.12258684868661833,3.8197820574505286e-07,0.0,0,0,0.0,1.4521773174532437,27544846.428138487,12234317.153595852,2.161829928586991e-05,2.161829928586991e-05,unknown,16.0,1.3619101200803456e-27,-3.8940900583174123e-07,-3.894090058317413e-07,2.01660283055166e-16,6.072412020106413e-11,0.0007735540101454295,1.0,68.0
243,15.82016897201538,40000009.54756183,1.284442063547301e-05,0.10716062648250667,0.10716062648250667,2.195801837370035e-14,0.0,0,0,0.0,-0.9796763238012169,-40829813.77546074,12234317.153595852,2.1985063983154038e-14,2.1985063983154038e-14,optimal,7.0,5.1052974430789924e-14,-1.3384825665717226e-08,-1.3384876718691657e-08,9.518935971274752e-17,2.7787507924788704e-13,0.12157665459056936,1.0,20.0
244,15.86541485786438,40000009.547561824,0.000197945944689819,0.08363688435791922,0.08363688435791922,2.4401644844252742e-14,0.0,0,0,0.0,0.2598932207879425,153909371.02302858,12234317.153595852,2.5240874316765293e-14,2.5240874316765293e-14,optimal,7.0,5.673911751833235e-14,-1.3202855977922319e-08,-1.3202912717039837e-08,4.437617194157013e-16,1.805551620527991e-13,1.0,1.0,0.0
245,15.911746501922607,40000009.547561824,6.344815747750999e-07,0.0823997780476589,0.0823997780476589,2.051502974702343e-14,0.0,0,0,0.0,1.2056965080366833,33175846.337931737,12234317.153595852,2.0747107967716398e-14,2.0747107967716398e-14,optimal,7.0,4.769834446780593e-14,-1.792622587820614e-09,-1.7926702861650817e-09,3.1666123383692584e-16,6.169901413945297e-14,0.014780882941434608,1.0,40.0
246,15.955309867858887,40000009.547561824,1.2908758201415965e-05,0.07219350559088855,0.07219350559088855,2.0966472809030336e-14,0.0,0,0,0.0,0.644576080383494,62056292.38859223,12234317.153595852,2.26690698786013e-14,2.26690698786013e-14,optimal,7.0,4.8748332897819444e-14,-3.930450170141048e-09,-3.9304989184739454e-09,1.6036025748471235e-16,6.089107393409496e-14,0.12157665459056936,1.0,20.0
247,15.998893976211548,40000009.54756181,0.0004506540834428942,0.2545510479632926,0.2545510479621456,7.641454216768425e-07,0.0,0,0,0.0,-0.02099433820302662,-1905275719.0599568,12234317.153595852,0.0001485311123923525,0.0001485311123923525,unknown,15.0,2.2221884166742116e-27,-7.946701076223597e-07,-7.946701076223598e-07,2.474486469559965e-16,1.0136525562991679e-11,0.03815204244769462,1.0,31.0
248,16.04220986366272,40000009.54756181,4.635272479390222e-05,0.06926034059871487,0.06926034059871487,2.1363347996813302e-14,0.0,0,0,0.0,-0.1150617223043652,-347639514.43235046,12234317.153595852,2.1212171676126253e-14,2.1212171676126253e-14,optimal,7.0,4.967035121468408e-14,-5.795947791927424e-09,-5.795997462278639e-09,4.1306702461851684e-16,7.065847647116646e-14,0.7290000000000001,1.0,3.0
249,16.32187509536743,40000009.54756186,3.332000937312528e-08,0.06926033958460177,0.06926033958460177,2.2626428990053672e-14,0.0,0,0,0.0,0.42738088537189833,93593332.99914134,12234317.153595852,2.2830295556889597e-14,2.2830295556889597e-14,optimal,7.0,5.2607148360553974e-14,-5.1921587234928835e-09,-5.192211330641244e-09,2.323470443101431e-16,7.160686506421366e-14,2.5e-323,0.0,10000.0
250,16.369256496429443,40000009.54756185,0.00037240169739300165,0.24369772493814895,0.2436977249096695,3.7256883594709694e-06,0.0,0,0,0.0,-0.20315708224240206,-196891989.1750331,12234317.153595852,0.00021156649644994496,0.00021156649644994496,unknown,15.0,3.3918743569955e-27,-3.7588020333962407e-06,-3.7588020333962407e-06,2.750331855267837e-16,4.8496524753987695e-11,0.008727963568087723,1.0,45.0
251,16.42060089111328,40000009.54756183,0.0002285768712948271,0.279948447528147,0.2799484475281143,1.3530248681469799e-07,0.0,0,0,0.0,0.21974986673005326,182025146.4674991,12234317.153595852,7.723072355927314e-06,7.723072355927314e-06,unknown,16.0,2.617016299327468e-28,-1.7685374991139434e-07,-1.7685374991139434e-07,2.0496162353969275e-16,3.5085152954213936e-11,0.00515377520732012,1.0,50.0
252,16.46856141090393,40000009.547561824,0.00023508235571914916,0.32434384485719625,0.32434384483291767,3.968527116737766e-06,0.0,0,0,0.0,0.8364558809852687,47820812.92581841,12234317.153595852,0.0002279742112757214,0.0002279742112757214,unknown,14.0,4.484325147817574e-25,-4.053295788467512e-06,-4.053295788467513e-06,1.974240821832687e-16,7.389912295972039e-11,0.00636268544113595,1.0,48.0
253,16.544945240020752,40000009.5475618,0.0002466763692515128,0.3369239540987853,0.33692395409579096,1.4204714161557034e-06,0.0,0,0,0.0,-0.615293025152255,-65009676.94892346,12234317.153595852,0.0002618954622403115,0.0002618954622403115,unknown,14.0,2.5307899164925264e-25,-1.5371214959446836e-06,-1.5371214959446834e-06,8.274446502740154e-17,1.8757301788759522e-11,0.016423203268260675,1.0,39.0
254,16.590392112731934,40000009.54756176,0.00019235990267833908,0.13519122225938882,0.13519122225938882,2.6455334608315997e-14,0.0,0,0,0.0,-0.22119721602734746,-180834114.56050742,12234317.153595852,2.8348344998577976e-14,2.8348344998577976e-14,optimal,7.0,6.153221645772371e-14,-5.944148882615306e-08,-5.944155035836952e-08,3.0755144940203897e-16,2.048859527063967e-13,0.5904900000000002,1.0,5.0
255,16.634644031524658,40000009.54756174,0.00024286558035430624,0.1343881722201915,0.1343881722201915,2.2023568927612752e-14,0.0,0,0,0.0,1.441692811155586,27745163.275983408,12234317.153595852,2.7346679009567687e-14,2.7346679009567687e-14,optimal,7.0,5.1210289061319864e-14,-3.434902383134519e-08,-3.4349075041634256e-08,1.419781612890457e-16,2.2121692854256426e-13,0.9,1.0,1.0
256,16.679442167282104,40000009.547561735,0.00013741781135332844,0.018387619288173836,0.018387619288173836,2.1183652862791627e-14,0.0,0,0,0.0,1.0295792139531166,38850825.9728636,12234317.153595852,2.3593329115541854e-14,2.3593329115541854e-14,optimal,7.0,4.9253721903705274e-14,-1.1060879949312301e-08,-1.1060929203034206e-08,1.9708842824802182e-16,2.2295189451301366e-13,1.0,1.0,0.0
257,16.726913690567017,40000009.54756172,0.00045916709093459256,0.160077762941177,0.1600777629390604,8.231932642258081e-07,0.0,0,0,0.0,0.2985316012549455,133989168.64904566,12234317.153595852,0.00015965020491228474,0.00015965020491228474,unknown,16.0,2.356790577534272e-29,-8.529008501678576e-07,-8.529008501678577e-07,1.1327648019115451e-16,6.579729691323035e-11,0.03433683820292516,1.0,32.0
258,16.771978855133057,40000009.54756171,0.0002907800573624705,0.16175542084656974,0.16175542084445826,8.264874437337632e-07,0.0,0,0,0.0,1.3206574044791994,30287948.15975519,12234317.153595852,4.680416312238903e-05,4.680416312238903e-05,unknown,16.0,2.6325847739311095e-27,-8.676635835599791e-07,-8.676635835599791e-07,2.0562428137639716e-16,4.602297984254654e-11,0.00636268544113595,1.0,48.0
259,16.814136028289795,40000009.54756169,0.00024152072941769224,0.1347055555518923,0.1347055555518923,2.2353888733386362e-14,0.0,0,0,0.0,-1.0368296255368703,-38579147.82844205,12234317.153595852,2.995853274895071e-14,2.995853274895071e-14,optimal,7.0,5.198646155529395e-14,-4.0026073380471044e-08,-4.00261253669326e-08,2.946468112933866e-16,3.194454582196088e-13,0.7290000000000001,1.0,3.0
260,16.856099367141724,40000009.54756168,0.00017932105500968246,0.0914525704672647,0.0914525704672647,3.1857718515177633e-14,0.0,0,0,0.0,-0.48756749071513333,-82039928.17366639,12234317.153595852,3.703045465614911e-14,3.703045465614911e-14,optimal,7.0,7.419823773959064e-14,-1.7267517147448734e-08,-1.7267591345686472e-08,2.9061332014757053e-16,2.8407635371946776e-13,0.34867844010000015,1.0,10.0
261,17.129630088806152,40000009.54756172,4.9421560620597e-08,0.09144731018668324,0.0914473101766155,1.3569579668710612e-06,0.0,0,0,0.0,-0.28504181923514504,-140330299.00472358,12234317.153595852,7.673987497637634e-05,7.673987497637634e-05,unknown,16.0,3.359363985897581e-27,-1.3595995989810396e-06,-1.3595995989810398e-06,3.078947101121812e-16,5.5426379812400284e-11,2.5e-323,0.0,10000.0
262,17.173590898513794,40000009.5475617,6.827572543465742e-05,0.009144058415151101,0.009144058415151101,2.0417114280417085e-14,0.0,0,0,0.0,0.6205890551644917,64454894.8017356,12234317.153595852,2.014812081840951e-14,2.014812081840951e-14,optimal,7.0,4.747058040365937e-14,-5.51861486720721e-09,-5.518662337787613e-09,1.4323102961709308e-16,7.6407422658967e-14,0.9,1.0,1.0
263,17.218374252319336,40000009.54756169,0.0001697451819512893,0.0472267928346476,0.047226792818293464,1.2428620628626658e-06,0.0,0,0,0.0,1.3742528670484784,29106725.020240564,12234317.153595852,7.054900182841022e-05,7.054900182841022e-05,unknown,16.0,3.2963579921933855e-27,-1.2490573704441042e-06,-1.2490573704441042e-06,2.2032037638650104e-16,3.998752339916023e-11,0.003757102126136367,1.0,53.0
264,17.28999614715576,40000009.54756169,3.6345578636565304e-05,0.011630868841858981,0.011630868841858981,2.038059484107523e-14,0.0,0,0,0.0,0.16955425118665815,235912712.10367048,12234317.153595852,2.0154494273300643e-14,2.0154494273300643e-14,optimal,7.0,4.738563134521979e-14,-6.6589158801754014e-09,-6.658963265806747e-09,2.0031292418568372e-16,5.4496861148763053e-14,0.7290000000000001,1.0,3.0
265,17.333515167236328,40000009.54756169,5.97664752134175e-06,0.010634520874761648,0.010634520874761648,2.070797812233942e-14,0.0,0,0,0.0,1.2103310497190651,33048811.78414609,12234317.153595852,2.155785731106611e-14,2.155785731106611e-14,optimal,7.0,4.814710054238336e-14,-2.074242834473942e-09,-2.0742909815744846e-09,2.1041315678666597e-16,4.748450070530395e-14,0.08862938119652508,1.0,23.0
266,17.376763105392456,40000009.54756167,0.00026146051694938866,0.09254476181014087,0.09254476181011402,7.049257401177439e-08,0.0,0,0,0.0,-0.8190494732038391,-48837103.37864292,12234317.153595852,1.3575411672566363e-05,1.3575411672566363e-05,unknown,14.0,1.4973979652228363e-26,-7.298221813622858e-08,-7.29822181362286e-08,1.482607326380263e-16,1.1304107956392577e-11,0.0225283995449392,1.0,36.0
267,17.649283170700073,40000009.54756172,6.143906154658885e-08,0.09254405471629705,0.09254405471629705,2.3095088920352644e-14,0.0,0,0,0.0,0.7344159493606532,54465050.84412561,12234317.153595852,2.3444698560643305e-14,2.3444698560643305e-14,optimal,7.0,5.369699021193122e-14,-9.516495290400483e-09,-9.516548987390694e-09,9.91682615951663e-17,2.1130768612854195e-13,2.5e-323,0.0,10000.0
268,17.692605018615723,40000009.547561705,0.0003506383270998478,0.19551773296483416,0.1955177329365298,3.326861411906506e-06,0.0,0,0,0.0,-0.6857147512587705,-58333297.54917203,12234317.153595852,0.00018924465680210774,0.00018924465680210774,unknown,14.0,3.326014224594579e-25,-3.358273965667183e-06,-3.358273965667183e-06,8.043959048583079e-17,5.766705551646089e-11,0.008727963568087723,1.0,45.0
269,17.73483681678772,40000009.54756168,0.0001317107005025805,0.09663302075660633,0.09663302075660633,2.1191225305538434e-14,0.0,0,0,0.0,-0.03045001711847021,-1313628262.8561275,12234317.153595852,2.3577568732070835e-14,2.3577568732070835e-14,optimal,7.0,4.92714748033221e-14,-4.438375990007063e-08,-4.438380917154544e-08,2.3713758346479186e-16,2.521362511796207e-13,0.5904900000000002,1.0,5.0
270,17.781099796295166,40000009.54756166,4.1257636981036664e-05,0.01774824447828327,0.01774824447828327,2.0550379206099008e-14,0.0,0,0,0.0,0.38464916509238445,103990870.10043275,12234317.153595852,2.0900478258200795e-14,2.0900478258200795e-14,optimal,7.0,4.778049314584674e-14,-3.558478997485447e-09,-3.558526777978593e-09,2.2011481345140403e-16,7.767117582643143e-14,0.81,1.0,2.0
271,17.827524662017822,40000009.54756166,4.716870722575334e-07,0.017608363931297534,0.017608363931297534,2.070391365206964e-14,0.0,0,0,0.0,0.747716250580968,53496232.11700909,12234317.153595852,2.1562005423676913e-14,2.1562005423676913e-14,optimal,7.0,4.813762312603089e-14,-1.2394519764882101e-09,-1.2395001141113362e-09,2.89771091996517e-16,3.6021077240919246e-14,0.00785516721127895,1.0,46.0
272,17.871845483779907,40000009.54756166,0.00013502183497558033,0.04578594917255309,0.04578594917013349,4.707093188024235e-07,0.0,0,0,0.0,-0.05159664654405026,-775244208.9421297,12234317.153595852,8.952163638038717e-05,8.952163638038717e-05,unknown,14.0,1.3782347827811434e-25,-4.759061162820617e-07,-4.759061162820617e-07,3.034438156558882e-16,1.479430232600569e-11,0.01077526366430583,1.0,43.0
273,17.917087078094482,40000009.54756165,6.429672688241222e-05,0.04841199803647075,0.048411998035970016,2.2018755442761416e-07,0.0,0,0,0.0,-0.3939249772361231,-101542187.38820182,12234317.153595852,4.2093206059046926e-05,4.2093206059046926e-05,unknown,15.0,5.155053403696346e-28,-2.249784317407726e-07,-2.2497843174077263e-07,2.51687482724147e-16,3.905789254007911e-11,0.00515377520732012,1.0,50.0
274,17.963204860687256,40000009.547561646,0.0001882766500675317,0.08506652418558024,0.08506652418554941,7.241216078239328e-08,0.0,0,0,0.0,0.28612111664783785,139800942.3782273,12234317.153595852,1.407415362981197e-05,1.407415362981197e-05,unknown,14.0,1.0876105704126867e-26,-7.860403892266661e-08,-7.860403892266662e-08,2.575366180653652e-16,3.965497781559002e-11,0.016423203268260675,1.0,39.0
275,18.255961179733276,40000009.547561705,4.2146848510894035e-08,0.08498484375454107,0.08498484364394272,4.335708406016979e-06,0.0,0,0,0.0,0.03094633862048607,1292560096.8741384,12234317.153595852,0.0002438146673305266,0.0002438146673305266,unknown,14.0,5.491759964220672e-25,-4.350926106683172e-06,-4.3509261066831725e-06,3.6433501752707724e-16,6.763973922163403e-11,2.5e-323,0.0,10000.0
276,18.29991912841797,40000009.547561675,0.00018202071073289912,0.07218501194970837,0.07218501194970837,2.3408992787052833e-14,0.0,0,0,0.0,0.20803040935518738,192279601.39762035,12234317.153595852,2.390246336891947e-14,2.390246336891947e-14,optimal,7.0,5.443020194766496e-14,-1.9521709427716957e-08,-1.9521763857918904e-08,1.8119181834058758e-16,1.6337388357466505e-13,0.9,1.0,1.0
277,18.350061655044556,40000009.54756166,0.0002470898938278869,0.1999634286787345,0.19996342864022962,3.924172637722497e-06,0.0,0,0,0.0,1.1448091835502163,34940322.46696363,12234317.153595852,0.00022258360414437124,0.00022258360414437124,unknown,15.0,5.507906868048237e-27,-3.9561367253363655e-06,-3.9561367253363655e-06,1.8101227506888924e-16,1.6566326839355035e-09,0.005726416897022355,1.0,49.0
278,18.395747184753418,40000009.547561616,0.0005886997815309848,0.33840009074106786,0.3384000907003327,5.250672015724213e-06,0.0,0,0,0.0,0.38885333864615823,102866549.99472445,12234317.153595852,0.000302292064027723,0.000302292064027723,unknown,15.0,3.099850331874635e-26,-5.3701944224092255e-06,-5.3701944224092255e-06,3.0947166999473556e-16,6.603099608238803e-11,0.014780882941434608,1.0,40.0
279,18.44162654876709,40000009.547561616,0.0004893850244213463,0.4580541797330456,0.45805417972706997,2.3397251260327727e-06,0.0,0,0,0.0,0.8589806132051946,46566829.17172855,12234317.153595852,0.0004364067818020385,0.0004364067818020385,unknown,15.0,1.9300981176340885e-27,-2.5118643542837947e-06,-2.5118643542837947e-06,1.970074878304397e-16,5.243496893651244e-11,0.03433683820292516,1.0,32.0
280,18.48629069328308,40000009.54756161,0.00043037440137347116,0.602489381743116,0.6024893817428819,5.310273566100381e-07,0.0,0,0,0.0,0.6927620838874745,57739885.53501825,12234317.153595852,0.00010256917086642607,0.00010256917086642607,unknown,14.0,1.5924381455573608e-25,-5.84928036884407e-07,-5.849280368844069e-07,3.182337891338083e-16,1.9862496304320338e-11,0.03433683820292516,1.0,32.0
281,18.759431838989258,40000009.54756162,5.575503985246929e-08,0.6024808653780602,0.6024808653736083,2.31610240096293e-06,0.0,0,0,0.0,0.5573364978292474,71769930.72577949,12234317.153595852,0.00013048325645982406,0.00013048325645982406,unknown,16.0,2.38916628476058e-27,-2.365613811755345e-06,-2.3656138117553455e-06,2.7818475949423026e-16,6.043862318163828e-11,2.5e-323,0.0,10000.0
282,18.802109241485596,40000009.547561586,7.425676836950908e-05,0.1622066924656137,0.1622066924656137,2.191992958708863e-14,0.0,0,0,0.0,-0.958967003671713,-41711552.62668629,12234317.153595852,2.1924576440828373e-14,2.1924576440828373e-14,optimal,7.0,5.0964494962067835e-14,-5.252648741222807e-08,-5.252653837672303e-08,1.0349302639955355e-16,1.710708361051833e-13,0.7290000000000001,1.0,3.0
283,18.84541130065918,40000009.54756158,0.00027470949553452454,0.14475112593171663,0.14475112593171663,2.8143817863123493e-14,0.0,0,0,0.0,1.1277032716893227,35470325.77196647,12234317.153595852,3.082403943857901e-14,3.082403943857901e-14,optimal,7.0,6.548064395543267e-14,-1.3655888716171458e-08,-1.3655954196815413e-08,2.549152280078194e-16,9.868966361964014e-13,0.7290000000000001,1.0,3.0
284,18.894116401672363,40000009.54756157,0.00028090938095732117,0.11762805796278167,0.11762805796278167,3.0028810010389335e-14,0.0,0,0,0.0,0.003663182971749688,10919465781.004313,12234317.153595852,3.462517378096133e-14,3.462517378096133e-14,optimal,7.0,6.993424067212666e-14,-4.019286775717019e-08,-4.0192937691410864e-08,2.4534898359794387e-16,3.488547814812505e-13,0.47829690000000014,1.0,7.0
285,18.995453596115112,40000009.54756155,0.00015601985863886416,0.004572821466802278,0.004572821466802278,2.1171956506864836e-14,0.0,0,0,0.0,1.8725039817322726,21361772.106733106,12234317.153595852,2.3483959795968433e-14,2.3483959795968433e-14,optimal,7.0,4.92264032095351e-14,-1.4875780984282645e-08,-1.4875830210685854e-08,1.8321256910595584e-16,1.9453903840998662e-13,1.0,1.0,0.0
286,19.06445622444153,40000009.54756153,0.0002070929648285352,0.014019014860695513,0.014019014841770016,7.284460274707186e-07,0.0,0,0,0.0,0.01475641438911809,2710685776.825915,12234317.153595852,0.0001372678411137321,0.0001372678411137321,unknown,14.0,2.1848703551928045e-25,-7.393394774356566e-07,-7.393394774356567e-07,2.2353680020917536e-16,2.159744035774965e-11,0.013302794647291147,1.0,41.0
287,19.332215309143066,40000009.547561586,3.332000937312528e-08,0.013977694571514734,0.013977694571514734,2.1797255708055656e-14,0.0,0,0,0.0,-0.9184002551779304,-43553999.89306835,12234317.153595852,2.6655632217554958e-14,2.6655632217554958e-14,optimal,7.0,5.06840501147911e-14,-2.9155513415243106e-08,-2.9155564099293222e-08,2.3576468102786175e-16,1.8674837113180377e-13,2.5e-323,0.0,10000.0
