iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
216,92.00194072723389,40870284.95588234,7.084213104697423e-05,2359132.5528214048,2359132.5528145237,5.694341853380024,0.0,0,0.11780181701515828,0.02644825540795052,-4041222.580192513,-9.746749190313349,5565506401750.593,0.5,0.2794517979454951,40.623293209870916,1.1606778676171934,3222.723617525546,6.103515625e-05,True,14.0,-11132487929414.785,318072.65909766627,754876.3665739406,6289807583383.381,3222.723617525546,2.1700978483763353e-05,(-8.39976968625268e-05+0j)
217,92.43875336647034,40870312.18698564,5.937714299130031e-05,2358851.323585434,2358851.323578494,5.718239481347455,0.0,0,0.11779862982371504,0.02645116285093672,-3170649.6238759505,-12.066794079058438,5564179566749.435,0.5,0.27943418400973846,40.76043888436037,0.4864177232152194,1787.806235737405,0.0001220703125,True,13.0,-11131012803500.014,223091.14774260647,429846.1230597648,4622888057920.386,1787.806235737405,5.2576013647472034e-05,(-8.464969514644966e-05+0j)
218,92.84361958503723,40870400.133525096,0.00011790365902767763,2358835.8407629104,2358835.8407559376,5.731910503449274,0.0,0,0.11781075886976315,0.026452430975216986,-2425403.9031577036,-16.269120221278254,5564106523636.194,0.5,0.27942495759668673,40.99262440059666,1.931733563751572,4599.630544032201,6.103515625e-05,True,14.0,-11128359133497.697,1440888.979119282,2412922.4993712297,3596516853758.0117,4599.630544032201,4.624022015336865e-05,(-8.408008941431331e-05+0j)
219,93.27601623535156,40870401.23301554,3.775267048968385e-05,2358657.6572923986,2358657.6572853834,5.749007555761651,0.0,0,0.11781040216053167,0.026454393602309004,-3645523.3779839464,-10.71374725898747,5563265944272.396,0.5,0.27941608349274333,41.07731104771009,0.6185401172657623,2707.774361947624,6.103515625e-05,True,14.0,-11128213047271.217,18015.18090107831,621519.1118230415,6147684918039.079,2707.774361947624,2.656760280970669e-05,(-8.312715218688514e-05+0j)
220,93.71496105194092,40870482.16030756,0.00010769292496157482,2358570.595011604,2358570.5950045018,5.784643290042849,0.0,0,0.11784131294042467,0.026457752805731923,-3935701.1501949765,-10.17325240625537,5562855251621.3125,0.5,0.27941062947155454,41.495251961727995,3.528881942846642,14205.984558274768,3.0517578125e-05,True,15.0,-11126531888543.621,2651794.275550163,4115356.294818457,21746783255384.375,14205.984558274768,3.342640208823233e-05,(-8.278446013954475e-05+0j)
221,94.14907646179199,40870509.370293036,4.903517531739029e-05,2358432.1131340023,2358432.113126812,5.820225424831782,0.0,0,0.11786093511493086,0.026460413798342335,-4275180.918733789,-9.1960480336768,5562202032229.224,0.5,0.27940147786115854,41.8282512554322,0.8033924757533607,5475.836531038183,6.103515625e-05,True,14.0,-11125710503241.453,445809.0854242551,815856.9696801516,612831813494.582,5475.836531038183,2.7731230999484856e-05,(-8.111622452437458e-05+0j)
222,94.55574655532837,40870460.52904809,5.571148413258017e-05,2358248.8063597507,2358248.8063525097,5.84054605156635,0.0,0,0.11786222075223411,0.02646135505527582,-3579843.391307555,-11.172228929845476,5561337432664.46,0.5,0.2793925201709367,41.93699321345684,0.9127774904799406,3116.5429413804773,6.103515625e-05,True,14.0,-11124404064457.275,-800236.9764694658,1307603.0576343047,6394675879786.765,3116.5429413804773,2.1921433381870473e-05,(-7.982431514414601e-05+0j)
223,94.99109697341919,40870440.18425338,4.6421560947769844e-05,2358070.263058447,2358070.263051148,5.863583510647215,0.0,0,0.11786491028473627,0.02646320361610628,-4751221.455291187,-8.339540190246714,5560495365487.531,0.5,0.27938348045732303,42.06397050222586,0.760571090083883,3467.6942192010065,6.103515625e-05,True,14.0,-11122674865327.748,-333338.95245083113,944144.4969511097,8178752806056.582,3467.6942192010065,1.2263871382149506e-05,(-7.941040154607313e-05+0j)
224,95.42557001113892,40870509.424709804,9.372538761563944e-05,2357820.2364060297,2357820.2363986713,5.887240438384864,0.0,0,0.11786949914737131,0.026467425708449836,-3143148.0942973774,-12.652202756922831,5559316267172.507,0.5,0.27937454391975497,42.215773969479876,1.5355967920572025,3347.2404104550938,6.103515625e-05,True,14.0,-11120990730973.893,1134486.0227048097,3248004.195232402,2271458703060.7676,3347.2404104550938,3.819451179815151e-05,(-7.893102447757045e-05+0j)
225,95.93293690681458,40870509.4247098,0.0,2357820.2364060353,2357820.236398677,5.8872404383836265,0.0,0,0.11786949914737006,0.026467425708449756,-2954553.583012855,-13.923038319859382,5559316267172.533,0.5,0.2793745439197549,42.21577396946564,4.680895372724018,16588.91599650805,8.881784197001252e-16,False,51.0,-11118632534343.844,-668205.8744724568,8803937.299478129,38707500300043.25,16588.91599650805,-2.402813260184754e-05,(-7.836335704733097e-05+0j)
226,96.35141682624817,40870541.02441069,4.923641763198522e-05,2357654.949202877,2357654.9491954716,5.905754308932295,0.0,0,0.11786918260736544,0.026470204664266174,-2285324.5753108016,-17.361138064908136,5558536859467.322,0.5,0.2793656175197988,42.306089866204296,0.8066896187092405,2952.1931275857823,6.103515625e-05,True,14.0,-11118632534343.896,517759.63500201283,1056049.8176792306,7970352593794.902,2952.1931275857823,1.5407519557786137e-05,(-7.836336062452149e-05+0j)
227,96.78496170043945,40870562.06741568,4.521916648792279e-05,2357452.193109961,2357452.193102498,5.928432769003099,0.0,0,0.1178728677545056,0.026472979113574515,-3475596.11504537,-11.616056746974634,5557580842765.198,0.5,0.27935671091852393,42.44805498146626,0.740871067709121,3237.783792604417,6.103515625e-05,True,14.0,-11117073718933.475,344786.43883286463,1603029.349084474,3422402924041.6084,3237.783792604417,3.433629539229224e-05,(-7.80288558292399e-05+0j)
228,97.21885800361633,40870664.70398015,0.00020647431832083242,2357065.4779110993,2357065.4779037167,5.895875297840828,0.0,0,0.11782446646050289,0.026475449957126956,-3507368.577117961,-11.040812371357138,5555757667126.899,0.5,0.27933801169343275,42.01452793039557,1.6914376365342685,3907.6857517177696,0.0001220703125,True,13.0,-11115161685529.227,840911.4077218015,971586.7129732168,1437714777284.168,3907.6857517177696,3.578217370694255e-05,(-7.750692832533049e-05+0j)
229,97.66144227981567,40870664.5482905,5.378523716249264e-05,2356812.4381246585,2356812.4381171796,5.933959642597125,0.0,0,0.11783002836814817,0.02647828212002823,-4140007.0376413316,-9.449452127184506,5554564868465.269,0.5,0.2793200381756186,42.271701879787514,0.4406086902896431,2675.334667724458,0.0001220703125,True,13.0,-11111515334252.629,-1277.8447778220852,760684.7569698961,6029471183716.686,2675.334667724458,2.7450143605459917e-05,(-7.910714325252856e-05+0j)
230,98.07711148262024,40870631.37893659,5.377203718638035e-05,2356721.7431002064,2356721.7430927157,5.938524537518683,0.0,0,0.11782546531992967,0.026478842999349016,-3669605.8228087993,-10.560398244112267,5554137374367.391,0.5,0.27931865318323224,42.2251492410316,7.048010942348834,20492.56390522366,7.62939453125e-06,True,17.0,-11109129736929.367,-4347666.790802881,12547286.256073551,39056608908013.625,20492.56390522366,-1.9708947960064082e-05,(-7.814453134496247e-05+0j)
231,98.48098826408386,40870625.92982165,5.390852132703513e-05,2356414.306228155,2356414.3062205454,5.985095333612411,0.0,0,0.11783768394831896,0.026482121393921046,-3208528.266938615,-12.576283358156862,5552688382562.278,0.5,0.27930045715459123,42.569864083544765,0.4416188487267026,3242.3247954789913,0.0001220703125,True,13.0,-11108274748733.611,-44649.50444668854,605102.6734463106,3669826765265.9365,3242.3247954789913,3.315655128328934e-05,(-7.831705905800594e-05+0j)
232,98.9160737991333,40870612.29902287,5.2337935443472693e-05,2356190.465219944,2356190.4652122958,5.999878357919999,0.0,0,0.11783158994481154,0.026483998101367343,-4104189.7339826073,-9.762368314628839,5551633508358.757,0.5,0.27929132368891396,42.586711091595305,0.8575054355127297,3498.689017775212,6.103515625e-05,True,14.0,-11105376765123.387,-223336.63640578225,1348274.323421124,6143611020015.441,3498.689017775212,2.049866213919446e-05,(-7.704852584212837e-05+0j)
233,99.35542106628418,40870591.75982547,3.392427628248383e-05,2356032.318863247,2356032.3188555674,6.012183871255183,0.0,0,0.11782664636124333,0.026484865615022002,-3284634.4766038186,-12.110160301056354,5550888287493.363,0.5,0.2792825014051537,42.61850370557993,0.5558161575031237,2497.600417106344,6.103515625e-05,True,14.0,-11103267016716.344,-336524.1945623459,447776.9076319105,6529512357798.571,2497.600417106344,2.647205448015586e-05,(-7.698779068492743e-05+0j)
234,99.76446461677551,40870620.54684228,8.604131512291231e-05,2355651.1702463278,2355651.1702384828,6.075995227923654,0.0,0,0.11784972926477726,0.026490374366685252,-3104535.2879089564,-12.896805288533558,5549092435847.353,0.5,0.27926349413310764,43.110931288461614,0.7048505471293373,4452.415429524003,0.0001220703125,True,13.0,-11101776574985.557,235828.78352081814,1143577.7310232427,1918163300630.8672,4452.415429524003,2.981887485328673e-05,(-7.687305045819189e-05+0j)
235,100.17645788192749,40870622.957817465,1.946744751756294e-05,2355575.9638117496,2355575.9638038883,6.082310278259383,0.0,0,0.11784913790972064,0.02649129778926319,-3938836.1829322022,-9.97325873208743,5548738121252.037,0.5,0.2792612912702765,43.127651013624444,1.2758242503705275,4987.598089389462,1.52587890625e-05,True,16.0,-11098184871693.535,158005.49685537483,3430927.9467660603,6638996776128.456,4987.598089389462,1.2926396504295901e-05,(-7.511664839795348e-05+0j)
236,100.62007546424866,40870595.183500476,3.187002724153123e-05,2355533.3500207597,2355533.3500128905,6.0853432597341826,0.0,0,0.11784623050286995,0.026491123524556588,-2819106.657859917,-13.82942480055528,5548537363024.37,0.5,0.2792590932084192,43.11353590635049,2.088637694123164,4803.402869012181,1.52587890625e-05,True,16.0,-11097476242502.904,-1820229.8041504521,1691921.2542639808,12627754581511.582,4803.402869012181,-4.606181187423257e-06,(-7.505847096967534e-05+0j)
237,101.06618094444275,40870641.51129972,6.634746498554842e-05,2355255.578460337,2355255.578452369,6.123097001319404,0.0,0,0.11785047662236268,0.026494986844660996,-2970137.2302251793,-13.06748584303356,5547228839832.428,0.5,0.2792411947504851,43.36679027882048,0.5435187261073369,2650.0216584851155,0.0001220703125,True,13.0,-11097074726047.57,379541.02018486825,313867.59289073444,4916013563539.809,2650.0216584851155,3.372450265961494e-05,(-7.510770884997882e-05+0j)
238,101.4681704044342,40870650.053168066,7.670326082465728e-05,2355105.0924138506,2355105.0924057285,6.181879982450101,0.0,0,0.11787724688774125,0.02649749103757672,-3243375.2507769167,-12.221021410227165,5546519996276.816,0.5,0.27922254879260316,43.92635031321119,0.628353386705957,4598.576329206743,0.0001220703125,True,13.0,-11094457679663.686,69953.0903669889,1445175.527181075,4029326491208.745,4598.576329206743,2.2215519272350244e-05,(-7.423043285997994e-05+0j)
239,101.87364411354065,40870653.02854972,4.127602015833468e-05,2354935.5437665405,2354935.5437583597,6.203887699932695,0.0,0,0.1178773015857311,0.026499619135529284,-4328410.5302535305,-9.296516988075398,5545721415257.902,0.5,0.2792135320441804,44.029214130822204,0.6762668512208814,3518.619431193241,6.103515625e-05,True,14.0,-11093039992552.463,48751.54225463942,578054.6248383367,7892304637696.536,3518.619431193241,1.315398702287218e-05,(-7.233873564101961e-05+0j)
240,102.30557155609131,40870681.99174401,6.541399482087602e-05,2354613.436163453,2354613.436155102,6.2676883795178355,0.0,0,0.11789795738633045,0.026504516288552205,-3865329.512066168,-10.059572920678237,5544204433723.559,0.5,0.27919465132147386,44.52117072131697,0.5358715129749035,4450.8047053747,0.0001220703125,True,13.0,-11091442830514.635,237282.18001656295,446184.77700629405,4161269021958.741,4450.8047053747,2.2516786847086584e-05,(-7.200082834201781e-05+0j)
241,102.74369502067566,40870751.885526724,8.050244179952117e-05,2354549.9410723457,2354549.9410639144,6.297800865503224,0.0,0,0.11791875502611741,0.026507182346504603,-3811325.6466477816,-10.297047610342306,5543905424965.504,0.5,0.27918972719962604,44.868905584904645,2.6379041075547134,11701.451692493083,3.0517578125e-05,True,15.0,-11088408867445.947,2290312.7132533095,2995497.1386080687,7933311896053.279,11701.451692493083,2.3509778992586658e-05,(-7.040938344436268e-05+0j)
242,103.1808762550354,40870746.04004662,3.851008715432208e-05,2354311.2920663343,2354311.2920578285,6.325297813664621,0.0,0,0.11792253289792683,0.02650955175769844,-3200065.40830712,-12.37587276338848,5542781659912.423,0.5,0.279180679453839,45.029923478793464,0.6309499955593008,3989.0279960923795,6.103515625e-05,True,14.0,-11087810849929.838,-95779.1361287032,1816893.522001903,2473572061942.6836,3989.0279960923795,3.123129029070261e-05,(-6.931762045553905e-05+0j)
243,103.5938048362732,40870770.36026366,3.2418992458095476e-05,2354265.003549147,2354265.003540594,6.342763301529809,0.0,0,0.11793120564138855,0.02651076190497413,-4163774.8274966376,-9.557405258265591,5542563706897.414,0.5,0.2791762661440624,45.20954788269167,1.0623076980869854,5896.787329102148,3.0517578125e-05,True,15.0,-11085563319823.676,796925.7094929504,1568360.7055714296,312152335003.459,5896.787329102148,2.6425299189129843e-05,(-6.88219269792974e-05+0j)
244,104.02342057228088,40870920.344957426,0.00015317649221013936,2353905.411158237,2353905.4111495274,6.4003255433200925,0.0,0,0.11794599367851395,0.02651849972586173,-3747979.2166096265,-10.620167673404469,5540870684640.446,0.5,0.27915770056026373,45.64238860225327,1.2548218768139685,3997.827958696311,0.0001220703125,True,13.0,-11085127413793.658,1228807.5050411678,1048453.8247044511,3038359226771.081,3997.827958696311,2.911249561072848e-05,(-6.827486887790164e-05+0j)
245,104.43007850646973,40870962.92897047,5.091291326859297e-05,2353717.721366643,2353717.72135785,6.430546682851843,0.0,0,0.1179540816873189,0.026521599445732548,-3758448.992732794,-10.518168486765834,5539987111835.407,0.5,0.2791487841526086,45.87333275903537,0.8341576095447302,4207.532164249695,6.103515625e-05,True,14.0,-11081741369279.725,697725.6714294284,837611.582598825,1751754809357.7031,4207.532164249695,3.20723697537559e-05,(-6.697976134218214e-05+0j)
246,104.863450050354,40870910.004529275,8.519373089099221e-05,2353539.6799536063,2353539.679944738,6.457794576230154,0.0,0,0.1179564001000397,0.026522579028806163,-3337261.8779054186,-11.367583509654548,5539149025075.799,0.5,0.27913968504052644,46.01962835023225,1.3958143691940361,4103.461301743027,6.103515625e-05,True,14.0,-11079974223669.646,-867157.1038254484,3487950.8343101526,5644362793356.229,4103.461301743027,1.916006093601608e-05,(-6.630526668021241e-05+0j)
247,105.27990317344666,40870881.658720724,5.656681771394175e-05,2353426.2870884514,2353426.28707957,6.462445254490746,0.0,0,0.1179514994916543,0.026523549206244893,-3412024.671016415,-11.713176178029729,5538615288718.551,0.5,0.2791391049144408,45.94701971169339,59.314618758084265,214514.68843677154,9.5367431640625e-07,True,20.0,-11078298050150.43,-29723778.099730555,185132768.85777065,156017340189234.75,214514.68843677154,-9.773344041437664e-06,(-6.588376758436741e-05+0j)
248,105.7196753025055,40870866.88404379,3.32790105353343e-05,2353319.9950602283,2353319.9950513034,6.4780680327822635,0.0,0,0.11795215206392161,0.026524659803076625,-2726917.829306406,-14.418123416582809,5538114999109.685,0.5,0.2791345884913774,46.012737621099674,1.0904862967465496,5202.396980849751,3.0517578125e-05,True,15.0,-11077230577435.934,-484148.573439268,2586728.179717951,9201912817150.27,5202.396980849751,5.214160339211388e-06,(-6.609225701866556e-05+0j)
249,106.12494826316833,40870951.10026269,9.309316174760644e-05,2353040.1027859757,2353040.1027769023,6.53139703320867,0.0,0,0.11796464675745312,0.026529820517615807,-3734404.663249414,-10.737122696692927,5536797725277.755,0.5,0.2791163564812003,46.42629534513088,0.7626191477987727,3729.9803496822424,0.0001220703125,True,13.0,-11076229998218.201,689951.7253388668,629047.1307700459,3851151077958.709,3729.9803496822424,2.8019189120490065e-05,(-6.590355145249311e-05+0j)
250,106.57269406318665,40870970.8833609,2.9905966008081665e-05,2352959.622564183,2352959.6225550324,6.559165661573567,0.0,0,0.11797670241222157,0.026531742323822233,-3366180.4526203983,-11.9780520797147,5536418985375.74,0.5,0.27911180800722146,46.66949810008906,0.9799587107810205,8145.149622839219,3.0517578125e-05,True,15.0,-11073595450554.342,648267.1783110456,404077.61412251636,3172383477676.967,8145.149622839219,1.4032232923818815e-05,(-6.472926328475699e-05+0j)
251,106.97893261909485,40870993.61023821,4.6745809558282614e-05,2352800.2060499843,2352800.206040792,6.573762980628353,0.0,0,0.11797075293955424,0.02653383740301113,-3191353.9749542736,-12.278513869606384,5535668809547.014,0.5,0.2791028378188719,46.69187531020152,0.7658834713449914,3306.610709110103,6.103515625e-05,True,14.0,-11072837970750.312,372375.2035642751,579397.7516596761,8257014792308.59,3306.610709110103,1.2318508647360515e-05,(-6.405447546212454e-05+0j)
