iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
156,66.34756278991699,40868683.441075675,2.1073424255447017e-08,2373794.9573964756,2373794.9573922455,4.4768837751207045,0.0,0,0.11753244008736756,0.02627414125747224,-4187887.2109506875,-9.542458726775044,5634902499742.285,0.5,0.28030774772068706,31.870314471206477,6.144596185150982,8895.797661593271,8.881784197001252e-16,False,51.0,-11269804999483.305,-1764734.9581228858,19581799.46175576,26006288849319.22,8895.797661593271,6.022002749637958e-05,(-0.00013797913040087008+0j)
157,66.75698471069336,40868762.43099786,0.00011578928204701819,2373755.162938254,2373755.1629339666,4.507074961261987,0.0,0,0.1175777026879536,0.026278018032857745,-4028517.035759089,-9.983068655420594,5634713573557.095,0.5,0.2803043318523113,32.211752427962,7.588366719396105,22993.63888750458,1.52587890625e-05,True,16.0,-11269804999483.393,5176658.858214407,1648862.5531393548,41019418279951.13,22993.63888750458,3.26813458838761e-05,(-0.00013797913033259393+0j)
158,67.26327443122864,40868762.43099783,1.4901161193847656e-08,2373755.162938336,2373755.1629340486,4.507074961253594,0.0,0,0.11757770268794583,0.026278018032855413,-3966749.417429335,-10.066851150861762,5634713573557.484,0.5,0.2803043318523112,32.211752427905665,37.000461672957904,79776.47567875488,8.881784197001252e-16,False,51.0,-11269427147113.012,-29183758.447293676,108343587.798574,5248368418100.451,79776.47567875488,2.9754451483452047e-06,(-0.00013505324341448754+0j)
159,67.7409348487854,40868762.43099786,2.1073424255447017e-08,2373755.1629383694,2373755.162934082,4.507074961252663,0.0,0,0.11757770268794736,0.026278018032855115,-3540648.568515811,-11.25662491760207,5634713573557.644,0.5,0.2803043318523111,32.21175242791755,43.80948610143752,42634.10271711867,8.881784197001252e-16,False,51.0,-11269427147113.791,17540983.430392187,87173522.58955118,104961821798817.67,42634.10271711867,3.917783975047543e-05,(-0.00013505324134750518+0j)
160,68.14766073226929,40868849.71498615,9.278539319770367e-05,2373731.319245923,2373731.3192415964,4.527777724340511,0.0,0,0.11760093678162385,0.02628098421337693,-2350543.1707496275,-16.46466516744349,5634600375949.885,0.5,0.2802952458509776,32.438834700616916,1.5201958908635615,3783.556919337404,6.103515625e-05,True,14.0,-11269427147114.11,1430071.9078117115,2660261.3773196624,1927085329070.834,3783.556919337404,3.548380546587884e-05,(-0.00013505324301306962+0j)
161,68.5798568725586,40868767.281581804,0.0001279257919761498,2373541.6480098413,2373541.648005547,4.510554134255852,0.0,0,0.11755829411517164,0.026279457665463492,-4302755.917618656,-9.375222027293669,5633699954818.32,0.5,0.2802852923811527,32.17454926738898,2.0959363067588863,5155.158093818255,6.103515625e-05,True,14.0,-11269200751898.592,-1350651.428922905,950958.5358880362,16110960990195.586,5155.158093818255,-1.3495747790820848e-05,(-0.0001331619101493905+0j)
162,68.9845323562622,40868811.22429507,7.112679041601401e-05,2373394.273779349,2373394.2737750015,4.538351333497219,0.0,0,0.1175865169828703,0.026283171624140986,-3438827.5091696763,-11.599406915863096,5633000378789.399,0.5,0.2802760821687056,32.4379761295583,1.1653414508739564,4326.387576970324,6.103515625e-05,True,14.0,-11267399909635.463,719967.6413237433,490418.2886202357,173539189877.17188,4326.387576970324,3.68510463028682e-05,(-0.0001353502965638225+0j)
163,69.4158775806427,40868870.733765475,7.85407356145829e-05,2373325.4528383035,2373325.4528339263,4.5537321449457,0.0,0,0.11760304928919706,0.0262850213537318,-3313470.6071520373,-11.978319639330454,5632673705070.794,0.5,0.2802671640350708,32.617973136830265,1.286811341124294,3057.4454938341105,6.103515625e-05,True,14.0,-11266000757577.621,974994.6802467486,1541725.944834566,2262009230151.83,3057.4454938341105,6.358824377248588e-05,(-0.00013315146984631447+0j)
164,69.81313848495483,40869284.948710315,0.0005804298593803911,2372598.3725997494,2372598.372595283,4.599313022760412,0.0,0,0.11761030903392462,0.026295532517695095,-2711800.3564291126,-14.606295419193538,5629223037643.218,0.5,0.28019556020446773,33.12497663747254,1.1887204700895155,1055.6480501831907,0.00048828125,True,11.0,-11265347410140.41,848310.8431554184,1263762.0212462319,1320321075179.8828,1055.6480501831907,0.00013539246854612396,(-0.00013168149468593615+0j)
165,70.25148391723633,40869784.943429634,0.0005665197103823066,2371402.5533623155,2371402.5533577087,4.6700815339714135,0.0,0,0.11762157744700018,0.0263168023440539,-3533272.647500984,-11.548632881180803,5623550070072.89,0.5,0.28012200657535574,33.6792010990284,1.1602324687002856,1253.5385114547828,0.00048828125,True,11.0,-11258446075285.258,1024301.5484107722,468752.00038204266,2364513042354.7617,1253.5385114547828,0.00010199562536534096,(-0.0001276494174257091+0j)
166,70.65750646591187,40869848.76918981,6.95154981138271e-05,2371365.551080686,2371365.551076063,4.678254981439667,0.0,0,0.11763239906676161,0.026318592341962932,-3532704.718348617,-11.087950374244093,5623374576831.709,0.5,0.2801197300300326,33.781887853747506,4.5557683250494945,7274.779051548078,1.52587890625e-05,True,16.0,-11247100140144.602,4182914.0869366694,755999.7789634615,21091538522324.504,7274.779051548078,6.390883293110608e-05,(-0.00012344758619735978+0j)
167,71.09609270095825,40869914.99579447,0.00010279865298292855,2371263.94892524,2371263.948920596,4.688667691143448,0.0,0,0.11764408419144091,0.02632063210991314,-3912593.7768437937,-9.960094851528135,5622892715451.93,0.5,0.280115266428241,33.90738072053581,3.3685065457502694,4355.1133584870295,3.0517578125e-05,True,15.0,-11246749153662.24,2170083.7573638917,4931241.817051758,13827904988357.373,4355.1133584870295,8.277243539785542e-05,(-0.00012269684419367535+0j)
168,71.49881339073181,40869881.87056292,0.00012167830574504989,2370543.1377977035,2370543.1377929724,4.731800056747554,0.0,0,0.11764576813414192,0.02632704548375341,-3904181.7794220513,-10.127923498483216,5619474768138.784,0.5,0.28007825483686827,34.16524684210979,0.4983943739616147,1616.586209834575,0.000244140625,True,12.0,-11245785430902.682,-135705.363467677,709035.6279340868,4731630714622.223,1616.586209834575,5.793264539416808e-05,(-0.0001217883370253859+0j)
169,71.93240547180176,40870017.24153337,0.00015180615954076123,2370161.0394490547,2370161.039444233,4.776765121656392,0.0,0,0.11768031295106766,0.026334854262111178,-4418853.755746832,-8.90029269399428,5617663352900.799,0.5,0.28005967532778564,34.577025492420816,1.2435960744466454,3395.5801384523807,0.0001220703125,True,13.0,-11238949536276.393,1109040.72888752,1085054.1675298517,2398435573767.1465,3395.5801384523807,5.7757644275958846e-05,(-0.00011994988641284712+0j)
170,72.33198404312134,40870035.58141914,0.0002096059784909644,2368947.1529067964,2368947.1529018288,4.847309878795133,0.0,0,0.11767111031270643,0.026345620052998207,-1661594.873703039,-23.85909699502319,5611910613243.11,0.5,0.2799840652186675,35.005930997537384,0.4292730376820244,1321.1521371399288,0.00048828125,True,11.0,-11235326705800.422,37543.18226369109,464259.0250396396,4971939961245.49,1321.1521371399288,6.818172896287143e-05,(-0.00011709224632528386+0j)
171,72.77671599388123,40870065.47772063,7.467373461648554e-05,2368660.7367918976,2368660.7367868563,4.882953582617337,0.0,0,0.11768931393603742,0.026350019869589618,-3950519.5844777045,-10.077528259376784,5610553685997.082,0.5,0.27996605996516166,35.295247307759475,0.6117272383266926,2522.656783026623,0.0001220703125,True,13.0,-11223821226485.045,244915.94990705865,960724.938231793,3969853671237.916,2522.656783026623,4.137624429878334e-05,(-0.0001142228751446428+0j)
172,73.18115401268005,40869920.993456036,0.000239176988408186,2368101.4621450375,2368101.462140065,4.848653836452223,0.0,0,0.11762732258288779,0.026346397676664565,-2624403.4934122404,-14.898698196411317,5607904534991.344,0.5,0.2799469523534658,34.87573644903531,1.9593379525524421,3692.4728808849113,0.0001220703125,True,13.0,-11221107371992.988,-1183871.251503973,4932237.710635447,2064664588197.879,3692.4728808849113,5.177573947961467e-05,(-0.00011234995052765846+0j)
173,73.61702227592468,40869844.15191425,0.00014205989424302093,2367960.3393778093,2367960.3393727746,4.87902347137235,0.0,0,0.11764722659635603,0.026348653207134372,-4008840.633432384,-9.967657105590892,5607236168843.8545,0.5,0.2799417704349079,35.08093487430358,4.655018657591466,8484.837987281346,3.0517578125e-05,True,15.0,-11215809069981.512,-2518040.834798368,4691225.154484997,22600094067638.945,8484.837987281346,-1.931739370674517e-05,(-0.00011505375410276836+0j)
174,74.02038526535034,40869915.25922827,9.1211974691251e-05,2367702.2799021187,2367702.279897009,4.9150112707201625,0.0,0,0.11767107390030006,0.026353034765821494,-4201169.056855101,-9.46511390062252,5606014086230.924,0.5,0.27992375542813774,35.42114982200197,0.7472084926247988,2794.636922869522,0.0001220703125,True,13.0,-11214472337686.533,582523.5066269464,546272.2737419303,661789436244.0254,2794.636922869522,5.436610785708988e-05,(-0.0001137076676267551+0j)
175,74.44786882400513,40869986.76501054,0.00011657945439517644,2367126.443531241,2367126.443526017,4.968951860126807,0.0,0,0.11768638558342857,0.026360664668155332,-3202734.099581914,-12.334227444520737,5603287599641.557,0.5,0.27988718961854797,35.82458662536757,0.47750947434998575,1891.1850810083781,0.000244140625,True,12.0,-11212028172460.672,292915.9278230801,220560.75717883586,4469368848495.936,1891.1850810083781,5.133558119142404e-05,(-0.00011152283453121065+0j)
176,74.84868955612183,40870002.60350372,0.00012788263531609466,2366567.4944637516,2366567.4944584738,4.99415384566716,0.0,0,0.11766464762708702,0.026365487201023108,-3526065.069173409,-10.894119651887499,5600641705828.884,0.5,0.2798507879285022,35.897472820533935,0.5238072895315611,1326.1976945458682,0.000244140625,True,12.0,-11206575199281.938,64876.581204197355,228234.98687202073,7037711075930.217,1326.1976945458682,4.5270440889349164e-05,(-0.00010901066617195152+0j)
177,75.28066349029541,40869979.34348817,0.00011154346406739424,2366268.323527455,2366268.323522147,5.0080751065322415,0.0,0,0.11765957051696606,0.02636857463508035,-3478067.303592663,-11.103153690480179,5599225778905.739,0.5,0.2798414044157883,35.91904280330716,1.8275282543755171,3287.865267009928,6.103515625e-05,True,14.0,-11201283411656.594,-381103.8600756544,6297436.524790709,5673176979475.16,3287.865267009928,2.4219748259258827e-05,(-0.0001085683157579845+0j)
178,75.68240857124329,40869988.823365875,5.8801862631027395e-05,2365969.0332322256,2365969.0332268584,5.035567578766189,0.0,0,0.11766352835302653,0.0263722004103234,-3095556.9848927436,-12.76490325739927,5597809466189.862,0.5,0.2798235026851952,36.09232927497673,0.4817050827158667,1987.1321909278759,0.0001220703125,True,13.0,-11198451557810.305,77663.95990102297,266485.3414674141,6452602591543.73,1987.1321909278759,3.440278942949995e-05,(-0.00010843816319737966+0j)
179,76.1134614944458,40869992.139403686,7.052136966985533e-05,2365539.943977007,2365539.9439715724,5.066746101120136,0.0,0,0.11767034848446874,0.026376569491194112,-2816726.2116834177,-13.4761925870483,5595779226526.458,0.5,0.2798054449773095,36.293923186207714,0.5777109546915938,2226.955715457041,0.0001220703125,True,13.0,-11195618932378.55,27156.845275948795,1540501.906571151,2541408283144.2314,2226.955715457041,5.59837036210308e-05,(-0.00010739685177514274+0j)
180,76.51826763153076,40870002.19151724,8.910982481504972e-05,2365432.503741008,2365432.503735486,5.107221748900687,0.0,0,0.11769969803565032,0.026380165882331483,-2858061.985135787,-13.612250800662817,5595270929729.755,0.5,0.2797958844508425,36.640013385040014,1.4599754093711623,5844.430961417315,6.103515625e-05,True,14.0,-11191558453051.742,164682.88317097133,1138910.036751719,9433329147386.812,5844.430961417315,4.334587533577857e-06,(-0.00010620371454104123+0j)
181,76.95691204071045,40870073.59589814,0.00013688679367703817,2365394.745006767,2365394.7450011754,5.139280168683277,0.0,0,0.1177380376972965,0.02638266186684273,-2831328.454347552,-13.681463848195898,5595092299680.604,0.5,0.27978995619911307,37.043436186495036,4.485506634259304,14196.22273477825,3.0517578125e-05,True,15.0,-11190541859458.336,2339576.9243922303,7148542.655596693,30642308508464.86,14196.22273477825,4.24572316178965e-05,(-0.00010419696525671127+0j)
182,77.36016392707825,40870075.17029046,5.161316345404668e-05,2365102.28738974,2365102.2873840905,5.165446249147288,0.0,0,0.11773997500846543,0.02638575488456799,-4416223.017852322,-9.169585767180035,5593708829790.884,0.5,0.27977214802092837,37.20792441160628,0.42281504301659384,1901.4133891881402,0.0001220703125,True,13.0,-11190184599360.033,12896.33251835545,297239.44558945915,6249714522473.591,1901.4133891881402,3.7434891198546385e-05,(-0.00010192660945004624+0j)
183,77.76543307304382,40870099.23260022,4.3705230256691795e-05,2364915.2778531015,2364915.277847419,5.180450998492673,0.0,0,0.11774155798343801,0.026388403553535507,-2451791.2182435556,-15.794364591545564,5592824271397.5625,0.5,0.2797633462404815,37.296972730483716,0.7160668072436085,2217.140191144224,6.103515625e-05,True,14.0,-11187417659580.594,394256.90165022895,828090.4627952387,5072113832175.8125,2217.140191144224,3.974255564036257e-05,(-0.0001010253870174154+0j)
184,78.24422979354858,40870099.23260017,2.1073424255447017e-08,2364915.2778530987,2364915.2778474162,5.180450998492862,0.0,0,0.11774155798343817,0.026388403553535493,-3403132.0947065894,-11.334031920822218,5592824271397.549,0.5,0.2797633462404813,37.29697273048686,1.5400469918031325,4269.853263401075,8.881784197001252e-16,True,50.0,-11185648542793.951,416835.6373419854,4974799.278194688,401489030478.18945,4269.853263401075,3.910348221477493e-05,(-0.00010054297966004552+0j)
185,78.65097570419312,40870316.605432905,0.0002927712028120266,2364433.2876454024,2364433.287639733,5.173926671927096,0.0,0,0.11769554165909234,0.026394410215883127,-1915095.3297089986,-20.369596837818857,5590544771700.263,0.5,0.2797280941472907,37.13434371998188,1.1991908669337383,1018.7068531664065,0.000244140625,True,12.0,-11185648542793.924,890538.5888235193,813970.1475573775,4515219497022.194,1018.7068531664065,9.435322777914294e-05,(-0.00010054298677627846+0j)
186,79.0853066444397,40870311.77766394,6.875721953251357e-05,2364113.494855262,2364113.494849558,5.189319894995558,0.0,0,0.11769437283773394,0.026397335407703264,-2955094.7734765853,-13.410250342067304,5589032616531.218,0.5,0.2797190679095174,37.19589483885556,1.1265180920380748,2725.981665856797,6.103515625e-05,True,14.0,-11181089543399.352,-79122.94748718172,3672152.062647145,1067696793217.1191,2725.981665856797,5.346501874623287e-05,(-0.00010142412624259197+0j)
187,79.50185298919678,40870309.46383713,6.400227753189582e-05,2363786.784434261,2363786.7844285117,5.209302724387923,0.0,0,0.11768970069835501,0.026399967773331857,-2220499.2921701362,-17.48884116168743,5587487962240.308,0.5,0.27970137490101854,37.29631024437609,0.5243067643846037,1610.6327483592834,0.0001220703125,True,13.0,-11178065233061.262,-18968.158285372658,871640.5974189176,4954778040932.403,1610.6327483592834,5.5689320340087323e-05,(-0.00010108857388372958+0j)
188,79.93128108978271,40869888.89256109,0.0003552414901275945,2363670.5938157206,2363670.5938100168,5.188781974062326,0.0,0,0.11764036406206808,0.026388629228151345,-2727119.2203289066,-14.384610584622871,5586938676043.624,0.5,0.2796821705192298,36.953138541985034,2.910138383921719,3489.747008188303,0.0001220703125,True,13.0,-11174975924479.441,-3444972.343153488,3837526.165592069,14786102378864.137,3489.747008188303,-1.491609645041081e-05,(-0.00010054430535248968+0j)
189,80.33495306968689,40869875.108525544,4.650640472742349e-05,2363518.6578274625,2363518.657821752,5.191536130734012,0.0,0,0.11762849013858,0.02638932096974146,-3205413.1760718753,-12.167444650292348,5586220445872.963,0.5,0.2796733521343973,36.909573494301945,0.7619609411632168,2105.0124101432325,6.103515625e-05,True,14.0,-11173877352086.074,-225850.87577873468,581273.2030895973,8663921260635.275,2105.0124101432325,1.7195724565930784e-05,(-0.00010241255474567989+0j)
190,80.78402900695801,40869884.6967155,4.375795187270875e-05,2363313.901794656,2363313.901788916,5.204745715104933,0.0,0,0.11762650071794749,0.02639164322032875,-2673531.168427155,-14.583242823462065,5585252598390.176,0.5,0.27966448673840183,36.962370183769494,0.7169306448708872,2306.1011828544592,6.103515625e-05,True,14.0,-11172440891744.752,157097.980782922,1104556.0344298093,5752593035039.759,2306.1011828544592,3.3896142362432195e-05,(-0.00010265452629144048+0j)
191,81.18862104415894,40869823.032461174,0.00011886661146411991,2363179.6556755155,2363179.655669686,5.245068425303014,0.0,0,0.11765128047557631,0.026393702999821345,-3226211.130333931,-12.471153398658391,5584618084972.52,0.5,0.2796549019406164,37.276751289742776,1.947510687425322,5637.055098171001,6.103515625e-05,True,14.0,-11170505196779.178,-1010332.2054768347,470593.7646664392,10839565602913.158,5637.055098171001,8.467809140299657e-07,(-0.00010236135845316277+0j)
192,81.61864900588989,40870083.61907859,0.00037067156758737005,2362503.543452317,2362503.543446343,5.309081305024659,0.0,0,0.11769903541416497,0.026402965419726546,-4139303.788548692,-9.608548715886835,5581422992797.952,0.5,0.27961560293549853,38.04561217036667,1.518270813135064,3278.2797977558917,0.000244140625,True,12.0,-11169236169943.865,1067328.9292807532,1805999.992221827,8182855752351.541,3278.2797977558917,8.514908103253506e-05,(-0.00010063451316648989+0j)
193,82.0280499458313,40870075.01995778,7.820104125163009e-05,2362157.234093636,2362157.2340876376,5.319418718902382,0.0,0,0.11768145630286973,0.026405271777954157,-4417008.12545371,-9.137453566601122,5579786798553.984,0.5,0.27959759263219314,38.017006888987304,0.6406229811940808,1872.943711426591,0.0001220703125,True,13.0,-11162845985594.732,-70449.07678935435,530618.7078702799,5997184202800.497,1872.943711426591,3.979626017330183e-05,(-9.656570425038534e-05+0j)
194,82.46201801300049,40870079.5505165,4.453685372208999e-05,2361929.377652745,2361929.3776466865,5.345943023409154,0.0,0,0.11769171461405341,0.026408400803471854,-2253151.849416739,-17.67251465952585,5578710384991.892,0.5,0.2795885288554295,38.19961592919337,0.7296920287801955,3698.6544462837437,6.103515625e-05,True,14.0,-11159573597106.797,74234.44192566251,1855756.3620845028,4006211513114.669,3698.6544462837437,2.7911136941828426e-05,(-9.671135420370099e-05+0j)
195,82.88053894042969,40870071.69233207,6.170624467836216e-05,2361884.614598446,2361884.614592361,5.3576003542916615,0.0,0,0.11769769025602604,0.02640984971291722,-2493104.5788702723,-15.853934062684653,5578498932649.53,0.5,0.2795883082777876,38.26258567641332,129.40742249525596,221853.7576604765,4.76837158203125e-07,True,21.0,-11157420769982.611,-16482123.191832196,279646984.0695697,464537336649979.1,221853.7576604765,-2.9493556699725293e-05,(-9.578663404647032e-05+0j)
196,83.31541037559509,40870082.19286702,2.5869235555723184e-05,2361798.8925772915,2361798.8925711825,5.368018056604626,0.0,0,0.11769951866587995,0.02641137609671924,-2289730.5693773204,-17.402142385720726,5578094008951.89,0.5,0.2795839210811094,38.32051061339976,0.8476829431041516,3117.015661964428,3.0517578125e-05,True,15.0,-11156997865297.889,344091.105933784,2177885.0030701747,9255771273630.355,3117.015661964428,8.802576950863261e-06,(-9.547138087106405e-05+0j)
197,83.71959209442139,40870061.596203245,4.380397515831573e-05,2361658.8014550735,2361658.8014489273,5.384229170523454,0.0,0,0.1176998466094945,0.02641273915830274,-3103457.8096064795,-12.496803770128208,5577432294462.609,0.5,0.27957503896704666,38.40174505351678,0.7176844477877202,2560.2181615862064,6.103515625e-05,True,14.0,-11156188017902.607,-337465.541258889,545312.9432083806,9717529504298.25,2560.2181615862064,8.10946326979478e-06,(-9.518277037789166e-05+0j)
198,84.1505765914917,40870067.820295185,7.749592823598585e-05,2361451.3522709943,2361451.3522647684,5.418654870223388,0.0,0,0.11771800375460982,0.02641616223205213,-1996255.2146390032,-19.094670312711596,5576452489114.531,0.5,0.27956580343788917,38.671374299903746,1.2696935702582224,4813.112245917099,6.103515625e-05,True,14.0,-11154864588924.047,101954.07004003409,1895504.7030017432,2614496813995.2744,4813.112245917099,2.5608371567336675e-05,(-9.478012967887111e-05+0j)
199,84.56540131568909,40870059.87549513,0.00012062644158548165,2361239.2920085397,2361239.2920023156,5.417697942963171,0.0,0,0.1177120310251956,0.026417179615761597,-2895734.5832069344,-14.02962423897551,5575450994097.021,0.5,0.27956462321715203,38.617384098774245,15.810748001632549,12022.006860215512,7.62939453125e-06,True,17.0,-11152904978227.89,-1041828.9368878448,55099098.02103686,44338268524571.19,12022.006860215512,6.66191958557423e-05,(-9.345823712417027e-05+0j)
200,85.00019955635071,40870079.97377125,4.067920120071567e-05,2361072.0648929942,2361072.064886744,5.42885688525279,0.0,0,0.11770879732288404,0.026419197813066564,-3769897.718803648,-10.68011893659727,5574661295589.979,0.5,0.2795558665291384,38.661885197114614,0.6664875968771228,1967.0789609120177,6.103515625e-05,True,14.0,-11150901988192.871,329304.42202624783,425193.5935072869,5832809321058.03,1967.0789609120177,3.902674282349972e-05,(-9.371973262617197e-05+0j)
201,85.4056658744812,40870075.99064474,5.852640440470176e-05,2360881.9191919887,2360881.9191857404,5.427950094388887,0.0,0,0.11769444876385858,0.026419899106490466,-3267112.2222541794,-11.914682122568365,5573763436339.569,0.5,0.2795470875368756,38.58764552697358,0.9588966414773623,2197.7356370282896,6.103515625e-05,True,14.0,-11149322591178.785,-65282.48456369308,1685002.2393609409,4286212912385.743,2197.7356370282896,4.508118984604238e-05,(-9.350405883665352e-05+0j)
202,85.83925342559814,40870180.2946376,9.886506874049155e-05,2360782.2347862576,2360782.2347799223,5.465487463560098,0.0,0,0.11772537139850271,0.026425000225154593,-3432320.934713492,-11.618091086764734,5573292760053.909,0.5,0.2795419406520836,38.95642670254075,3.23961071116953,12088.413433220912,3.0517578125e-05,True,15.0,-11147526872677.967,3418003.721441657,2710665.3013599026,2373824481054.4707,12088.413433220912,1.6149258429358768e-05,(-9.386408400728338e-05+0j)
203,86.31518197059631,40870180.294637576,0.0,2360782.2347862613,2360782.234779926,5.465487463554659,0.0,0,0.11772537139849697,0.02642500022515402,-3805249.242111421,-10.31562619076619,5573292760053.927,0.5,0.2795419406520835,38.9564267024792,16.977403652907924,71017.35243461227,8.881784197001252e-16,False,51.0,-11146585520106.646,-14132960.14724592,22483023.76804982,88890751950038.78,71017.35243461227,-1.5804229467770922e-05,(-9.208647439620362e-05+0j)
204,86.74957513809204,40870235.52441141,8.268895491799034e-05,2360428.352283288,2360428.35227685,5.509030686982948,0.0,0,0.11774236989908289,0.026430237042482246,-3230476.2973776935,-12.599996575733476,5571622006233.83,0.5,0.2795237779467931,39.3017338427646,0.6773878993646435,3064.455067325498,0.0001220703125,True,13.0,-11146585520106.682,452468.09665073856,1294942.275776331,1505237420882.2559,3064.455067325498,4.542077061478609e-05,(-9.208647726007482e-05+0j)
205,87.22615361213684,40870235.524411425,2.9802322387695312e-08,2360428.352283288,2360428.35227685,5.509030686982738,0.0,0,0.11774236989908261,0.026430237042482208,-3900641.90007532,-10.128680567332792,5571622006233.832,0.5,0.279523777946793,39.30173384276346,1.3648119588060317,2028.832258044058,8.881784197001252e-16,False,51.0,-11143244012466.488,-122940.92335863024,3796562.5603623777,918975345044.1543,2028.832258044058,7.275738879542078e-05,(-9.046805140537521e-05+0j)
206,87.66237473487854,40870322.93570787,9.271823170563607e-05,2360357.789557185,2360357.7895506746,5.5400638369597255,0.0,0,0.1177655399397864,0.026433513701088762,-4496922.962907147,-8.952299892501564,5571288894693.972,0.5,0.27951448697853987,39.63958317180841,1.5190955389186456,5603.9718343210125,6.103515625e-05,True,14.0,-11143244012466.492,1432169.343841696,1224286.448759162,7430888466.792969,5603.9718343210125,2.8727392144968713e-05,(-9.046804656357639e-05+0j)
207,88.06712627410889,40870304.00478161,7.238982115714292e-05,2360058.295529205,2360058.2955226055,5.5774426080121735,0.0,0,0.11777070327687363,0.026436831847333357,-2805491.99562578,-13.71360230376912,5569875158266.49,0.5,0.2794961436732064,39.864077802219555,0.5930174132107485,2720.8510811335586,0.0001220703125,True,13.0,-11142577789386.771,-155092.98889136533,829039.3611596822,7418053487307.74,2720.8510811335586,1.9762549606027594e-05,(-8.892542502949368e-05+0j)
208,88.48007273674011,40870288.39851991,6.199624489198165e-05,2359841.5451639695,2359841.5451573585,5.582216287711452,0.0,0,0.11775734763605432,0.026438285783687007,-3747175.0149151906,-10.713823525590886,5568852118252.094,0.5,0.27948698141256273,39.796384661085085,1.0157462687979284,3368.2280317796944,6.103515625e-05,True,14.0,-11139750316531.809,-255709.96207953818,1303397.638309756,8266031797295.572,3368.2280317796944,1.2318374929657595e-05,(-8.792386772611232e-05+0j)
209,88.91821503639221,40870322.991686165,5.933050914774402e-05,2359787.3713923576,2359787.3713856856,5.607794110165225,0.0,0,0.11778073169168747,0.02644034058321579,-2965196.4224901535,-13.200144740399217,5568596438152.786,0.5,0.27948430280798225,40.08232897280507,3.8882845205741536,19122.430355039443,1.52587890625e-05,True,16.0,-11137704236503.016,2267077.7679221598,2897583.332452604,24460168983196.93,19122.430355039443,2.688002743653687e-05,(-8.822330194110067e-05+0j)
210,89.32375025749207,40870309.92737645,3.775170884206485e-05,2359632.474308098,2359632.474301376,5.628725592438487,0.0,0,0.11778471241775136,0.026442026901711806,-3883952.378584092,-10.136782101956294,5567865413779.056,0.5,0.2794754139838201,40.21317396135448,0.6185251679459548,2996.825027441986,6.103515625e-05,True,14.0,-11137192876304.4,-214052.3139434296,234998.21227590012,7267697569732.074,2996.825027441986,1.8644224589328583e-05,(-8.696412011610303e-05+0j)
211,89.76639103889465,40870360.21689484,8.048561204829112e-05,2359568.3293816,2359568.329374784,5.667749837669568,0.0,0,0.1178162977362844,0.026445632514535047,-3379144.89755177,-11.566441128077129,5567562700989.934,0.5,0.2794723954522918,40.60004816408599,5.274706708489997,25366.86629283987,1.52587890625e-05,True,16.0,-11135730827556.94,3295783.761955107,5021232.6146471165,11813573007136.78,25366.86629283987,1.3064130685235922e-05,(-8.639818777644559e-05+0j)
212,90.20215797424316,40870296.63015433,7.827605222964171e-05,2359428.4700421924,2359428.4700353616,5.673772882031983,0.0,0,0.11780854795560818,0.02644582097672193,-2903785.917370373,-13.543382423760809,5566902705214.831,0.5,0.2794676036130783,40.55228204373331,2.5649503040508086,6122.865810345443,3.0517578125e-05,True,15.0,-11135125401978.695,-2083656.7651959804,2789574.8624798055,16021955429104.96,6122.865810345443,-1.1524610860096076e-05,(-8.475114363993845e-05+0j)
213,90.64958715438843,40870290.51947458,8.306696916594347e-05,2359375.76196581,2359375.7619589115,5.701800559971849,0.0,0,0.11782700466788952,0.026447307446882055,-3711112.420709487,-10.699073365634108,5566653986120.616,0.5,0.279462932628621,40.81302072749524,2.7219386904834444,8583.646799673148,3.0517578125e-05,True,15.0,-11133805410428.49,-200329.67983562098,4205890.94177029,2434787349895.995,8583.646799673148,1.4635057825796685e-05,(-8.495107323271347e-05+0j)
214,91.1281054019928,40870290.51947459,1.4901161193847656e-08,2359375.7619658145,2359375.761958916,5.701800559971831,0.0,0,0.11782700466788952,0.02644730744688203,-4040421.771530861,-9.737961003675961,5566653986120.641,0.5,0.2794629326286209,40.81302072749656,1.7286359138506968,3101.7495630019866,8.881784197001252e-16,False,51.0,-11133307972240.06,929819.0077929817,3012591.7084578904,4192361306791.9727,3101.7495630019866,7.135377679437022e-05,(-8.386534829072876e-05+0j)
215,91.56433463096619,40870265.542679235,3.312887404290259e-05,2359288.8684387775,2359288.868431875,5.703474802961856,0.0,0,0.11782245783540747,0.026447548217579064,-3755484.735782809,-10.611306963871638,5566243964707.979,0.5,0.2794606902127232,40.78087528068858,2.1711342162292357,5783.157728167216,1.52587890625e-05,True,16.0,-11133307972240.11,-1636902.4328324387,5306056.137414995,6362998452830.869,5783.157728167216,1.191202969673859e-05,(-8.386534588393447e-05+0j)
