iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
10,0.08654308319091797,-1.2645710944916775,0.0,1.3090025951096788e-09,8.058378054933323e-10,0,0.0,1.6519809172150715,1.0269003998760087,1.0269003998760087,optimal,7.0,1.0999248055197447e-09,7.457633314254357e-15,-1.0999173478864537e-09,3.1869447328027064e-16,3.6756343560238264e-15,4.295799664301754e-08,1.0,161.0
11,0.09524703025817871,-1.2645710944916775,0.0,1.3090057149597503e-09,8.058428733644419e-10,0,0.0,1.6519809172150715,1.0269003998760209,1.0269003998760209,optimal,7.0,1.099924805521579e-09,7.457633143073207e-15,-1.0999173478884697e-09,3.9152811629307286e-16,2.680820015220173e-14,4.295799664301754e-08,1.0,161.0
12,0.10291504859924316,-1.2645710944916775,0.0,1.3090091643140819e-09,8.058484764599137e-10,0,0.0,1.6519809172150715,1.0269003998760373,1.0269003998760373,optimal,7.0,1.0999248055218648e-09,7.457632819697286e-15,-1.099917347889026e-09,6.279397361456475e-17,3.956241720245808e-14,4.295799664301754e-08,1.0,161.0
13,0.11173820495605469,-1.2645710944916775,0.0,1.309001609003693e-09,8.058362036626332e-10,0,0.0,1.6519809172150715,1.0269003998759958,1.0269003998759958,optimal,7.0,1.0999248055191334e-09,7.457632075312283e-15,-1.099917347887023e-09,1.7994002162903888e-17,3.653120312403878e-14,4.295799664301754e-08,1.0,161.0
14,0.12189483642578125,-1.2645710944916775,0.0,1.3090043414430547e-09,8.058406422317225e-10,0,0.0,1.6519809172150715,1.0269003998760167,1.0269003998760167,optimal,7.0,1.0999248055210118e-09,7.457631918878212e-15,-1.0999173478890715e-09,9.648927908206811e-17,1.8820005725077798e-14,4.295799664301754e-08,1.0,161.0
15,0.13077712059020996,-1.2645710944916775,0.0,1.3089994055707702e-09,8.05832624397275e-10,0,0.0,1.6519809172150715,1.0269003998759916,1.0269003998759916,optimal,7.0,1.0999248055197906e-09,7.457631746003927e-15,-1.0999173478880466e-09,2.6431294190312017e-17,1.581009506745606e-14,4.295799664301754e-08,1.0,161.0
16,0.1419048309326172,-1.2645710944916775,0.0,1.3089971801496192e-09,8.058290094032564e-10,0,0.0,1.6519809172150715,1.026900399875992,1.026900399875992,optimal,7.0,1.099924805520707e-09,7.457631244564454e-15,-1.0999173478894396e-09,2.1867921262534123e-16,3.587974439786171e-14,4.295799664301754e-08,1.0,161.0
17,0.1516878604888916,-1.2645710944916775,0.0,1.3090047219874775e-09,8.05841260387202e-10,0,0.0,1.6519809172150715,1.0269003998760318,1.0269003998760318,optimal,7.0,1.099924805520506e-09,7.457631079309278e-15,-1.0999173478894032e-09,1.4328077958421633e-16,2.9524096853681875e-14,4.295799664301754e-08,1.0,161.0
18,0.1610097885131836,-1.2645710944916775,0.0,1.3090097188219577e-09,8.058493772010477e-10,0,0.0,1.6519809172150715,1.026900399876056,1.026900399876056,optimal,7.0,1.0999248055161895e-09,7.457630516102678e-15,-1.0999173478857392e-09,2.177928516854109e-16,5.5411586495432756e-14,4.295799664301754e-08,1.0,161.0
19,0.17070794105529785,-1.2645710944916775,0.0,1.3090057122092976e-09,8.058428688985195e-10,0,0.0,1.6519809172150715,1.0269003998760142,1.0269003998760142,optimal,7.0,1.0999248055200158e-09,7.457630505581975e-15,-1.09991734788948e-09,6.526670270176306e-17,1.9741427739883957e-14,4.295799664301754e-08,1.0,161.0
20,0.18076801300048828,-1.2645710944916775,0.0,1.3090047923729208e-09,8.058413747213598e-10,0,0.0,1.6519809172150715,1.0269003998760295,1.0269003998760295,optimal,7.0,1.0999248055199002e-09,7.457629876588667e-15,-1.0999173478900298e-09,8.587379787973809e-17,4.171370667158708e-14,4.295799664301754e-08,1.0,161.0
21,0.19069600105285645,-1.2645710944916775,0.0,1.3090016720333368e-09,8.058363060451804e-10,0,0.0,1.6519809172150715,1.0269003998760016,1.0269003998760016,optimal,7.0,1.099924805521656e-09,7.457629779562966e-15,-1.0999173478918614e-09,1.1210970864551366e-16,3.4185743237458593e-15,4.295799664301754e-08,1.0,161.0
22,0.1985018253326416,-1.2645710944916775,0.0,1.308997152039187e-09,8.058289637415997e-10,0,0.0,1.6519809172150715,1.0269003998759711,1.0269003998759711,optimal,7.0,1.0999248055198802e-09,7.457629535661008e-15,-1.0999173478903685e-09,4.862203437568304e-17,3.180618556932024e-14,4.295799664301754e-08,1.0,161.0
23,0.20657896995544434,-1.2645710944916775,0.0,1.308994853101162e-09,8.058252293145956e-10,0,0.0,1.6519809172150715,1.026900399875969,1.026900399875969,optimal,7.0,1.0999248055216206e-09,7.457629117534133e-15,-1.0999173478924195e-09,3.3287108809031504e-16,3.295683472490752e-14,4.295799664301754e-08,1.0,161.0
24,0.2168440818786621,-1.2645710944916775,0.0,1.3090018999558154e-09,8.058366762827085e-10,0,0.0,1.6519809172150715,1.026900399875998,1.026900399875998,optimal,7.0,1.0999248055216572e-09,7.457628866859633e-15,-1.0999173478928002e-09,1.1029524619176348e-16,1.0924320588216381e-14,4.295799664301754e-08,1.0,161.0
25,0.2265169620513916,-1.2645710944916775,0.0,1.3090096422905277e-09,8.05849252879315e-10,0,0.0,1.6519809172150715,1.0269003998760466,1.0269003998760466,optimal,7.0,1.0999248055205593e-09,7.457628502318552e-15,-1.0999173478920597e-09,1.421636069926621e-16,3.5348393536085405e-14,4.295799664301754e-08,1.0,161.0
26,0.23601984977722168,-1.2645710944916775,0.0,1.309004273603412e-09,8.058405320342589e-10,0,0.0,1.6519809172150715,1.026900399876008,1.026900399876008,optimal,7.0,1.0999248055202537e-09,7.457628204346123e-15,-1.099917347892046e-09,1.2653719716150434e-16,1.3217477069258475e-14,4.295799664301754e-08,1.0,161.0
27,0.2454540729522705,-1.2645710944916775,0.0,1.3090015909021715e-09,8.058361742571779e-10,0,0.0,1.6519809172150715,1.026900399875993,1.026900399875993,optimal,7.0,1.0999248055203343e-09,7.457627846302934e-15,-1.0999173478924568e-09,1.7757917289825778e-16,1.8414780046606986e-14,4.295799664301754e-08,1.0,161.0
28,0.25485682487487793,-1.2645710944916775,0.0,1.308998596278378e-09,8.058313097755063e-10,0,0.0,1.6519809172150715,1.0269003998759854,1.0269003998759854,optimal,7.0,1.099924805520906e-09,7.45762752536655e-15,-1.0999173478934072e-09,1.1010621247306178e-16,2.370491601256792e-14,4.295799664301754e-08,1.0,161.0
29,0.2639038562774658,-1.2645710944916775,0.0,1.3090036084255096e-09,8.058394515188036e-10,0,0.0,1.6519809172150715,1.026900399876018,1.026900399876018,optimal,7.0,1.0999248055222002e-09,7.457627189104706e-15,-1.0999173478950237e-09,6.248803497623569e-17,1.636458573581404e-14,4.295799664301754e-08,1.0,161.0
30,0.27561402320861816,-1.2645710944916775,0.0,1.309006647669534e-09,8.058443884542015e-10,0,0.0,1.6519809172150715,1.0269003998760355,1.0269003998760355,optimal,7.0,1.0999248055189475e-09,7.457627036580356e-15,-1.0999173478919028e-09,2.0183010251082273e-16,3.8326815458592484e-14,4.295799664301754e-08,1.0,161.0
31,0.2840597629547119,-1.2645710944916775,0.0,1.3090035100459774e-09,8.058392917147178e-10,0,0.0,1.6519809172150715,1.0269003998760133,1.0269003998760133,optimal,7.0,1.0999248055194784e-09,7.457626543477313e-15,-1.0999173478929256e-09,2.6817237256409336e-16,6.6138576194482314e-15,4.295799664301754e-08,1.0,161.0
32,0.29468798637390137,-1.2645710944916775,0.0,1.3089997943309132e-09,8.058332559027667e-10,0,0.0,1.6519809172150715,1.0269003998759862,1.0269003998759862,optimal,7.0,1.0999248055184897e-09,7.457626085800865e-15,-1.0999173478923292e-09,2.6005539398406457e-16,3.92387849390637e-14,4.295799664301754e-08,1.0,161.0
33,0.30251097679138184,-1.2645710944916775,0.0,1.3090019725666933e-09,8.058367942347057e-10,0,0.0,1.6519809172150715,1.0269003998760096,1.0269003998760096,optimal,7.0,1.099924805519404e-09,7.457625986241924e-15,-1.099917347893367e-09,8.640968351923532e-17,1.1795255668541639e-14,4.295799664301754e-08,1.0,161.0
34,0.3116459846496582,-1.2645710944916775,0.0,1.3089997182134468e-09,8.058331322555475e-10,0,0.0,1.6519809172150715,1.0269003998759945,1.0269003998759945,optimal,7.0,1.0999248055198146e-09,7.457625590749425e-15,-1.0999173478942036e-09,1.923562832022058e-16,1.0773650811944397e-14,4.295799664301754e-08,1.0,161.0
35,0.3207240104675293,-1.2645710944916775,0.0,1.308999976112951e-09,8.05833551189632e-10,0,0.0,1.6519809172150715,1.0269003998759922,1.0269003998759922,optimal,7.0,1.0999248055191928e-09,7.45762527498292e-15,-1.0999173478938776e-09,1.6565664935219043e-16,1.5619979073186004e-14,4.295799664301754e-08,1.0,161.0
36,0.3298768997192383,-1.2645710944916775,0.0,1.309001989930485e-09,8.058368224394018e-10,0,0.0,1.6519809172150715,1.026900399876002,1.026900399876002,optimal,7.0,1.099924805520143e-09,7.45762500045266e-15,-1.0999173478951527e-09,8.278864965542834e-17,3.6165623536582085e-15,4.295799664301754e-08,1.0,161.0
37,0.3426680564880371,-1.2645710944916775,0.0,1.3090023032802588e-09,8.058373314427501e-10,0,0.0,1.6519809172150715,1.0269003998759978,1.0269003998759978,optimal,7.0,1.0999248055219163e-09,7.4576246816747e-15,-1.0999173478972153e-09,1.0221664974104513e-16,1.4128047071612956e-14,4.295799664301754e-08,1.0,161.0
38,0.35153698921203613,-1.2645710944916775,0.0,1.3089967003745125e-09,8.058282300556666e-10,0,0.0,1.6519809172150715,1.0269003998759865,1.0269003998759865,optimal,7.0,1.0999248055171747e-09,7.45762438986089e-15,-1.0999173478927872e-09,7.106437138336874e-17,2.4196457135011102e-14,4.295799664301754e-08,1.0,161.0
39,0.3609049320220947,-1.2645710944916775,0.0,1.3090009879284376e-09,8.058351947854663e-10,0,0.0,1.6519809172150715,1.0269003998759982,1.0269003998759982,optimal,7.0,1.0999248055200851e-09,7.45762399422945e-15,-1.0999173478960674e-09,1.1261853729170674e-16,6.5509539934090235e-15,4.295799664301754e-08,1.0,161.0
40,0.36937403678894043,-1.2645710944916775,0.0,1.3090037779307279e-09,8.058397268668975e-10,0,0.0,1.6519809172150715,1.0269003998760116,1.0269003998760116,optimal,7.0,1.0999248055186835e-09,7.457623653114383e-15,-1.0999173478950303e-09,1.9669769567454398e-16,6.955333597305386e-15,4.295799664301754e-08,1.0,161.0
41,0.37874507904052734,-1.2645710944916775,0.0,1.3090034034044465e-09,8.058391184847515e-10,0,0.0,1.6519809172150715,1.026900399876008,1.026900399876008,optimal,7.0,1.0999248055207725e-09,7.457623368783972e-15,-1.0999173478974172e-09,1.1782361695936845e-16,5.0534996936629295e-15,4.295799664301754e-08,1.0,161.0
42,0.38803791999816895,-1.2645710944916775,0.0,1.3089957787737607e-09,8.05826732991811e-10,0,0.0,1.6519809172150715,1.0269003998759827,1.0269003998759827,optimal,7.0,1.0999248055204811e-09,7.457623192413556e-15,-1.0999173478972782e-09,1.3818054356345504e-16,4.5240612159594477e-14,4.295799664301754e-08,1.0,161.0
43,0.39653897285461426,-1.2645710944916775,0.0,1.3090071762837828e-09,8.058452471269673e-10,0,0.0,1.6519809172150715,1.0269003998760171,1.0269003998760171,optimal,7.0,1.0999248055212603e-09,7.457622613968738e-15,-1.0999173478986244e-09,6.212740644687375e-17,2.2355648915383157e-14,4.295799664301754e-08,1.0,161.0
44,0.40741896629333496,-1.2645710944916775,0.0,1.3089994630418428e-09,8.058327177497594e-10,0,0.0,1.6519809172150715,1.0269003998759858,1.0269003998759858,optimal,7.0,1.0999248055226597e-09,7.457622470375354e-15,-1.0999173479001936e-09,5.967280993217028e-17,1.872443001328751e-14,4.295799664301754e-08,1.0,161.0
45,0.416395902633667,-1.2645710944916775,0.0,1.3090094851218618e-09,8.058489975760011e-10,0,0.0,1.6519809172150715,1.0269003998760444,1.0269003998760444,optimal,7.0,1.099924805521006e-09,7.45762206864992e-15,-1.0999173478989632e-09,3.3204214424996774e-16,3.288163760016307e-14,4.295799664301754e-08,1.0,161.0
46,0.42670297622680664,-1.2645710944916775,0.0,1.309001243973342e-09,8.058356107058988e-10,0,0.0,1.6519809172150715,1.026900399875998,1.026900399875998,optimal,7.0,1.0999248055197942e-09,7.45762183734954e-15,-1.0999173478979327e-09,1.1387914092271245e-16,1.9520386154429896e-14,4.295799664301754e-08,1.0,161.0
47,0.4360990524291992,-1.2645710944916775,0.0,1.3089986771687355e-09,8.058314411741873e-10,0,0.0,1.6519809172150715,1.02690039987598,1.02690039987598,optimal,7.0,1.0999248055209574e-09,7.457621442887786e-15,-1.0999173478995267e-09,9.826795498487228e-17,2.3987954796746015e-14,4.295799664301754e-08,1.0,161.0
48,0.4458329677581787,-1.2645710944916775,0.0,1.3089945493322901e-09,8.058247358693086e-10,0,0.0,1.6519809172150715,1.026900399875979,1.026900399875979,optimal,7.0,1.0999248055198593e-09,7.457620951296933e-15,-1.0999173478989141e-09,6.560314056212478e-17,4.8881255457952054e-14,4.295799664301754e-08,1.0,161.0
49,0.4553987979888916,-1.2645710944916775,0.0,1.3090037589223718e-09,8.058396959904933e-10,0,0.0,1.6519809172150715,1.0269003998760193,1.0269003998760193,optimal,7.0,1.099924805518033e-09,7.457620811884688e-15,-1.099917347897272e-09,1.389936507280647e-16,1.6379872197242934e-14,4.295799664301754e-08,1.0,161.0
50,0.4646620750427246,-1.2645710944916775,0.0,1.3090022522723994e-09,8.058372485876884e-10,0,0.0,1.6519809172150715,1.0269003998760062,1.0269003998760062,optimal,7.0,1.0999248055200568e-09,7.457620479804791e-15,-1.0999173478995689e-09,2.723269880591845e-16,1.759398096956855e-15,4.295799664301754e-08,1.0,161.0
51,0.47426795959472656,-1.2645710944916775,0.0,1.3090052109731246e-09,8.058420546928637e-10,0,0.0,1.6519809172150715,1.0269003998760062,1.0269003998760062,optimal,7.0,1.0999248055201476e-09,7.457620064391295e-15,-1.0999173479000534e-09,7.958795251796922e-17,2.2332138530717465e-14,4.295799664301754e-08,1.0,161.0
52,0.48438096046447754,-1.2645710944916775,0.0,1.3090030267155745e-09,8.058385065932308e-10,0,0.0,1.6519809172150715,1.02690039987601,1.02690039987601,optimal,7.0,1.0999248055196767e-09,7.457619846842794e-15,-1.0999173478998391e-09,1.1445354695910945e-16,4.208321547938797e-15,4.295799664301754e-08,1.0,161.0
53,0.49378204345703125,-1.2645710944916775,0.0,1.3090040301585011e-09,8.058401365823478e-10,0,0.0,1.6519809172150715,1.0269003998760171,1.0269003998760171,optimal,7.0,1.099924805520768e-09,7.457619611561608e-15,-1.0999173479011773e-09,2.963691379226402e-16,1.693629878627019e-14,4.295799664301754e-08,1.0,161.0
54,0.5027248859405518,-1.2645710944916775,0.0,1.3090058021992912e-09,8.058430150762746e-10,0,0.0,1.6519809172150715,1.0269003998760182,1.0269003998760182,optimal,7.0,1.0999248055206507e-09,7.457619137522494e-15,-1.0999173479014836e-09,4.7465164052988155e-16,1.6680750735319343e-14,4.295799664301754e-08,1.0,161.0
55,0.5116519927978516,-1.2645710944916775,0.0,1.3090094742098598e-09,8.058489798533264e-10,0,0.0,1.6519809172150715,1.0269003998760335,1.0269003998760335,optimal,7.0,1.0999248055187602e-09,7.457618788257193e-15,-1.0999173478999895e-09,2.442319540186147e-16,3.4442187381683445e-14,4.295799664301754e-08,1.0,161.0
56,0.5222749710083008,-1.2645710944916775,0.0,1.3090033905327262e-09,8.058390975769972e-10,0,0.0,1.6519809172150715,1.0269003998760027,1.0269003998760027,optimal,7.0,1.0999248055198856e-09,7.457618669299493e-15,-1.099917347901253e-09,1.6693048162196386e-16,3.438173464878731e-14,4.295799664301754e-08,1.0,161.0
57,0.5308048725128174,-1.2645710944916775,0.0,1.3090051646735226e-09,8.058419794829893e-10,0,0.0,1.6519809172150715,1.0269003998760176,1.0269003998760176,optimal,7.0,1.099924805521001e-09,7.457618231876046e-15,-1.0999173479027802e-09,2.9088685524484044e-16,1.0923819735894004e-14,4.295799664301754e-08,1.0,161.0
58,0.5404460430145264,-1.2645710944916775,0.0,1.3090033026178483e-09,8.058389547683576e-10,0,0.0,1.6519809172150715,1.0269003998760124,1.0269003998760124,optimal,7.0,1.0999248055196653e-09,7.457617876201307e-15,-1.0999173479017954e-09,1.3488058069124583e-16,7.0813423113443306e-15,4.295799664301754e-08,1.0,161.0
59,0.5497078895568848,-1.2645710944916775,0.0,1.309002973813554e-09,8.058384206591529e-10,0,0.0,1.6519809172150715,1.026900399876003,1.026900399876003,optimal,7.0,1.0999248055196287e-09,7.457617550692811e-15,-1.0999173479021069e-09,2.49645038760692e-16,9.766939877991545e-15,4.295799664301754e-08,1.0,161.0
60,0.5602009296417236,-1.2645710944916775,0.0,1.3090061911620823e-09,8.058436469059319e-10,0,0.0,1.6519809172150715,1.0269003998760304,1.0269003998760304,optimal,7.0,1.0999248055195375e-09,7.457617278808884e-15,-1.0999173479022828e-09,1.1856779876988112e-16,2.1513945746822275e-14,4.295799664301754e-08,1.0,161.0
61,0.5693459510803223,-1.2645710944916775,0.0,1.3090047884387737e-09,8.058413683317682e-10,0,0.0,1.6519809172150715,1.0269003998760142,1.0269003998760142,optimal,7.0,1.0999248055190352e-09,7.457617016812349e-15,-1.0999173479020173e-09,2.7374207957024634e-16,1.639198094383742e-14,4.295799664301754e-08,1.0,161.0
62,0.5786848068237305,-1.2645710944916775,0.0,1.3090035730605516e-09,8.058393940773364e-10,0,0.0,1.6519809172150715,1.0269003998760016,1.0269003998760016,optimal,7.0,1.0999248055176863e-09,7.45761652399365e-15,-1.0999173479011076e-09,4.407284768573453e-16,1.7990713037996797e-14,4.295799664301754e-08,1.0,161.0
63,0.5887348651885986,-1.2645710944916775,0.0,1.3090056075771955e-09,8.05842698934711e-10,0,0.0,1.6519809172150715,1.0269003998760244,1.0269003998760244,optimal,7.0,1.09992480551961e-09,7.457616290638244e-15,-1.09991734790329e-09,9.130347291802259e-17,1.64884081390741e-14,4.295799664301754e-08,1.0,161.0
64,0.5978689193725586,-1.2645710944916775,0.0,1.3090026905001257e-09,8.058379604439753e-10,0,0.0,1.6519809172150715,1.0269003998760085,1.0269003998760085,optimal,7.0,1.0999248055205465e-09,7.457615964929416e-15,-1.0999173479045493e-09,2.9208643431620297e-16,7.712819692870807e-15,4.295799664301754e-08,1.0,161.0
65,0.6081058979034424,-1.2645710944916775,0.0,1.3090047923406068e-09,8.058413746684962e-10,0,0.0,1.6519809172150715,1.0269003998760085,1.0269003998760085,optimal,7.0,1.0999248055199025e-09,7.457615483930352e-15,-1.099917347904365e-09,9.576881403445399e-17,1.662639761691058e-14,4.295799664301754e-08,1.0,161.0
66,0.6177740097045898,-1.2645710944916775,0.0,1.3090020082312732e-09,8.058368521669534e-10,0,0.0,1.6519809172150715,1.0269003998760031,1.0269003998760031,optimal,7.0,1.0999248055200737e-09,7.457615324387891e-15,-1.099917347904723e-09,8.836042299536347e-17,1.0940976139095381e-14,4.295799664301754e-08,1.0,161.0
67,0.6269049644470215,-1.2645710944916775,0.0,1.3090021282612735e-09,8.058370471450826e-10,0,0.0,1.6519809172150715,1.0269003998760085,1.0269003998760085,optimal,7.0,1.0999248055189955e-09,7.457615028981015e-15,-1.0999173479040028e-09,1.8362684902347359e-16,1.2367193872419795e-14,4.295799664301754e-08,1.0,161.0
68,0.6369850635528564,-1.2645710944916775,0.0,1.3090026577750913e-09,8.05837907283825e-10,0,0.0,1.6519809172150715,1.0269003998760005,1.0269003998760005,optimal,7.0,1.0999248055219231e-09,7.457614864992459e-15,-1.0999173479071053e-09,1.4543838882690632e-16,1.8524669857844186e-14,4.295799664301754e-08,1.0,161.0
69,0.6465849876403809,-1.2645710944916775,0.0,1.3089917525788565e-09,8.058201927680468e-10,0,0.0,1.6519809172150715,1.0269003998759403,1.0269003998759403,optimal,7.0,1.0999248055217633e-09,7.457614274569678e-15,-1.0999173479074471e-09,1.526103845394059e-16,5.958174961908388e-14,4.295799664301754e-08,1.0,161.0
70,0.6560709476470947,-1.2645710944916775,0.0,1.3090050454607243e-09,8.058417858344061e-10,0,0.0,1.6519809172150715,1.0269003998760227,1.0269003998760227,optimal,7.0,1.099924805520864e-09,7.457614091526887e-15,-1.0999173479068028e-09,1.2582522894404202e-16,1.6219382806220055e-14,4.295799664301754e-08,1.0,161.0
71,0.6656908988952637,-1.2645710944916775,0.0,1.3090031753723935e-09,8.058387480720196e-10,0,0.0,1.6519809172150715,1.0269003998760133,1.0269003998760133,optimal,7.0,1.0999248055189161e-09,7.457613832722753e-15,-1.099917347905103e-09,2.9236946809212625e-16,1.2964964010930744e-14,4.295799664301754e-08,1.0,161.0
72,0.6757078170776367,-1.2645710944916775,0.0,1.309006467885568e-09,8.0584409641386e-10,0,0.0,1.6519809172150715,1.0269003998760222,1.0269003998760222,optimal,7.0,1.0999248055190727e-09,7.457613460413929e-15,-1.0999173479056424e-09,1.5153584663476634e-16,1.570741270752528e-14,4.295799664301754e-08,1.0,161.0
73,0.685405969619751,-1.2645710944916775,0.0,1.3090005419438952e-09,8.058344703264843e-10,0,0.0,1.6519809172150715,1.02690039987599,1.02690039987599,optimal,7.0,1.0999248055199273e-09,7.457613031003794e-15,-1.0999173479068472e-09,3.1741376344103777e-16,1.6234979500111668e-14,4.295799664301754e-08,1.0,161.0
74,0.6939220428466797,-1.2645710944916775,0.0,1.309001651710472e-09,8.058362730337229e-10,0,0.0,1.6519809172150715,1.0269003998760042,1.0269003998760042,optimal,7.0,1.0999248055205167e-09,7.457612955510638e-15,-1.099917347907583e-09,1.0805079760283499e-16,2.1186639580157742e-14,4.295799664301754e-08,1.0,161.0
75,0.7038278579711914,-1.2645710944916775,0.0,1.309007783960798e-09,8.058462342304168e-10,0,0.0,1.6519809172150715,1.026900399876034,1.026900399876034,optimal,7.0,1.0999248055216754e-09,7.4576124099204e-15,-1.0999173479092518e-09,7.192261284752895e-17,2.4342596460322666e-14,4.295799664301754e-08,1.0,161.0
76,0.7129940986633301,-1.2645710944916775,0.0,1.3090014095286884e-09,8.058358796332201e-10,0,0.0,1.6519809172150715,1.0269003998759991,1.0269003998759991,optimal,7.0,1.099924805520347e-09,7.457612134934546e-15,-1.099917347908185e-09,3.5474834696554486e-16,6.474429563806372e-15,4.295799664301754e-08,1.0,161.0
77,0.7227880954742432,-1.2645710944916775,0.0,1.309005938740253e-09,8.058432368730813e-10,0,0.0,1.6519809172150715,1.0269003998760267,1.0269003998760267,optimal,7.0,1.099924805519958e-09,7.457611810563423e-15,-1.099917347908156e-09,6.709136404978277e-17,1.823254473164826e-14,4.295799664301754e-08,1.0,161.0
78,0.7320277690887451,-1.2645710944916775,0.0,1.3090041609241295e-09,8.058403489985016e-10,0,0.0,1.6519809172150715,1.026900399876014,1.026900399876014,optimal,7.0,1.0999248055196771e-09,7.457611461994037e-15,-1.099917347908211e-09,1.3512715398681445e-16,8.228082101092694e-15,4.295799664301754e-08,1.0,161.0
79,0.7424020767211914,-1.2645710944916775,0.0,1.3089981352764603e-09,8.058305609194442e-10,0,0.0,1.6519809172150715,1.0269003998759774,1.0269003998759774,optimal,7.0,1.0999248055211849e-09,7.457611250148558e-15,-1.09991734790994e-09,2.2433840419400474e-16,2.4887027902222285e-14,4.295799664301754e-08,1.0,161.0
80,0.7523159980773926,-1.2645710944916775,0.0,1.309003764388637e-09,8.058397048665818e-10,0,0.0,1.6519809172150715,1.0269003998760133,1.0269003998760133,optimal,7.0,1.099924805520499e-09,7.457610888437986e-15,-1.0999173479095864e-09,1.4554845781094673e-16,1.4292182122419086e-14,4.295799664301754e-08,1.0,161.0
81,0.7613790035247803,-1.2645710944916775,0.0,1.3090063413736588e-09,8.058438909077853e-10,0,0.0,1.6519809172150715,1.026900399876037,1.026900399876037,optimal,7.0,1.0999248055199627e-09,7.457610640632769e-15,-1.0999173479093385e-09,1.9408470432432087e-16,3.291813641672308e-14,4.295799664301754e-08,1.0,161.0
82,0.7717790603637695,-1.2645710944916775,0.0,1.3090027758949037e-09,8.058380991589594e-10,0,0.0,1.6519809172150715,1.0269003998760078,1.0269003998760078,optimal,7.0,1.0999248055205905e-09,7.45761022034747e-15,-1.0999173479103578e-09,2.0949530193755702e-16,2.6978455766250253e-15,4.295799664301754e-08,1.0,161.0
